time,run,dwelling_id,hp_elec_kw,boiler_gas_kw,ev_charge_kw,appliance_kw,tariff_elec_price,tariff_gas_price,tariff_offset_steps,Tin_C,T_tank_C,V_stor_m3,Q_hp_space_w,Q_bo_space_w,Q_hp_hw_w,Q_bo_hw_w,ev_soc_kwh,solve_status
2021-02-07 00:00:00,1,138,0.5175238095238095,0.0,0.0,0.08433333333333333,8.274,6.0,-2,21.0,55.0,0.12,0.0,0.0,1811.3333333333333,0.0,47.952,optimal
2021-02-07 00:30:00,1,138,0.0,0.0,0.0,0.12933333333333336,7.7175,6.0,-2,20.862748962299914,55.0,0.118,0.0,0.0,0.0,0.0,47.904047999999996,optimal
2021-02-07 01:00:00,1,138,0.0,0.0,0.0,0.063,6.615,6.0,-2,20.730487444928304,55.0,0.118,0.0,0.0,0.0,0.0,47.856143952,optimal
2021-02-07 01:30:00,1,138,0.0,0.0,0.0,0.063,6.174,6.0,-2,20.571091949788126,55.0,0.118,0.0,0.0,0.0,0.0,47.80828780804799,optimal
2021-02-07 02:00:00,1,138,2.0,0.0,0.0,0.063,3.906,6.0,-2,20.41274992725822,55.0,0.118,7000.0,0.0,0.0,0.0,47.76047952023995,optimal
2021-02-07 02:30:00,1,138,2.0,0.0,0.0,0.063,2.3415,6.0,-2,20.80486757429557,55.0,0.118,7000.0,0.0,0.0,0.0,47.712719040719705,optimal
2021-02-07 03:00:00,1,138,2.0,0.0,0.0,0.063,2.205,6.0,-2,21.192246155418747,55.0,0.118,7000.0,0.0,0.0,0.0,47.66500632167899,optimal
2021-02-07 03:30:00,1,138,2.0,0.0,3.157932223444196,0.063,0.882,6.0,-2,21.574931307572232,55.0,0.118,7000.0,0.0,0.0,0.0,49.1173591214933,optimal
2021-02-07 04:00:00,1,138,2.0,0.0,0.0,0.063,1.5435,6.0,-2,21.953449725473277,55.0,0.118,7000.0,0.0,0.0,0.0,49.0682417623718,optimal
2021-02-07 04:30:00,1,138,2.0,0.0,0.0,0.063,1.5435,6.0,-2,22.327841534543897,55.0,0.118,7000.0,0.0,0.0,0.0,49.01917352060943,optimal
2021-02-07 05:00:00,1,138,0.0,0.0,0.0,0.063,5.0715,6.0,-2,22.698627971054528,55.0,0.118,0.0,0.0,0.0,0.0,48.97015434708881,optimal
2021-02-07 05:30:00,1,138,0.0,0.0,0.0,0.063,5.376,6.0,-2,22.51642741270454,55.0,0.118,0.0,0.0,0.0,0.0,48.92118419274172,optimal
2021-02-07 06:00:00,1,138,1.3956466780125767,0.0,0.0,0.063,5.0715,6.0,-2,22.335981435725127,55.0,0.118,4884.763373044018,0.0,0.0,0.0,48.87226300854897,optimal
2021-02-07 06:30:00,1,138,0.0,0.0,0.0,0.063,5.5125,6.0,-2,22.540668689761716,55.0,0.118,0.0,0.0,0.0,0.0,48.823390745540415,optimal
2021-02-07 07:00:00,1,138,0.0,0.0,0.0,0.063,9.261,6.0,-2,22.359507773361525,55.0,0.118,0.0,0.0,0.0,0.0,48.774567354794875,optimal
2021-02-07 07:30:00,1,138,0.0,0.0,0.0,0.072,11.7075,6.0,-2,22.17960992938299,55.0,0.118,0.0,0.0,0.0,0.0,48.72579278744007,optimal
2021-02-07 08:00:00,1,138,0.0,0.0,0.0,0.067,12.348,6.0,-2,22.0,55.0,0.118,0.0,0.0,0.0,0.0,48.67706699465263,optimal
