time,Q_hp,Q_bo,Tin,T_set,T_low,T_high,total_heat_W,total_heat_kW
2022-02-09 00:00:00,4000.0,0.0,18.13,18.0,15.0,,4000.0,4.0
2022-02-09 00:30:00,4000.0,0.0,18.257598320835417,18.0,15.0,,4000.0,4.0
2022-02-09 01:00:00,4000.0,0.0,18.38361306102066,18.0,15.0,,4000.0,4.0
2022-02-09 01:30:00,4000.0,0.0,18.508228702111467,18.0,15.0,,4000.0,4.0
2022-02-09 02:00:00,4000.0,0.0,18.631716006617687,18.0,15.0,,4000.0,4.0
2022-02-09 02:30:00,4000.0,0.0,18.75109373334678,18.0,15.0,,4000.0,4.0
2022-02-09 03:00:00,4000.0,0.0,18.863091533716062,18.0,15.0,,4000.0,4.0
2022-02-09 03:30:00,4000.0,0.0,18.964630344227142,18.0,15.0,,4000.0,4.0
2022-02-09 04:00:00,4000.0,0.0,19.052279711204953,18.0,15.0,,4000.0,4.0
2022-02-09 04:30:00,4000.0,0.0,19.131427437169442,18.0,15.0,,4000.0,4.0
2022-02-09 05:00:00,4000.0,0.0,19.208089101371066,18.0,15.0,,4000.0,4.0
2022-02-09 05:30:00,4000.0,7608.613699787058,19.27912993413413,18.0,15.0,,11608.613699787058,11.608613699787059
2022-02-09 06:00:00,4000.0,0.0,20.0,21.0,20.0,22.0,4000.0,4.0
2022-02-09 06:30:00,4000.0,0.0,20.04347690233901,21.0,20.0,22.0,4000.0,4.0
2022-02-09 07:00:00,4000.0,0.0,20.08534689496716,21.0,20.0,22.0,4000.0,4.0
2022-02-09 07:30:00,2238.83603227011,0.0,20.122766280789595,21.0,20.0,22.0,2238.83603227011,2.23883603227011
2022-02-09 08:00:00,3676.268197747442,0.0,20.0,21.0,20.0,22.0,3676.268197747442,3.6762681977474423
2022-02-09 08:30:00,0.0,0.0,20.0,21.0,20.0,22.0,0.0,0.0
2022-02-09 09:00:00,0.0,0.0,19.680736441384102,18.0,15.0,,0.0,0.0
2022-02-09 09:30:00,0.0,0.0,19.372533730734887,18.0,15.0,,0.0,0.0
2022-02-09 10:00:00,4000.0,0.0,19.082006203613354,18.0,15.0,,4000.0,4.0
2022-02-09 10:30:00,4000.0,0.0,19.147607380799435,18.0,15.0,,4000.0,4.0
2022-02-09 11:00:00,4000.0,0.0,19.207518315923025,18.0,15.0,,4000.0,4.0
2022-02-09 11:30:00,4000.0,0.0,19.268444785822638,18.0,15.0,,4000.0,4.0
2022-02-09 12:00:00,4000.0,0.0,19.337938815147897,18.0,15.0,,4000.0,4.0
2022-02-09 12:30:00,4000.0,0.0,19.407224420421574,18.0,15.0,,4000.0,4.0
2022-02-09 13:00:00,4000.0,0.0,19.466334242781404,18.0,15.0,,4000.0,4.0
2022-02-09 13:30:00,4000.0,0.0,19.517697133992243,18.0,15.0,,4000.0,4.0
2022-02-09 14:00:00,4000.0,0.0,19.5637465224168,18.0,15.0,,4000.0,4.0
2022-02-09 14:30:00,4000.0,0.0,19.609153301709195,18.0,15.0,,4000.0,4.0
2022-02-09 15:00:00,4000.0,0.0,19.6592684341018,18.0,15.0,,4000.0,4.0
2022-02-09 15:30:00,4000.0,0.0,19.710998329435714,18.0,15.0,,4000.0,4.0
2022-02-09 16:00:00,0.0,0.0,19.760872609571383,18.0,15.0,,0.0,0.0
2022-02-09 16:30:00,0.0,9787.650252092757,19.458429378072136,18.0,15.0,,9787.650252092757,9.787650252092757
2022-02-09 17:00:00,0.0,3734.054818743667,20.0,21.0,20.0,22.0,3734.054818743667,3.734054818743667
2022-02-09 17:30:00,0.0,3777.320751543186,20.0,21.0,20.0,22.0,3777.320751543186,3.777320751543186
2022-02-09 18:00:00,0.0,3814.659818321846,20.0,21.0,20.0,22.0,3814.659818321846,3.814659818321846
2022-02-09 18:30:00,0.0,3844.293998304922,20.0,21.0,20.0,22.0,3844.293998304922,3.844293998304922
2022-02-09 19:00:00,0.0,3898.376376774057,20.0,21.0,20.0,22.0,3898.376376774057,3.898376376774057
2022-02-09 19:30:00,3979.5740299277004,0.0,20.0,21.0,20.0,22.0,3979.5740299277004,3.9795740299277003
2022-02-09 20:00:00,3992.7612400201883,0.0,20.0,21.0,20.0,22.0,3992.7612400201883,3.9927612400201884
2022-02-09 20:30:00,3928.306898556979,0.0,20.0,21.0,20.0,22.0,3928.306898556979,3.928306898556979
2022-02-09 21:00:00,3942.9758176486143,0.0,20.0,21.0,20.0,22.0,3942.9758176486143,3.9429758176486143
2022-02-09 21:30:00,0.0,0.0,20.0,21.0,20.0,22.0,0.0,0.0
2022-02-09 22:00:00,4000.0,0.0,19.649346508162324,18.0,15.0,,4000.0,4.0
2022-02-09 22:30:00,4000.0,0.0,19.65040953551146,18.0,15.0,,4000.0,4.0
2022-02-09 23:00:00,4000.0,0.0,19.658767005803416,18.0,15.0,,4000.0,4.0
2022-02-09 23:30:00,4000.0,0.0,19.664615127053594,18.0,15.0,,4000.0,4.0
2022-02-10 00:00:00,4000.0,0.0,19.65699134517068,18.0,15.0,,4000.0,4.0
2022-02-10 00:30:00,4000.0,0.0,19.64518954147025,18.0,15.0,,4000.0,4.0
2022-02-10 01:00:00,4000.0,0.0,19.639710674533802,18.0,15.0,,4000.0,4.0
2022-02-10 01:30:00,4000.0,0.0,19.63997103533307,18.0,15.0,,4000.0,4.0
2022-02-10 02:00:00,4000.0,0.0,19.645423817430796,18.0,15.0,,4000.0,4.0
2022-02-10 02:30:00,4000.0,0.0,19.648564329867412,18.0,15.0,,4000.0,4.0
2022-02-10 03:00:00,4000.0,0.0,19.64096719215445,18.0,15.0,,4000.0,4.0
2022-02-10 03:30:00,4000.0,0.0,19.63080849894166,18.0,15.0,,4000.0,4.0
2022-02-10 04:00:00,4000.0,0.0,19.6273132749046,18.0,15.0,,4000.0,4.0
2022-02-10 04:30:00,4000.0,0.0,19.630276250900668,18.0,15.0,,4000.0,4.0
2022-02-10 05:00:00,4000.0,0.0,19.63953460867249,18.0,15.0,,4000.0,4.0
2022-02-10 05:30:00,4000.0,4022.1864540719084,19.64894840772545,18.0,15.0,,8022.186454071909,8.022186454071909
2022-02-10 06:00:00,4000.0,59.289974082168996,20.0,21.0,20.0,22.0,4059.289974082169,4.059289974082169
2022-02-10 06:30:00,4000.0,0.0,20.0,21.0,20.0,22.0,4000.0,4.0
2022-02-10 07:00:00,4000.0,0.0,20.000062293830485,21.0,20.0,22.0,4000.0,4.0
2022-02-10 07:30:00,3910.890847321695,0.0,20.00338301327958,21.0,20.0,22.0,3910.890847321695,3.9108908473216952
2022-02-10 08:00:00,3924.602625898806,0.0,20.0,21.0,20.0,22.0,3924.602625898806,3.924602625898806
2022-02-10 08:30:00,0.0,0.0,20.0,21.0,20.0,22.0,0.0,0.0
2022-02-10 09:00:00,0.0,0.0,19.663475829317953,18.0,15.0,,0.0,0.0
2022-02-10 09:30:00,0.0,0.0,19.3401029131763,18.0,15.0,,0.0,0.0
2022-02-10 10:00:00,4000.0,0.0,19.033439549821587,18.0,15.0,,4000.0,4.0
2022-02-10 10:30:00,4000.0,0.0,19.087719943717442,18.0,15.0,,4000.0,4.0
2022-02-10 11:00:00,4000.0,0.0,19.1474233786771,18.0,15.0,,4000.0,4.0
2022-02-10 11:30:00,4000.0,0.0,19.21371593780098,18.0,15.0,,4000.0,4.0
2022-02-10 12:00:00,4000.0,0.0,19.28797226874482,18.0,15.0,,4000.0,4.0
2022-02-10 12:30:00,4000.0,0.0,19.36887124658374,18.0,15.0,,4000.0,4.0
2022-02-10 13:00:00,4000.0,0.0,19.4549503537628,18.0,15.0,,4000.0,4.0
2022-02-10 13:30:00,4000.0,0.0,19.544852222314827,18.0,15.0,,4000.0,4.0
2022-02-10 14:00:00,4000.0,0.0,19.637065947438753,18.0,15.0,,4000.0,4.0
2022-02-10 14:30:00,4000.0,0.0,19.729172893060184,18.0,15.0,,4000.0,4.0
2022-02-10 15:00:00,4000.0,0.0,19.818441644965503,18.0,15.0,,4000.0,4.0
2022-02-10 15:30:00,4000.0,0.0,19.904618846476367,18.0,15.0,,4000.0,4.0
2022-02-10 16:00:00,0.0,0.0,19.987404673484583,18.0,15.0,,0.0,0.0
2022-02-10 16:30:00,0.0,6369.5864405272505,19.71835593537161,18.0,15.0,,6369.5864405272505,6.36958644052725
2022-02-10 17:00:00,0.0,3264.94574921973,20.0,21.0,20.0,22.0,3264.94574921973,3.26494574921973
2022-02-10 17:30:00,0.0,3367.0355296774483,20.0,21.0,20.0,22.0,3367.0355296774483,3.367035529677448
