time,Q_hp,Q_bo,Tin,T_set,T_low,T_high,total_heat_W,total_heat_kW
2022-02-09 00:00:00,4000.0,0.0,18.13,18.0,15.0,,4000.0,4.0
2022-02-09 00:30:00,4000.0,0.0,18.307249978564897,18.0,15.0,,4000.0,4.0
2022-02-09 01:00:00,4000.0,0.0,18.482200141303228,18.0,15.0,,4000.0,4.0
2022-02-09 01:30:00,4000.0,0.0,18.655030053723245,18.0,15.0,,4000.0,4.0
2022-02-09 02:00:00,4000.0,0.0,18.825997508809667,18.0,15.0,,4000.0,4.0
2022-02-09 02:30:00,4000.0,0.0,18.99241529480487,18.0,15.0,,4000.0,4.0
2022-02-09 03:00:00,4000.0,0.0,19.15132923900262,18.0,15.0,,4000.0,4.0
2022-02-09 03:30:00,4000.0,0.0,19.29995289702706,18.0,15.0,,4000.0,4.0
2022-02-09 04:00:00,4000.0,0.0,19.43517648070685,18.0,15.0,,4000.0,4.0
2022-02-09 04:30:00,4000.0,0.0,19.56187101076719,18.0,15.0,,4000.0,4.0
2022-02-09 05:00:00,4000.0,0.0,19.685485073794826,18.0,15.0,,4000.0,4.0
2022-02-09 05:30:00,4000.0,939.8018040330032,19.803189976646674,18.0,15.0,,4939.8018040330035,4.939801804033004
2022-02-09 06:00:00,4000.0,0.0,20.0,21.0,20.0,22.0,4000.0,4.0
2022-02-09 06:30:00,4000.0,0.0,20.101064026864368,21.0,20.0,22.0,4000.0,4.0
2022-02-09 07:00:00,4000.0,0.0,20.19966876376595,21.0,20.0,22.0,4000.0,4.0
2022-02-09 07:30:00,0.0,0.0,20.293253629749533,21.0,20.0,22.0,0.0,0.0
2022-02-09 08:00:00,3035.214520647948,0.0,20.00350863909733,21.0,20.0,22.0,3035.214520647948,3.035214520647948
2022-02-09 08:30:00,0.0,0.0,20.0,21.0,20.0,22.0,0.0,0.0
2022-02-09 09:00:00,0.0,0.0,19.731410009971235,18.0,15.0,,0.0,0.0
2022-02-09 09:30:00,0.0,0.0,19.471954023834563,18.0,15.0,,0.0,0.0
2022-02-09 10:00:00,0.0,0.0,19.278798826618562,18.0,15.0,,0.0,0.0
2022-02-09 10:30:00,0.0,0.0,19.0927186694302,18.0,15.0,,0.0,0.0
2022-02-09 11:00:00,4000.0,0.0,18.950191084766924,18.0,15.0,,4000.0,4.0
2022-02-09 11:30:00,4000.0,0.0,19.187562198685065,18.0,15.0,,4000.0,4.0
2022-02-09 12:00:00,4000.0,0.0,19.454150039130596,18.0,15.0,,4000.0,4.0
2022-02-09 12:30:00,4000.0,0.0,19.71711301172646,18.0,15.0,,4000.0,4.0
2022-02-09 13:00:00,4000.0,0.0,19.972425175707148,18.0,15.0,,4000.0,4.0
