time,run,dwelling_id,hp_elec_kw,boiler_gas_kw,ev_charge_kw,appliance_kw,tariff_elec_price,tariff_gas_price,tariff_offset_steps,Tin_C,T_tank_C,V_stor_m3,Q_hp_space_w,Q_bo_space_w,Q_hp_hw_w,Q_bo_hw_w,ev_soc_kwh,solve_status
2021-02-07 00:00:00,1,34,0.0,0.0,0.0,0.39080000000000004,9.261,6.0,0,21.0,55.0,0.12,0.0,0.0,0.0,0.0,47.952,optimal
2021-02-07 00:30:00,1,34,0.0,0.0,0.0,0.4624666666666666,10.3635,6.0,0,20.959756989948062,55.0,0.12,0.0,0.0,0.0,0.0,47.904047999999996,optimal
2021-02-07 01:00:00,1,34,0.0,0.0,0.0,0.7042999999999999,8.274,6.0,0,20.919808071212312,55.0,0.12,0.0,0.0,0.0,0.0,47.856143952,optimal
2021-02-07 01:30:00,1,34,0.0,0.0,0.0,0.5148333333333334,7.7175,6.0,0,20.883867062597517,55.0,0.118,0.0,0.0,0.0,0.0,47.80828780804799,optimal
2021-02-07 02:00:00,1,34,0.0,0.0,0.0,0.39753333333333335,6.615,6.0,0,20.846230937834253,55.0,0.118,0.0,0.0,0.0,0.0,47.76047952023995,optimal
2021-02-07 02:30:00,1,34,0.28729879443016415,0.0,0.0,0.1829333333333333,6.174,6.0,0,20.808293001523747,55.0,0.118,1005.5457805055746,0.0,0.0,0.0,47.712719040719705,optimal
2021-02-07 03:00:00,1,34,2.0,0.0,0.0,0.065,3.906,6.0,0,20.777845691573365,55.0,0.118,7000.0,0.0,0.0,0.0,47.66500632167899,optimal
2021-02-07 03:30:00,1,34,2.0,0.0,0.0,0.08466666666666667,2.3415,6.0,0,20.82878838405485,55.0,0.118,7000.0,0.0,0.0,0.0,47.61734131535731,optimal
2021-02-07 04:00:00,1,34,2.0,0.0,0.0,0.11613333333333334,2.205,6.0,0,20.879727202751084,55.0,0.118,7000.0,0.0,0.0,0.0,47.56972397404195,optimal
2021-02-07 04:30:00,1,34,2.0,0.0,1.716197456914406,0.065,0.882,6.0,0,20.930828506558363,55.0,0.118,7000.0,0.0,0.0,0.0,48.33734804210225,optimal
2021-02-07 05:00:00,1,34,2.0,0.0,0.0,0.065,1.5435,6.0,0,20.981066653846334,55.0,0.118,7000.0,0.0,0.0,0.0,48.289010694060146,optimal
2021-02-07 05:30:00,1,34,2.0,0.0,0.0,0.1358,1.5435,6.0,0,21.03116489026642,55.0,0.118,7000.0,0.0,0.0,0.0,48.240721683366075,optimal
2021-02-07 06:00:00,1,34,2.0,0.0,0.0,0.065,5.0715,6.0,0,21.08212169411173,55.0,0.118,7000.0,0.0,0.0,0.0,48.192480961682705,optimal
2021-02-07 06:30:00,1,34,2.0,0.0,0.0,0.09646666666666669,5.376,6.0,0,21.131938497016645,55.0,0.118,7000.0,0.0,0.0,0.0,48.144288480721016,optimal
2021-02-07 07:00:00,1,34,2.0,0.0,0.0,0.10433333333333332,5.0715,6.0,0,21.181920909793607,55.0,0.118,7000.0,0.0,0.0,0.0,48.096144192240295,optimal
2021-02-07 07:30:00,1,34,2.0,0.0,0.0,0.2876,5.5125,6.0,0,21.231735775010954,55.0,0.11066666666666666,7000.0,0.0,0.0,0.0,48.048048048048045,optimal
2021-02-07 08:00:00,1,34,0.0,0.0,0.0,0.3211333333333333,9.261,6.0,0,21.28481359300925,55.0,0.08866666666666667,0.0,0.0,0.0,0.0,48.0,optimal
2021-02-07 08:30:00,1,34,0.0,0.0,0.0,0.1362,11.7075,6.0,0,21.242623964977593,55.0,0.086,0.0,0.0,0.0,0.0,47.794532335671754,optimal
2021-02-07 09:00:00,1,34,0.0,0.0,0.0,0.075,12.348,6.0,0,21.19233483408323,55.0,0.086,0.0,0.0,0.0,0.0,47.58927013900784,optimal
2021-02-07 09:30:00,1,34,0.0,0.0,0.0,0.1458,12.348,6.0,0,21.13826555650453,55.0,0.086,0.0,0.0,0.0,0.0,47.384213204540586,optimal
2021-02-07 10:00:00,1,34,0.0,0.0,0.0,0.075,12.1275,6.0,0,21.085484195597516,55.0,0.086,0.0,0.0,0.0,0.0,47.179361327007804,optimal
2021-02-07 10:30:00,1,34,0.0,0.0,0.0,0.1458,12.5265,6.0,0,21.032048519552774,55.0,0.086,0.0,0.0,0.0,0.0,46.97471430135255,optimal
2021-02-07 11:00:00,1,34,0.0,0.0,0.0,0.075,11.7495,6.0,0,20.97948125271259,55.0,0.086,0.0,0.0,0.0,0.0,46.770271922722955,optimal
2021-02-07 11:30:00,1,34,0.0,0.0,0.0,0.075,13.23,6.0,0,20.925861013669607,55.0,0.086,0.0,0.0,0.0,0.0,46.566033986471986,optimal
2021-02-07 12:00:00,1,34,0.0,0.0,0.0,0.26913333333333334,14.3325,6.0,0,20.87239010446034,55.0,0.08533333333333333,0.0,0.0,0.0,0.0,46.36200028815727,optimal
2021-02-07 12:30:00,1,34,0.0,0.0,0.0,0.075,14.994,6.0,0,20.823497840357994,55.0,0.08533333333333333,0.0,0.0,0.0,0.0,46.15817062354087,optimal
2021-02-07 13:00:00,1,34,0.0,0.0,0.0,0.075,14.8155,6.0,0,20.77036499800463,55.0,0.08533333333333333,0.0,0.0,0.0,0.0,45.95454478858908,optimal
2021-02-07 13:30:00,1,34,0.0,0.0,0.0,0.1458,14.112,6.0,0,20.71733167987784,55.0,0.08533333333333333,0.0,0.0,0.0,0.0,45.75112257947225,optimal
2021-02-07 14:00:00,1,34,0.0,0.0,0.0,0.075,14.007,6.0,0,20.665583393324585,55.0,0.08533333333333333,0.0,0.0,0.0,0.0,45.54790379256453,optimal
2021-02-07 14:30:00,1,34,0.0,0.0,0.0,0.134,13.23,6.0,0,20.61314006439033,55.0,0.08533333333333333,0.0,0.0,0.0,0.0,45.34488822444372,optimal
2021-02-07 15:00:00,1,34,0.0,0.0,0.0,0.0868,11.382,6.0,0,20.56181377582958,55.0,0.08533333333333333,0.0,0.0,0.0,0.0,45.142075671891035,optimal
2021-02-07 15:30:00,1,34,0.0,0.0,0.0,0.0868,11.7495,6.0,0,20.510151217988913,55.0,0.08533333333333333,0.0,0.0,0.0,0.0,44.9394659318909,optimal
2021-02-07 16:00:00,1,34,0.0,0.0,0.0,0.134,24.3285,6.0,0,20.45821479501547,55.0,0.08533333333333333,0.0,0.0,0.0,0.0,44.737058801630766,optimal
2021-02-07 16:30:00,1,34,0.0,0.0,0.0,0.075,28.917,6.0,0,20.406563167531534,55.0,0.08533333333333333,0.0,0.0,0.0,0.0,44.53485407850089,optimal
2021-02-07 17:00:00,1,34,0.0,0.0,0.0,0.09073333333333332,31.3635,6.0,0,20.354362894490055,55.0,0.08533333333333333,0.0,0.0,0.0,0.0,44.33285156009415,optimal
2021-02-07 17:30:00,1,34,0.0,0.0,0.0,0.13006666666666666,33.306,6.0,0,20.302549435291535,55.0,0.08533333333333333,0.0,0.0,0.0,0.0,44.13105104420581,optimal
2021-02-07 18:00:00,1,34,0.0,0.0,0.0,0.11040000000000001,31.3425,6.0,0,20.251713263101337,55.0,0.08533333333333333,0.0,0.0,0.0,0.0,43.929452328833364,optimal
2021-02-07 18:30:00,1,34,0.0,0.0,0.0,0.11040000000000001,28.2555,6.0,0,20.200994177558947,55.0,0.08533333333333333,0.0,0.0,0.0,0.0,43.72805521217629,optimal
2021-02-07 19:00:00,1,34,0.0,0.0,0.0,0.075,15.6975,6.0,0,20.15055558991369,55.0,0.08533333333333333,0.0,0.0,0.0,0.0,43.526859492635865,optimal
2021-02-07 19:30:00,1,34,0.0,0.0,0.0,0.1458,12.5475,6.0,0,20.099897674668203,55.0,0.08533333333333333,0.0,0.0,0.0,0.0,43.32586496881498,optimal
2021-02-07 20:00:00,1,34,0.0,0.0,0.0,0.075,12.0855,6.0,0,20.05037892797247,55.0,0.08533333333333333,0.0,0.0,0.0,0.0,43.125071439517924,optimal
2021-02-07 20:30:00,1,34,0.0,0.0,0.0,0.09073333333333332,11.907,6.0,0,20.0,55.0,0.08533333333333333,0.0,0.0,0.0,0.0,42.92447870375016,optimal
2021-02-07 21:00:00,1,34,0.0,0.0,0.0,0.13006666666666666,12.5685,6.0,0,19.949704677162433,55.0,0.08533333333333333,0.0,0.0,0.0,0.0,42.72408656071816,optimal
2021-02-07 21:30:00,1,34,0.0,0.0,0.0,0.2586666666666667,13.146,6.0,0,19.899825422839395,55.0,0.08533333333333333,0.0,0.0,0.0,0.0,42.5238948098292,optimal
2021-02-07 22:00:00,1,34,0.0,0.0,0.0,0.46503333333333335,10.584,6.0,0,19.857067941140556,55.0,0.08533333333333333,0.0,0.0,0.0,0.0,42.323903250691124,optimal
2021-02-07 22:30:00,1,34,0.0,0.0,0.0,0.40553333333333336,6.678,6.0,0,19.819428908537148,55.0,0.082,0.0,0.0,0.0,0.0,42.281579347440434,optimal
2021-02-07 23:00:00,1,34,0.0,0.0,0.0,0.376,7.938,6.0,0,19.78170908444789,55.0,0.082,0.0,0.0,0.0,0.0,42.239297768092996,optimal
2021-02-07 23:30:00,1,34,0.0,0.0,0.0,0.153,5.292,6.0,0,19.74450406972868,55.0,0.082,0.0,0.0,0.0,0.0,42.197058470324905,optimal
2021-02-08 00:00:00,1,34,2.0,0.0,1.6496310989707073,0.055,5.9745,6.0,0,19.74450406972868,55.0,0.082,7000.0,0.0,0.0,0.0,42.93843618386567,optimal
2021-02-08 00:30:00,1,34,2.0,0.0,0.0,0.055,7.938,6.0,0,19.79660396299775,55.0,0.136,1357.0,0.0,5643.0,0.0,42.895497747681794,optimal
2021-02-08 01:00:00,1,34,2.0,0.0,0.0,0.055,8.6835,6.0,0,19.769007711932357,55.0,0.136,7000.0,0.0,0.0,0.0,42.852602249934115,optimal
2021-02-08 01:30:00,1,34,2.0,0.0,0.0,0.2009333333333333,7.665,6.0,0,19.821039363714984,55.0,0.136,7000.0,0.0,0.0,0.0,42.80974964768417,optimal
