time,run,dwelling_id,hp_elec_kw,boiler_gas_kw,ev_charge_kw,appliance_kw,tariff_elec_price,tariff_gas_price,tariff_offset_steps,Tin_C,T_tank_C,V_stor_m3,Q_hp_space_w,Q_bo_space_w,Q_hp_hw_w,Q_bo_hw_w,ev_soc_kwh,solve_status
2021-02-07 00:00:00,1,85,0.0,0.0,0.0,0.067,9.261,6.0,0,,,,,,,,,infeasible
2021-02-07 00:30:00,1,85,0.0,0.0,0.0,0.11703333333333332,10.3635,6.0,0,,,,,,,,,infeasible
2021-02-07 01:00:00,1,85,0.0,0.0,0.0,0.15936666666666668,8.274,6.0,0,,,,,,,,,infeasible
2021-02-07 01:30:00,1,85,0.0,0.0,0.0,0.16140000000000002,7.7175,6.0,0,,,,,,,,,infeasible
2021-02-07 02:00:00,1,85,0.0,0.0,0.0,0.163,6.615,6.0,0,,,,,,,,,infeasible
2021-02-07 02:30:00,1,85,0.0,0.0,0.0,0.076,6.174,6.0,0,,,,,,,,,infeasible
2021-02-07 03:00:00,1,85,0.0,0.0,0.0,0.3336,3.906,6.0,0,,,,,,,,,infeasible
2021-02-07 03:30:00,1,85,0.0,0.0,0.0,0.1162,2.3415,6.0,0,,,,,,,,,infeasible
2021-02-07 04:00:00,1,85,0.0,0.0,0.0,0.10423333333333332,2.205,6.0,0,,,,,,,,,infeasible
2021-02-07 04:30:00,1,85,0.0,0.0,0.0,0.3455666666666667,0.882,6.0,0,,,,,,,,,infeasible
2021-02-07 05:00:00,1,85,0.0,0.0,0.0,0.076,1.5435,6.0,0,,,,,,,,,infeasible
2021-02-07 05:30:00,1,85,0.0,0.0,0.0,0.2054,1.5435,6.0,0,,,,,,,,,infeasible
2021-02-07 06:00:00,1,85,0.0,0.0,0.0,0.2444,5.0715,6.0,0,,,,,,,,,infeasible
2021-02-07 06:30:00,1,85,0.0,0.0,0.0,0.188,5.376,6.0,0,,,,,,,,,infeasible
2021-02-07 07:00:00,1,85,0.0,0.0,0.0,0.2327,5.0715,6.0,0,,,,,,,,,infeasible
2021-02-07 07:30:00,1,85,0.0,0.0,0.0,0.2117333333333333,5.5125,6.0,0,,,,,,,,,infeasible
2021-02-07 08:00:00,1,85,0.0,0.0,0.0,0.3325,9.261,6.0,0,,,,,,,,,infeasible
