time,Q_hp,Q_bo,Tin,T_set,T_low,T_high,total_heat_W,total_heat_kW
2022-02-09 00:00:00,4000.0,0.0,18.13,18.0,15.0,,4000.0,4.0
2022-02-09 00:30:00,4000.0,0.0,18.18723269902112,18.0,15.0,,4000.0,4.0
2022-02-09 01:00:00,4000.0,0.0,18.244348177673952,18.0,15.0,,4000.0,4.0
2022-02-09 01:30:00,4000.0,0.0,18.30142639850322,18.0,15.0,,4000.0,4.0
2022-02-09 02:00:00,4000.0,0.0,18.358592507566843,18.0,15.0,,4000.0,4.0
2022-02-09 02:30:00,4000.0,0.0,18.414308886791343,18.0,15.0,,4000.0,4.0
2022-02-09 03:00:00,4000.0,0.0,18.46687574757054,18.0,15.0,,4000.0,4.0
2022-02-09 03:30:00,4000.0,0.0,18.514675719050107,18.0,15.0,,4000.0,4.0
2022-02-09 04:00:00,4000.0,0.0,18.5558972088984,18.0,15.0,,4000.0,4.0
2022-02-09 04:30:00,4000.0,0.0,18.593225381253,18.0,15.0,,4000.0,4.0
2022-02-09 05:00:00,4000.0,6954.053907720625,18.62969328585938,18.0,15.0,,10954.053907720625,10.954053907720624
2022-02-09 05:30:00,4000.0,24000.0,18.95788093050269,18.0,15.0,,28000.0,28.0
2022-02-09 06:00:00,4000.0,0.0,20.0,21.0,20.0,22.0,4000.0,4.0
2022-02-09 06:30:00,4000.0,0.0,20.014183932988725,21.0,20.0,22.0,4000.0,4.0
2022-02-09 07:00:00,4000.0,0.0,20.02783410134268,21.0,20.0,22.0,4000.0,4.0
2022-02-09 07:30:00,2876.7858040458113,0.0,20.039484684050738,21.0,20.0,22.0,2876.7858040458113,2.876785804045811
2022-02-09 08:00:00,3850.4163137605683,0.0,20.0,21.0,20.0,22.0,3850.4163137605683,3.8504163137605683
2022-02-09 08:30:00,0.0,0.0,20.0,21.0,20.0,22.0,0.0,0.0
2022-02-09 09:00:00,0.0,0.0,19.870099416228662,18.0,15.0,,0.0,0.0
2022-02-09 09:30:00,0.0,0.0,19.743993762609538,18.0,15.0,,0.0,0.0
2022-02-09 10:00:00,0.0,0.0,19.708438391080453,18.0,15.0,,0.0,0.0
2022-02-09 10:30:00,0.0,0.0,19.67532824894413,18.0,15.0,,0.0,0.0
2022-02-09 11:00:00,0.0,0.0,19.712461973093085,18.0,15.0,,0.0,0.0
2022-02-09 11:30:00,0.0,0.0,19.750339770461764,18.0,15.0,,0.0,0.0
2022-02-09 12:00:00,0.0,0.0,19.83278797657585,18.0,15.0,,0.0,0.0
2022-02-09 12:30:00,0.0,0.0,19.915001911310636,18.0,15.0,,0.0,0.0
2022-02-09 13:00:00,4000.0,0.0,19.999929715525816,18.0,15.0,,4000.0,4.0
2022-02-09 13:30:00,4000.0,0.0,20.24986389334393,18.0,15.0,,4000.0,4.0
2022-02-09 14:00:00,4000.0,0.0,20.474657105913163,18.0,15.0,,4000.0,4.0
2022-02-09 14:30:00,4000.0,0.0,20.697360664925455,18.0,15.0,,4000.0,4.0
2022-02-09 15:00:00,4000.0,0.0,20.863833157521725,18.0,15.0,,4000.0,4.0
2022-02-09 15:30:00,4000.0,0.0,21.029985764365993,18.0,15.0,,4000.0,4.0
2022-02-09 16:00:00,0.0,0.0,21.143271393885676,18.0,15.0,,0.0,0.0
2022-02-09 16:30:00,0.0,0.0,21.08370060289211,18.0,15.0,,0.0,0.0
2022-02-09 17:00:00,0.0,0.0,20.936245564068773,21.0,20.0,22.0,0.0,0.0
2022-02-09 17:30:00,0.0,0.0,20.786742721111896,21.0,20.0,22.0,0.0,0.0
2022-02-09 18:00:00,0.0,0.0,20.61157191295673,21.0,20.0,22.0,0.0,0.0
2022-02-09 18:30:00,0.0,0.0,20.4364717442621,21.0,20.0,22.0,0.0,0.0
2022-02-09 19:00:00,0.0,0.0,20.26178301966893,21.0,20.0,22.0,0.0,0.0
2022-02-09 19:30:00,4000.0,0.0,20.0864180786682,21.0,20.0,22.0,4000.0,4.0
2022-02-09 20:00:00,4000.0,0.0,20.078406927434255,21.0,20.0,22.0,4000.0,4.0
2022-02-09 20:30:00,4000.0,0.0,20.069890202605468,21.0,20.0,22.0,4000.0,4.0
2022-02-09 21:00:00,4000.0,0.0,20.06431415893089,21.0,20.0,22.0,4000.0,4.0
2022-02-09 21:30:00,4000.0,0.0,20.058142880300114,21.0,20.0,22.0,4000.0,4.0
2022-02-09 22:00:00,4000.0,0.0,20.047349897430394,18.0,15.0,,4000.0,4.0
2022-02-09 22:30:00,4000.0,0.0,20.035907994468808,18.0,15.0,,4000.0,4.0
2022-02-09 23:00:00,4000.0,0.0,20.028322176380417,18.0,15.0,,4000.0,4.0
2022-02-09 23:30:00,4000.0,0.0,20.019609266908066,18.0,15.0,,4000.0,4.0
2022-02-10 00:00:00,4000.0,0.0,20.004145610610742,18.0,15.0,,4000.0,4.0
2022-02-10 00:30:00,4000.0,0.0,19.98662110043546,18.0,15.0,,4000.0,4.0
2022-02-10 01:00:00,4000.0,0.0,19.972388699592436,18.0,15.0,,4000.0,4.0
2022-02-10 01:30:00,4000.0,0.0,19.961179554161948,18.0,15.0,,4000.0,4.0
2022-02-10 02:00:00,4000.0,0.0,19.952740593332788,18.0,15.0,,4000.0,4.0
2022-02-10 02:30:00,4000.0,0.0,19.943255185900707,18.0,15.0,,4000.0,4.0
2022-02-10 03:00:00,4000.0,0.0,19.928399210854433,18.0,15.0,,4000.0,4.0
2022-02-10 03:30:00,4000.0,0.0,19.912303877678195,18.0,15.0,,4000.0,4.0
2022-02-10 04:00:00,4000.0,0.0,19.8996770272523,18.0,15.0,,4000.0,4.0
2022-02-10 04:30:00,4000.0,0.0,19.890445087730857,18.0,15.0,,4000.0,4.0
2022-02-10 05:00:00,4000.0,0.0,19.884554913974902,18.0,15.0,,4000.0,4.0
2022-02-10 05:30:00,4000.0,3074.2814773420646,19.878893514434772,18.0,15.0,,7074.281477342065,7.0742814773420655
2022-02-10 06:00:00,4000.0,252.75355867932248,20.0,21.0,20.0,22.0,4252.753558679323,4.252753558679323
2022-02-10 06:30:00,4000.0,189.8843372139772,20.0,21.0,20.0,22.0,4189.884337213977,4.189884337213977
2022-02-10 07:00:00,4000.0,150.45524523323596,20.0,21.0,20.0,22.0,4150.455245233236,4.150455245233236
2022-02-10 07:30:00,4000.0,134.23313482459133,20.0,21.0,20.0,22.0,4134.233134824592,4.1342331348245915
2022-02-10 08:00:00,4000.0,108.46451565612298,20.0,21.0,20.0,22.0,4108.464515656123,4.108464515656123
2022-02-10 08:30:00,0.0,0.0,20.0,21.0,20.0,22.0,0.0,0.0
2022-02-10 09:00:00,0.0,0.0,19.855027931194464,18.0,15.0,,0.0,0.0
2022-02-10 09:30:00,0.0,0.0,19.71489898387538,18.0,15.0,,0.0,0.0
2022-02-10 10:00:00,0.0,0.0,19.636255661426233,18.0,15.0,,0.0,0.0
2022-02-10 10:30:00,0.0,0.0,19.562787155182107,18.0,15.0,,0.0,0.0
2022-02-10 11:00:00,0.0,0.0,19.574511914068925,18.0,15.0,,0.0,0.0
2022-02-10 11:30:00,0.0,0.0,19.590081265070825,18.0,15.0,,0.0,0.0
2022-02-10 12:00:00,0.0,0.0,19.66812205316976,18.0,15.0,,0.0,0.0
2022-02-10 12:30:00,0.0,0.0,19.749524906012034,18.0,15.0,,0.0,0.0
2022-02-10 13:00:00,4000.0,0.0,19.8458112243073,18.0,15.0,,4000.0,4.0
2022-02-10 13:30:00,4000.0,0.0,20.11317843681265,18.0,15.0,,4000.0,4.0
2022-02-10 14:00:00,4000.0,0.0,20.353440962863086,18.0,15.0,,4000.0,4.0
2022-02-10 14:30:00,4000.0,0.0,20.592190419756964,18.0,15.0,,4000.0,4.0
