time,Q_hp,Q_bo,Tin,T_set,T_low,T_high,total_heat_W,total_heat_kW
2022-02-09 00:00:00,4000.0,0.0,18.13,18.0,15.0,,4000.0,4.0
2022-02-09 00:30:00,4000.0,0.0,18.205323611414883,18.0,15.0,,4000.0,4.0
2022-02-09 01:00:00,4000.0,0.0,18.28033548366565,18.0,15.0,,4000.0,4.0
2022-02-09 01:30:00,4000.0,0.0,18.35512201457136,18.0,15.0,,4000.0,4.0
2022-02-09 02:00:00,4000.0,0.0,18.429817212352635,18.0,15.0,,4000.0,4.0
2022-02-09 02:30:00,4000.0,0.0,18.502800457242007,18.0,15.0,,4000.0,4.0
2022-02-09 03:00:00,4000.0,0.0,18.572280871154028,18.0,15.0,,4000.0,4.0
2022-02-09 03:30:00,4000.0,0.0,18.63655548942386,18.0,15.0,,4000.0,4.0
2022-02-09 04:00:00,4000.0,0.0,18.693717296103667,18.0,15.0,,4000.0,4.0
2022-02-09 04:30:00,4000.0,0.0,18.746605209837803,18.0,15.0,,4000.0,4.0
2022-02-09 05:00:00,4000.0,0.0,18.798423637249133,18.0,15.0,,4000.0,4.0
2022-02-09 05:30:00,4000.0,22909.056952621315,18.847465109196406,18.0,15.0,,26909.056952621315,26.909056952621317
2022-02-09 06:00:00,4000.0,0.0,20.0,21.0,20.0,22.0,4000.0,4.0
2022-02-09 06:30:00,4000.0,0.0,20.02989888599252,21.0,20.0,22.0,4000.0,4.0
2022-02-09 07:00:00,4000.0,0.0,20.05907119585151,21.0,20.0,22.0,4000.0,4.0
2022-02-09 07:30:00,4000.0,0.0,20.085972210780234,21.0,20.0,22.0,4000.0,4.0
2022-02-09 08:00:00,4000.0,0.0,20.108854210198857,21.0,20.0,22.0,4000.0,4.0
2022-02-09 08:30:00,4000.0,0.0,20.1292877580201,21.0,20.0,22.0,4000.0,4.0
2022-02-09 09:00:00,4000.0,0.0,20.151051948837765,18.0,15.0,,4000.0,4.0
2022-02-09 09:30:00,4000.0,0.0,20.175244014750604,18.0,15.0,,4000.0,4.0
2022-02-09 10:00:00,4000.0,0.0,20.210526195738886,18.0,15.0,,4000.0,4.0
2022-02-09 10:30:00,4000.0,0.0,20.24765223063017,18.0,15.0,,4000.0,4.0
2022-02-09 11:00:00,4000.0,0.0,20.286335093478975,18.0,15.0,,4000.0,4.0
2022-02-09 11:30:00,4000.0,0.0,20.325786993850464,18.0,15.0,,4000.0,4.0
2022-02-09 12:00:00,4000.0,0.0,20.372487436313847,18.0,15.0,,4000.0,4.0
2022-02-09 12:30:00,4000.0,0.0,20.419312263776952,18.0,15.0,,4000.0,4.0
2022-02-09 13:00:00,4000.0,0.0,20.46135894042304,18.0,15.0,,4000.0,4.0
2022-02-09 13:30:00,4000.0,0.0,20.49939971749554,18.0,15.0,,4000.0,4.0
2022-02-09 14:00:00,4000.0,0.0,20.533481083501165,18.0,15.0,,4000.0,4.0
2022-02-09 14:30:00,4000.0,0.0,20.567339850688146,18.0,15.0,,4000.0,4.0
2022-02-09 15:00:00,4000.0,0.0,20.600445503550773,18.0,15.0,,4000.0,4.0
2022-02-09 15:30:00,4000.0,0.0,20.634599920261316,18.0,15.0,,4000.0,4.0
2022-02-09 16:00:00,0.0,0.0,20.66488583888268,18.0,15.0,,0.0,0.0
2022-02-09 16:30:00,0.0,0.0,20.49870564314932,18.0,15.0,,0.0,0.0
2022-02-09 17:00:00,0.0,0.0,20.324092142305044,21.0,20.0,22.0,0.0,0.0
2022-02-09 17:30:00,0.0,632.4657476269584,20.14760011771496,21.0,20.0,22.0,632.4657476269584,0.6324657476269584
2022-02-09 18:00:00,0.0,3688.058725739209,20.0,21.0,20.0,22.0,3688.058725739209,3.688058725739209
2022-02-09 18:30:00,0.0,3716.7094052943935,20.0,21.0,20.0,22.0,3716.7094052943935,3.7167094052943934
2022-02-09 19:00:00,0.0,3768.996895482572,20.0,21.0,20.0,22.0,3768.996895482572,3.768996895482572
2022-02-09 19:30:00,3847.499757463745,0.0,20.0,21.0,20.0,22.0,3847.499757463745,3.847499757463745
2022-02-09 20:00:00,3860.249309865789,0.0,20.0,21.0,20.0,22.0,3860.249309865789,3.860249309865789
2022-02-09 20:30:00,3797.934081833304,0.0,20.0,21.0,20.0,22.0,3797.934081833304,3.797934081833304
2022-02-09 21:00:00,3812.1161682130855,0.0,20.0,21.0,20.0,22.0,3812.1161682130855,3.8121161682130857
2022-02-09 21:30:00,2887.523294337858,0.0,20.0,21.0,20.0,22.0,2887.523294337858,2.887523294337858
2022-02-09 22:00:00,4000.0,0.0,19.950332532972567,18.0,15.0,,4000.0,4.0
2022-02-09 22:30:00,4000.0,0.0,19.95419969867297,18.0,15.0,,4000.0,4.0
2022-02-09 23:00:00,4000.0,0.0,19.961976642570253,18.0,15.0,,4000.0,4.0
2022-02-09 23:30:00,4000.0,0.0,19.96840459744175,18.0,15.0,,4000.0,4.0
2022-02-10 00:00:00,4000.0,0.0,19.96755183205509,18.0,15.0,,4000.0,4.0
2022-02-10 00:30:00,4000.0,0.0,19.964372594125777,18.0,15.0,,4000.0,4.0
2022-02-10 01:00:00,4000.0,0.0,19.96451805010808,18.0,15.0,,4000.0,4.0
2022-02-10 01:30:00,4000.0,0.0,19.967704168716367,18.0,15.0,,4000.0,4.0
2022-02-10 02:00:00,4000.0,0.0,19.973663730642983,18.0,15.0,,4000.0,4.0
2022-02-10 02:30:00,4000.0,0.0,19.978369422246352,18.0,15.0,,4000.0,4.0
2022-02-10 03:00:00,4000.0,0.0,19.977260620535468,18.0,15.0,,4000.0,4.0
2022-02-10 03:30:00,4000.0,0.0,19.97470116031288,18.0,15.0,,4000.0,4.0
2022-02-10 04:00:00,4000.0,0.0,19.975660915312204,18.0,15.0,,4000.0,4.0
