time,Q_hp,Q_bo,Tin,T_set,T_low,T_high,total_heat_W,total_heat_kW
2022-02-09 00:00:00,4000.0,0.0,18.13,18.0,15.0,,4000.0,4.0
2022-02-09 00:30:00,4000.0,0.0,18.14942936636796,18.0,15.0,,4000.0,4.0
2022-02-09 01:00:00,4000.0,0.0,18.168895398574143,18.0,15.0,,4000.0,4.0
2022-02-09 01:30:00,4000.0,0.0,18.188409368340842,18.0,15.0,,4000.0,4.0
2022-02-09 02:00:00,4000.0,18860.74142212809,18.207989136881388,18.0,15.0,,22860.74142212809,22.86074142212809
2022-02-09 02:30:00,4000.0,24000.0,18.39490272708956,18.0,15.0,,28000.0,28.0
2022-02-09 03:00:00,4000.0,24000.0,18.62681619697091,18.0,15.0,,28000.0,28.0
2022-02-09 03:30:00,4000.0,24000.0,18.857790872419,18.0,15.0,,28000.0,28.0
2022-02-09 04:00:00,4000.0,24000.0,19.08756103352297,18.0,15.0,,28000.0,28.0
2022-02-09 04:30:00,4000.0,24000.0,19.316504895615935,18.0,15.0,,28000.0,28.0
2022-02-09 05:00:00,4000.0,24000.0,19.54505392588512,18.0,15.0,,28000.0,28.0
2022-02-09 05:30:00,4000.0,24000.0,19.77297466169446,18.0,15.0,,28000.0,28.0
2022-02-09 06:00:00,4000.0,0.0,20.0,21.0,20.0,22.0,4000.0,4.0
2022-02-09 06:30:00,4000.0,0.0,20.013243838366193,21.0,20.0,22.0,4000.0,4.0
2022-02-09 07:00:00,4000.0,0.0,20.026412312601234,21.0,20.0,22.0,4000.0,4.0
2022-02-09 07:30:00,0.0,0.0,20.03929415511977,21.0,20.0,22.0,0.0,0.0
2022-02-09 08:00:00,819.7853526088139,0.0,20.016141233999655,21.0,20.0,22.0,819.7853526088139,0.8197853526088139
2022-02-09 08:30:00,0.0,0.0,20.0,21.0,20.0,22.0,0.0,0.0
2022-02-09 09:00:00,0.0,0.0,19.987123765053603,18.0,15.0,,0.0,0.0
2022-02-09 09:30:00,0.0,0.0,19.97462716804655,18.0,15.0,,0.0,0.0
2022-02-09 10:00:00,0.0,0.0,19.989382606185785,18.0,15.0,,0.0,0.0
2022-02-09 10:30:00,0.0,0.0,20.00441817829434,18.0,15.0,,0.0,0.0
2022-02-09 11:00:00,0.0,0.0,20.041958870403082,18.0,15.0,,0.0,0.0
2022-02-09 11:30:00,0.0,0.0,20.079605899770243,18.0,15.0,,0.0,0.0
2022-02-09 12:00:00,0.0,0.0,20.130566135221173,18.0,15.0,,0.0,0.0
2022-02-09 12:30:00,0.0,0.0,20.181537278760455,18.0,15.0,,0.0,0.0
2022-02-09 13:00:00,0.0,0.0,20.23433416280818,18.0,15.0,,0.0,0.0
2022-02-09 13:30:00,0.0,0.0,20.28657034329711,18.0,15.0,,0.0,0.0
