run,peak_electricity_kw,demand_target,source_columns,source_file,cumulative_avg_peak_kw
137,7.223057142857143,Dwelling 55,elec_kw_dwelling_55,E:\GitHubProjects\LV network\Output Data\Convergence Plot\mc_run_137.csv,7.5293719149779905
138,7.932857142857143,Dwelling 55,elec_kw_dwelling_55,E:\GitHubProjects\LV network\Output Data\Convergence Plot\mc_run_138.csv,7.532295720977116
139,7.263690476190476,Dwelling 55,elec_kw_dwelling_55,E:\GitHubProjects\LV network\Output Data\Convergence Plot\mc_run_139.csv,7.530363309144119
140,7.263690476190476,Dwelling 55,elec_kw_dwelling_55,E:\GitHubProjects\LV network\Output Data\Convergence Plot\mc_run_140.csv,7.528458503194448
141,7.59012380952381,Dwelling 55,elec_kw_dwelling_55,E:\GitHubProjects\LV network\Output Data\Convergence Plot\mc_run_141.csv,7.52889584579253
142,8.924457142857143,Dwelling 55,elec_kw_dwelling_55,E:\GitHubProjects\LV network\Output Data\Convergence Plot\mc_run_142.csv,7.538723742250731
143,7.273857142857143,Dwelling 55,elec_kw_dwelling_55,E:\GitHubProjects\LV network\Output Data\Convergence Plot\mc_run_143.csv,7.536871528268958
144,7.59012380952381,Dwelling 55,elec_kw_dwelling_55,E:\GitHubProjects\LV network\Output Data\Convergence Plot\mc_run_144.csv,7.537241335777671
145,7.27612380952381,Dwelling 55,elec_kw_dwelling_55,E:\GitHubProjects\LV network\Output Data\Convergence Plot\mc_run_145.csv,7.535440525251783
146,7.349757142857143,Dwelling 55,elec_kw_dwelling_55,E:\GitHubProjects\LV network\Output Data\Convergence Plot\mc_run_146.csv,7.5341687212627795
147,8.463357142857143,Dwelling 55,elec_kw_dwelling_55,E:\GitHubProjects\LV network\Output Data\Convergence Plot\mc_run_147.csv,7.540489730933489
148,7.114290476190476,Dwelling 55,elec_kw_dwelling_55,E:\GitHubProjects\LV network\Output Data\Convergence Plot\mc_run_148.csv,7.537610006239279
149,6.814957142857143,Dwelling 55,elec_kw_dwelling_55,E:\GitHubProjects\LV network\Output Data\Convergence Plot\mc_run_149.csv,7.53275998702195
150,7.506757142857143,Dwelling 55,elec_kw_dwelling_55,E:\GitHubProjects\LV network\Output Data\Convergence Plot\mc_run_150.csv,7.532586634727518
151,9.172190476190476,Dwelling 55,elec_kw_dwelling_55,E:\GitHubProjects\LV network\Output Data\Convergence Plot\mc_run_151.csv,7.543444938313366
152,7.4259571428571425,Dwelling 55,elec_kw_dwelling_55,E:\GitHubProjects\LV network\Output Data\Convergence Plot\mc_run_152.csv,7.542671992290626
153,7.434890476190477,Dwelling 55,elec_kw_dwelling_55,E:\GitHubProjects\LV network\Output Data\Convergence Plot\mc_run_153.csv,7.541967537937031
154,7.699390476190477,Dwelling 55,elec_kw_dwelling_55,E:\GitHubProjects\LV network\Output Data\Convergence Plot\mc_run_154.csv,7.542989764808806
155,6.46942380952381,Dwelling 55,elec_kw_dwelling_55,E:\GitHubProjects\LV network\Output Data\Convergence Plot\mc_run_155.csv,7.5360635328392265
156,7.651090476190475,Dwelling 55,elec_kw_dwelling_55,E:\GitHubProjects\LV network\Output Data\Convergence Plot\mc_run_156.csv,7.536800885040195
157,6.36082380952381,Dwelling 55,elec_kw_dwelling_55,E:\GitHubProjects\LV network\Output Data\Convergence Plot\mc_run_157.csv,7.529310585196143
158,6.608657142857143,Dwelling 55,elec_kw_dwelling_55,E:\GitHubProjects\LV network\Output Data\Convergence Plot\mc_run_158.csv,7.523483664675009
159,7.545457142857143,Dwelling 55,elec_kw_dwelling_55,E:\GitHubProjects\LV network\Output Data\Convergence Plot\mc_run_159.csv,7.523621862650998
160,7.65912380952381,Dwelling 55,elec_kw_dwelling_55,E:\GitHubProjects\LV network\Output Data\Convergence Plot\mc_run_160.csv,7.524468749818952
161,8.166557142857142,Dwelling 55,elec_kw_dwelling_55,E:\GitHubProjects\LV network\Output Data\Convergence Plot\mc_run_161.csv,7.528456876483786
162,7.854390476190476,Dwelling 55,elec_kw_dwelling_55,E:\GitHubProjects\LV network\Output Data\Convergence Plot\mc_run_162.csv,7.530468812284445
163,7.65912380952381,Dwelling 55,elec_kw_dwelling_55,E:\GitHubProjects\LV network\Output Data\Convergence Plot\mc_run_163.csv,7.531258106746035
164,7.012090476190476,Dwelling 55,elec_kw_dwelling_55,E:\GitHubProjects\LV network\Output Data\Convergence Plot\mc_run_164.csv,7.528092450462161
165,6.439657142857143,Dwelling 55,elec_kw_dwelling_55,E:\GitHubProjects\LV network\Output Data\Convergence Plot\mc_run_165.csv,7.521495872840311
166,6.541757142857143,Dwelling 55,elec_kw_dwelling_55,E:\GitHubProjects\LV network\Output Data\Convergence Plot\mc_run_166.csv,7.5155938322982445
167,9.087623809523809,Dwelling 55,elec_kw_dwelling_55,E:\GitHubProjects\LV network\Output Data\Convergence Plot\mc_run_167.csv,7.5250071854552845
168,6.782523809523809,Dwelling 55,elec_kw_dwelling_55,E:\GitHubProjects\LV network\Output Data\Convergence Plot\mc_run_168.csv,7.5205876415509305
169,8.53712380952381,Dwelling 55,elec_kw_dwelling_55,E:\GitHubProjects\LV network\Output Data\Convergence Plot\mc_run_169.csv,7.5266026484620125
170,8.744523809523809,Dwelling 55,elec_kw_dwelling_55,E:\GitHubProjects\LV network\Output Data\Convergence Plot\mc_run_170.csv,7.533766890585905
171,7.699390476190477,Dwelling 55,elec_kw_dwelling_55,E:\GitHubProjects\LV network\Output Data\Convergence Plot\mc_run_171.csv,7.534735449566049
172,6.576957142857143,Dwelling 55,elec_kw_dwelling_55,E:\GitHubProjects\LV network\Output Data\Convergence Plot\mc_run_172.csv,7.529166971038671
173,7.57992380952381,Dwelling 55,elec_kw_dwelling_55,E:\GitHubProjects\LV network\Output Data\Convergence Plot\mc_run_173.csv,7.529460363168643
174,7.256590476190476,Dwelling 55,elec_kw_dwelling_55,E:\GitHubProjects\LV network\Output Data\Convergence Plot\mc_run_174.csv,7.527892145427389
175,8.71852380952381,Dwelling 55,elec_kw_dwelling_55,E:\GitHubProjects\LV network\Output Data\Convergence Plot\mc_run_175.csv,7.534695754936512
176,7.83862380952381,Dwelling 55,elec_kw_dwelling_55,E:\GitHubProjects\LV network\Output Data\Convergence Plot\mc_run_176.csv,7.536422618883031
