run_count,bootstrap_p2_5_peak_kw,bootstrap_mean_peak_kw,bootstrap_p97_5_peak_kw,bootstrap_samples,bootstrap_seed
1,7.1422101800977424,7.142210180097758,7.1422101800977424,5000,42
2,6.644263731553234,7.148339453964189,7.652415176375194,5000,42
3,6.420978558579695,7.14205210010539,7.887324482337853,5000,42
4,6.299802528469268,7.152999013622345,8.063537854147688,5000,42
5,6.2017191585126685,7.155855364188328,8.191650307282352,5000,42
6,6.1289372362025425,7.155866466361503,8.287339404290057,5000,42
7,6.0702683107651385,7.156310545133019,8.36252451989352,5000,42
8,6.010421840947153,7.157235046266145,8.428446181520968,5000,42
9,5.961108438857143,7.157541058580955,8.481689509470845,5000,42
10,5.917986237285714,7.156704213771949,8.528663388893268,5000,42
11,5.876192323095238,7.155948623131188,8.563977233292926,5000,42
12,5.841615070690476,7.155729944007718,8.5990442077565,5000,42
13,5.807377776380953,7.154204584256046,8.624563577488226,5000,42
14,5.7813482129523805,7.155094046717401,8.650061333118046,5000,42
15,5.757378640333333,7.156839304826553,8.674730159846684,5000,42
16,5.73648646,7.156848465390585,8.696317488665445,5000,42
17,5.7177009580952385,7.156962309053351,8.71381699746421,5000,42
18,5.702934478285714,7.156569613810044,8.727857845942632,5000,42
19,5.684462572238095,7.156733830167202,8.742589022375123,5000,42
20,5.676566513261905,7.156625678710491,8.755269204329354,5000,42
21,5.664597808095238,7.15794284051711,8.769593993060385,5000,42
22,5.662108457095239,7.157910357167077,8.78095374714706,5000,42
23,5.654740397952381,7.157673978065367,8.788601076490272,5000,42
24,5.647473854999999,7.157861421009156,8.79936837229619,5000,42
25,5.650195190857143,7.158730407298228,8.806992701051888,5000,42
26,5.646598128571428,7.158683241290164,8.813101393686912,5000,42
27,5.646161921619048,7.1589960052436945,8.820040338716808,5000,42
28,5.6467467307619055,7.159248828470012,8.827590911979522,5000,42
29,5.648180664761906,7.15920657886541,8.833403500037491,5000,42
30,5.649219731857143,7.158906623249166,8.837935027160956,5000,42
31,5.646412636904762,7.158988311175303,8.842856268036899,5000,42
32,5.649264144119047,7.158337768405777,8.845251345246174,5000,42
33,5.6461209375238095,7.158044433584985,8.847671789185295,5000,42
34,5.650553883261904,7.158379089894056,8.851048422128187,5000,42
35,5.650759656380952,7.1585223430291265,8.855213034567898,5000,42
36,5.6579025709523805,7.1591574777366604,8.858791778709337,5000,42
37,5.669871149904763,7.159058246108791,8.860822115113393,5000,42
38,5.672644843452381,7.158847822197935,8.863475472460928,5000,42
39,5.678837902666666,7.158433529707119,8.864681114226428,5000,42
40,5.683994958285714,7.158150500189306,8.865705252620051,5000,42
41,5.688755532380952,7.157957810475504,8.867051421013675,5000,42
42,5.670705288571429,7.158442632971148,8.871088250269038,5000,42
43,5.667200055428571,7.158700397578327,8.874155025708749,5000,42
44,5.65816511852381,7.158879315547058,8.877564479389617,5000,42
45,5.647327218476191,7.158423292757472,8.880244891807873,5000,42
46,5.635352741190476,7.158038975699044,8.883465257006426,5000,42
47,5.627242777809524,7.158151816610216,8.886354343694249,5000,42
48,5.617796810904762,7.158376585938043,8.88926772838932,5000,42
49,5.6082342801904765,7.158199246347339,8.891126840417728,5000,42
50,5.597561176238096,7.158344402126715,8.893477738736857,5000,42
51,5.58565258047619,7.158012728926062,8.89562496193541,5000,42
52,5.577393142380952,7.157962138073686,8.897978161013379,5000,42
53,5.570994044000001,7.158103433280182,8.899509706360915,5000,42
54,5.569115352642858,7.157941835380634,8.901730131591348,5000,42
55,5.5631279389047625,7.157596714658111,8.903580115878597,5000,42
56,5.558947457857142,7.157198431297253,8.904997103832509,5000,42
57,5.558585096380953,7.157051216041379,8.90649865048845,5000,42
58,5.557574413904763,7.157063131174184,8.908545997382072,5000,42
59,5.553333493047619,7.15724123232808,8.910747342942363,5000,42
60,5.549740354,7.15676337312867,8.911087038502654,5000,42
61,5.545341842857143,7.157004471591352,8.911980832857143,5000,42
62,5.54150003145238,7.156756331839011,8.913252572857143,5000,42
63,5.536816004238096,7.156935023709619,8.913901202857142,5000,42
64,5.534935797166667,7.156560161717357,8.914454653357144,5000,42
65,5.536250741333333,7.156427687972902,8.91538540952381,5000,42
66,5.538432487142857,7.156549548947159,8.915717473690476,5000,42
67,5.539965833047619,7.156356279801921,8.91633442952381,5000,42
68,5.540185600999999,7.15605598300922,8.91671298052381,5000,42
69,5.540780026476192,7.156193134037667,8.917017334857144,5000,42
70,5.54174597547619,7.156255380821045,8.917786016357143,5000,42
71,5.54931260952381,7.156527433660386,8.918113062857143,5000,42
72,5.552042826833333,7.156371624800756,8.918310367190477,5000,42
73,5.549015127809524,7.1560900582510865,8.918603148190476,5000,42
74,5.552389211833334,7.155986012271297,8.918456877857142,5000,42
75,5.558731645952381,7.1565666914721575,8.918580201190476,5000,42
76,5.5525392007142855,7.156452715926603,8.918811242857144,5000,42
77,5.553907182952381,7.156499771823403,8.91798204552381,5000,42
78,5.557241992904762,7.156476534698429,8.91747857902381,5000,42
79,5.56565002147619,7.156465664925966,8.917242219857142,5000,42
80,5.570151874071429,7.156648410823735,8.917412197690474,5000,42
81,5.575065951428571,7.156656833429299,8.91645706952381,5000,42
