run,peak_electricity_kw,demand_target,source_columns,source_file,cumulative_avg_peak_kw
129,800.9872209544445,Aggregated,all_elec_kw_columns,E:\GitHubProjects\LV network\Output Data\Convergence Plot\mc_run_129.csv,791.0476113812678
130,765.6053597067083,Aggregated,all_elec_kw_columns,E:\GitHubProjects\LV network\Output Data\Convergence Plot\mc_run_130.csv,790.8519017530018
131,783.1069459532843,Aggregated,all_elec_kw_columns,E:\GitHubProjects\LV network\Output Data\Convergence Plot\mc_run_131.csv,790.792779953004
132,818.0216283805989,Aggregated,all_elec_kw_columns,E:\GitHubProjects\LV network\Output Data\Convergence Plot\mc_run_132.csv,790.9990591077585
133,806.5828617231602,Aggregated,all_elec_kw_columns,E:\GitHubProjects\LV network\Output Data\Convergence Plot\mc_run_133.csv,791.1162305559947
134,804.665231387651,Aggregated,all_elec_kw_columns,E:\GitHubProjects\LV network\Output Data\Convergence Plot\mc_run_134.csv,791.2173425024995
135,779.3120230828089,Aggregated,all_elec_kw_columns,E:\GitHubProjects\LV network\Output Data\Convergence Plot\mc_run_135.csv,791.1291549512425
136,802.6997115243304,Aggregated,all_elec_kw_columns,E:\GitHubProjects\LV network\Output Data\Convergence Plot\mc_run_136.csv,791.2142325731035
137,784.9510414788683,Aggregated,all_elec_kw_columns,E:\GitHubProjects\LV network\Output Data\Convergence Plot\mc_run_137.csv,791.168515849788
138,798.640768968131,Aggregated,all_elec_kw_columns,E:\GitHubProjects\LV network\Output Data\Convergence Plot\mc_run_138.csv,791.222662611515
139,751.7056646005824,Aggregated,all_elec_kw_columns,E:\GitHubProjects\LV network\Output Data\Convergence Plot\mc_run_139.csv,790.9383676617961
140,798.9758971760483,Aggregated,all_elec_kw_columns,E:\GitHubProjects\LV network\Output Data\Convergence Plot\mc_run_140.csv,790.9957785868979
141,779.2894711148555,Aggregated,all_elec_kw_columns,E:\GitHubProjects\LV network\Output Data\Convergence Plot\mc_run_141.csv,790.9127551296494
142,785.285772134198,Aggregated,all_elec_kw_columns,E:\GitHubProjects\LV network\Output Data\Convergence Plot\mc_run_142.csv,790.8731284888363
143,789.6517857142861,Aggregated,all_elec_kw_columns,E:\GitHubProjects\LV network\Output Data\Convergence Plot\mc_run_143.csv,790.864587630273
144,794.1457346245148,Aggregated,all_elec_kw_columns,E:\GitHubProjects\LV network\Output Data\Convergence Plot\mc_run_144.csv,790.8873733732886
145,792.8016047619046,Aggregated,all_elec_kw_columns,E:\GitHubProjects\LV network\Output Data\Convergence Plot\mc_run_145.csv,790.9005749690722
146,799.5595882471115,Aggregated,all_elec_kw_columns,E:\GitHubProjects\LV network\Output Data\Convergence Plot\mc_run_146.csv,790.9598832791958
147,798.5278795794795,Aggregated,all_elec_kw_columns,E:\GitHubProjects\LV network\Output Data\Convergence Plot\mc_run_147.csv,791.0113662472249
148,790.6951675468366,Aggregated,all_elec_kw_columns,E:\GitHubProjects\LV network\Output Data\Convergence Plot\mc_run_148.csv,791.0092297695195
149,803.9464087082388,Aggregated,all_elec_kw_columns,E:\GitHubProjects\LV network\Output Data\Convergence Plot\mc_run_149.csv,791.0960564738062
150,770.0392170602775,Aggregated,all_elec_kw_columns,E:\GitHubProjects\LV network\Output Data\Convergence Plot\mc_run_150.csv,790.9556775443828
151,779.4821809523809,Aggregated,all_elec_kw_columns,E:\GitHubProjects\LV network\Output Data\Convergence Plot\mc_run_151.csv,790.8796941232437
152,843.804888865202,Aggregated,all_elec_kw_columns,E:\GitHubProjects\LV network\Output Data\Convergence Plot\mc_run_152.csv,791.2278861939144
153,791.3323894287009,Aggregated,all_elec_kw_columns,E:\GitHubProjects\LV network\Output Data\Convergence Plot\mc_run_153.csv,791.2285692215928
154,792.0357142857146,Aggregated,all_elec_kw_columns,E:\GitHubProjects\LV network\Output Data\Convergence Plot\mc_run_154.csv,791.2338104233078
155,776.9230994191369,Aggregated,all_elec_kw_columns,E:\GitHubProjects\LV network\Output Data\Convergence Plot\mc_run_155.csv,791.141483255539
