run_count,empirical_p2_5_peak_kw,empirical_p50_peak_kw,empirical_p97_5_peak_kw
176,6.305707142857143,7.013907142857143,8.96292380952381
177,6.306537142857143,7.002890476190476,8.96292380952381
178,6.307367142857142,7.013907142857143,8.96292380952381
179,6.308197142857143,7.002890476190476,8.96292380952381
180,6.3090271428571425,7.013907142857143,8.96292380952381
181,6.309857142857142,7.024923809523809,8.96292380952381
182,6.310687142857143,7.013907142857143,8.96292380952381
183,6.311517142857142,7.024923809523809,8.96292380952381
184,6.312347142857143,7.025857142857142,8.96292380952381
185,6.313177142857143,7.026790476190476,8.96292380952381
186,6.314007142857142,7.028490476190476,8.96292380952381
187,6.314837142857143,7.0301904761904765,8.96292380952381
188,6.3156671428571425,7.035990476190476,8.96292380952381
189,6.316497142857143,7.041790476190476,8.96292380952381
190,6.317327142857143,7.035990476190476,8.96292380952381
191,6.318157142857142,7.041790476190476,8.96292380952381
192,6.318987142857143,7.035990476190476,8.96292380952381
193,6.319817142857143,7.0301904761904765,8.96292380952381
194,6.320647142857142,7.035990476190476,8.96292380952381
195,6.321477142857143,7.0301904761904765,8.96292380952381
196,6.3223071428571425,7.035990476190476,8.96292380952381
197,6.323137142857143,7.041790476190476,8.96292380952381
198,6.323967142857143,7.035990476190476,8.96292380952381
199,6.324797142857142,7.0301904761904765,8.96292380952381
200,6.325627142857143,7.035990476190476,8.96292380952381
