run_count,empirical_p2_5_peak_kw,empirical_p50_peak_kw,empirical_p97_5_peak_kw
1,8.184190476190476,8.184190476190476,8.184190476190476
2,6.826795476190476,7.488090476190476,8.149385476190476
3,6.8446171428571425,7.8445238095238095,8.167207142857142
4,6.8451579761904755,7.672707142857142,8.158715476190476
5,6.862880476190476,7.506757142857143,8.15022380952381
6,6.629007142857143,7.5038238095238095,8.141732142857142
7,6.42297380952381,7.5008904761904756,8.133240476190476
8,6.4283488095238095,7.344507142857143,8.12474880952381
9,6.433723809523809,7.18812380952381,8.116257142857142
10,6.425958809523809,6.990057142857143,8.107765476190476
11,6.4298738095238095,7.18812380952381,8.213140476190475
12,6.432257976190476,6.990057142857143,8.212175476190476
13,6.436033809523809,7.18812380952381,8.211210476190475
14,6.439809642857143,7.28347380952381,8.210245476190476
15,6.443585476190476,7.189057142857143,8.209280476190475
16,6.447361309523809,7.283940476190477,8.222790476190475
17,6.4242438095238095,7.189057142857143,8.222790476190475
18,6.426338809523809,7.188590476190477,8.222790476190475
19,6.428433809523809,7.18812380952381,8.222790476190475
20,6.43052880952381,6.990057142857143,8.222790476190475
21,6.432623809523809,7.18812380952381,8.343073809523808
22,6.434718809523809,7.188590476190477,8.653277976190475
23,6.43681380952381,7.189057142857143,9.449810476190475
24,6.438908809523809,7.269407142857143,9.417220476190476
25,6.441003809523809,7.189057142857143,9.384630476190473
26,6.443098809523809,7.269407142857143,9.352040476190476
27,6.4451938095238095,7.349757142857143,9.319450476190472
28,6.447288809523809,7.35977380952381,9.286860476190475
29,6.449383809523809,7.3697904761904764,9.254270476190475
30,6.45147880952381,7.35977380952381,9.221680476190473
31,6.453573809523809,7.3697904761904764,9.189090476190476
32,6.455668809523809,7.35977380952381,9.156500476190473
33,6.45776380952381,7.3697904761904764,9.123910476190474
34,6.459858809523809,7.374307142857143,9.140930476190473
35,6.461953809523809,7.3697904761904764,9.109843809523808
36,6.46404880952381,7.374307142857143,9.79322380952381
37,6.4661438095238095,7.3697904761904764,9.782550476190478
38,6.3887238095238095,7.35977380952381,9.771877142857141
39,6.389390476190476,7.3697904761904764,9.76120380952381
40,6.390057142857143,7.35977380952381,9.750530476190477
41,6.390723809523809,7.349757142857143,9.739857142857144
42,6.392440476190476,7.3342238095238095,9.719443809523812
43,6.393655476190476,7.318690476190476,9.699030476190474
44,6.392738809523809,7.253873809523809,9.678617142857142
45,6.393410476190476,7.318690476190476,9.658203809523808
46,6.394082142857142,7.253873809523809,9.637790476190476
47,6.371740476190476,7.189057142857143,9.617377142857144
