run_count,empirical_p2_5_peak_kw,empirical_p50_peak_kw,empirical_p97_5_peak_kw
48,6.37229880952381,7.253873809523809,10.092077142857141
49,6.372857142857143,7.189057142857143,10.081403809523808
50,6.373415476190476,7.188590476190477,10.070730476190477
51,6.373973809523809,7.189057142857143,10.060057142857143
52,6.365248809523809,7.188590476190477,10.04938380952381
53,6.3653571428571425,7.189057142857143,10.038710476190474
54,6.365465476190476,7.188590476190477,10.028037142857142
55,6.365573809523809,7.18812380952381,10.01736380952381
56,6.365682142857143,7.188590476190477,10.006690476190476
57,6.365790476190476,7.189057142857143,9.996017142857143
58,6.365898809523809,7.253873809523809,9.985343809523808
59,6.366007142857143,7.318690476190476,9.974670476190475
60,6.366115476190476,7.3342238095238095,9.963997142857142
61,6.3662238095238095,7.349757142857143,9.953323809523809
62,6.366332142857143,7.350990476190477,9.942650476190478
63,6.366440476190476,7.352223809523809,9.931977142857141
64,6.36654880952381,7.350990476190477,9.921303809523808
65,6.366657142857143,7.349757142857143,9.910630476190477
66,6.366765476190476,7.3342238095238095,9.899957142857144
67,6.36687380952381,7.349757142857143,9.889283809523807
68,6.366982142857143,7.3342238095238095,9.878610476190477
69,6.3670904761904765,7.349757142857143,9.867937142857143
70,6.36719880952381,7.350990476190477,9.857263809523806
71,6.367307142857143,7.349757142857143,9.846590476190476
72,6.367415476190476,7.350990476190477,9.835917142857141
73,6.367523809523809,7.352223809523809,9.825243809523812
74,6.3676321428571425,7.361007142857143,10.166790476190476
75,6.367740476190476,7.352223809523809,10.166790476190476
76,6.367848809523809,7.361007142857143,10.166790476190476
77,6.367957142857143,7.352223809523809,10.166790476190476
78,6.368065476190476,7.361007142857143,10.166790476190476
79,6.368173809523809,7.352223809523809,10.166790476190476
80,6.368282142857143,7.361007142857143,10.166790476190476
81,6.368390476190476,7.3697904761904764,10.166790476190476
82,6.368948809523809,7.374307142857143,10.156117142857141
83,6.369507142857143,7.3788238095238095,10.14544380952381
84,6.370065476190476,7.374307142857143,10.134770476190475
85,6.37062380952381,7.3697904761904764,10.124097142857138
86,6.371182142857143,7.361007142857143,10.113423809523809
87,6.371740476190476,7.3697904761904764,10.102750476190474
88,6.37229880952381,7.361007142857143,10.092077142857145
89,6.372857142857143,7.3697904761904764,10.081403809523808
90,6.373415476190476,7.374307142857143,10.070730476190473
91,6.373973809523809,7.3788238095238095,10.060057142857143
92,6.374532142857142,7.3788238095238095,10.049383809523807
93,6.3750904761904765,7.3788238095238095,10.038710476190477
94,6.37564880952381,7.374307142857143,10.028037142857142
95,6.376207142857143,7.3697904761904764,10.017363809523806
96,6.376765476190476,7.374307142857143,10.006690476190476
97,6.377323809523809,7.3788238095238095,9.996017142857141
98,6.377882142857143,7.3788238095238095,9.985343809523812
99,6.378440476190476,7.3788238095238095,9.974670476190475
100,6.378998809523809,7.3788238095238095,9.96399714285714
101,6.379557142857143,7.3788238095238095,9.953323809523809
102,6.380115476190476,7.3788238095238095,9.942650476190474
103,6.38067380952381,7.3788238095238095,9.931977142857145
104,6.381232142857143,7.3788238095238095,9.921303809523808
105,6.381790476190476,7.3788238095238095,9.910630476190473
106,6.382348809523809,7.384390476190476,9.899957142857144
107,6.3829071428571424,7.389957142857143,9.889283809523807
108,6.383465476190476,7.384390476190476,9.878610476190477
109,6.38402380952381,7.3788238095238095,9.867937142857143
110,6.384582142857143,7.384390476190476,9.857263809523806
111,6.385140476190476,7.389957142857143,9.846590476190476
112,6.385698809523809,7.397457142857142,9.835917142857141
113,6.386257142857143,7.389957142857143,9.825243809523812
114,6.386815476190476,7.397457142857142,9.814570476190475
115,6.387373809523809,7.389957142857143,9.80389714285714
116,6.387932142857142,7.397457142857142,9.79322380952381
117,6.388490476190476,7.389957142857143,9.782550476190474
118,6.38904880952381,7.397457142857142,9.771877142857145
119,6.389607142857143,7.404957142857143,9.76120380952381
120,6.390165476190476,7.418473809523809,9.750530476190473
121,6.390723809523809,7.404957142857143,9.739857142857144
122,6.390730476190476,7.418473809523809,9.738192142857143
123,6.390737142857143,7.431990476190476,9.736527142857144
124,6.390743809523809,7.418473809523809,9.734862142857143
125,6.390750476190476,7.404957142857143,9.733197142857144
126,6.390757142857143,7.404623809523809,9.731532142857144
127,6.3907638095238095,7.404290476190476,9.729867142857143
128,6.390770476190476,7.397123809523809,9.728202142857144
129,6.390777142857143,7.389957142857143,9.726537142857143
130,6.39078380952381,7.384390476190476,9.724872142857143
131,6.390790476190476,7.3788238095238095,9.723207142857143
132,6.390797142857142,7.3788238095238095,9.721542142857144
133,6.390803809523809,7.3788238095238095,9.719877142857143
134,6.390810476190476,7.374307142857143,9.718212142857142
135,6.390817142857142,7.3788238095238095,9.716547142857145
136,6.390823809523809,7.3788238095238095,9.714882142857144
137,6.390830476190476,7.3788238095238095,9.713217142857143
138,6.390837142857142,7.3788238095238095,9.711552142857142
139,6.390843809523809,7.3788238095238095,9.709887142857143
140,6.390850476190476,7.374307142857143,9.708222142857144
141,6.390857142857143,7.3788238095238095,9.706557142857143
142,6.390863809523809,7.3788238095238095,9.704892142857144
143,6.390870476190476,7.3788238095238095,9.703227142857143
144,6.390877142857143,7.3788238095238095,9.701562142857142
145,6.390883809523809,7.3788238095238095,9.699897142857145
146,6.390890476190476,7.374307142857143,9.698232142857144
147,6.390897142857143,7.3788238095238095,9.696567142857143
148,6.3909038095238095,7.374307142857143,9.694902142857144
149,6.390910476190476,7.3697904761904764,9.693237142857143
150,6.390917142857143,7.374307142857143,9.691572142857144
151,6.390923809523809,7.3788238095238095,9.689907142857145
152,6.3909304761904755,7.3788238095238095,9.688242142857144
153,6.390937142857142,7.3788238095238095,9.686577142857143
154,6.390943809523809,7.384390476190476,9.684912142857144
155,6.390950476190476,7.3788238095238095,9.683247142857144
156,6.390957142857142,7.384390476190476,9.681582142857144
157,6.388490476190476,7.3788238095238095,9.679917142857144
158,6.38904880952381,7.3788238095238095,9.678252142857144
159,6.389607142857143,7.3788238095238095,9.676587142857143
160,6.390165476190476,7.384390476190476,9.674922142857145
161,6.390723809523809,7.389957142857143,9.673257142857144
162,6.390730476190476,7.390790476190476,9.673257142857144
163,6.390737142857143,7.39162380952381,9.673257142857144
164,6.390743809523809,7.390790476190476,9.673257142857144
165,6.390750476190476,7.389957142857143,9.673257142857144
166,6.390757142857143,7.384390476190476,9.673257142857144
167,6.3907638095238095,7.389957142857143,9.673257142857144
168,6.390770476190476,7.384390476190476,9.673257142857144
169,6.390777142857143,7.389957142857143,9.673257142857144
170,6.39078380952381,7.390790476190476,9.673257142857144
171,6.390790476190476,7.39162380952381,9.673257142857144
172,6.390797142857142,7.390790476190476,9.673257142857144
173,6.390803809523809,7.39162380952381,9.673257142857144
174,6.390810476190476,7.390790476190476,9.673257142857144
175,6.390817142857142,7.39162380952381,9.673257142857144
176,6.390823809523809,7.397957142857143,9.673257142857144
177,6.390830476190476,7.39162380952381,9.673257142857144
178,6.390837142857142,7.390790476190476,9.673257142857144
179,6.390843809523809,7.389957142857143,9.673257142857144
180,6.390850476190476,7.390790476190476,9.673257142857144
181,6.390857142857143,7.389957142857143,9.673257142857144
182,6.390863809523809,7.384390476190476,9.673257142857144
183,6.390870476190476,7.3788238095238095,9.673257142857144
184,6.390877142857143,7.384390476190476,9.673257142857144
185,6.390883809523809,7.389957142857143,9.673257142857144
186,6.390890476190476,7.384390476190476,9.673257142857144
187,6.390897142857143,7.389957142857143,9.673257142857144
188,6.3909038095238095,7.390790476190476,9.673257142857144
189,6.390910476190476,7.389957142857143,9.673257142857144
190,6.390917142857143,7.384390476190476,9.673257142857144
191,6.390923809523809,7.389957142857143,9.673257142857144
192,6.3909304761904755,7.384390476190476,9.673257142857144
193,6.390937142857142,7.389957142857143,9.673257142857144
194,6.390943809523809,7.390790476190476,9.673257142857144
195,6.390950476190476,7.389957142857143,9.673257142857144
196,6.390957142857142,7.384390476190476,9.673257142857144
197,6.390963809523809,7.389957142857143,9.673257142857144
198,6.390970476190476,7.384390476190476,9.673257142857144
199,6.3909771428571425,7.389957142857143,9.673257142857144
200,6.390983809523809,7.384390476190476,9.673257142857144
