case_dir,case_type,dwelling_id,run,run_optimal,annual_gas_kwh
agile_hybrid_EV_0kW_offset2p0h,hybrid,57,4,True,5844.681372664878
agile_hybrid_EV_0kW_offset2p0h,hybrid,57,5,True,5818.245871004081
agile_hybrid_EV_0kW_offset2p0h,hybrid,58,1,True,5592.653509994705
agile_hybrid_EV_0kW_offset2p0h,hybrid,58,2,True,5511.257724906235
agile_hybrid_EV_0kW_offset2p0h,hybrid,58,3,True,5528.800907493033
agile_hybrid_EV_0kW_offset2p0h,hybrid,58,4,True,5549.7896281620815
agile_hybrid_EV_0kW_offset2p0h,hybrid,58,5,True,5590.959418572772
agile_hybrid_EV_0kW_offset2p0h,hybrid,67,1,True,6811.37406209047
agile_hybrid_EV_0kW_offset2p0h,hybrid,67,2,True,6791.66961397344
agile_hybrid_EV_0kW_offset2p0h,hybrid,67,3,True,6817.677632729767
agile_hybrid_EV_0kW_offset2p0h,hybrid,67,4,True,6822.669900003781
agile_hybrid_EV_0kW_offset2p0h,hybrid,67,5,True,6911.832455947417
agile_hybrid_EV_0kW_offset2p0h,hybrid,68,2,True,9555.364077006752
agile_hybrid_EV_0kW_offset2p0h,hybrid,68,3,True,9610.855270770333
agile_hybrid_EV_0kW_offset2p0h,hybrid,68,4,True,9587.234624091001
agile_hybrid_EV_0kW_offset2p0h,hybrid,74,1,True,13832.2393151756
agile_hybrid_EV_0kW_offset2p0h,hybrid,74,2,True,13654.106415223023
agile_hybrid_EV_0kW_offset2p0h,hybrid,74,3,True,13833.327550858328
agile_hybrid_EV_0kW_offset2p0h,hybrid,74,4,True,13853.405160241256
agile_hybrid_EV_0kW_offset2p0h,hybrid,74,5,True,13961.835852325126
agile_hybrid_EV_0kW_offset2p0h,hybrid,86,1,True,8814.707164253114
agile_hybrid_EV_0kW_offset2p0h,hybrid,86,2,True,8778.51813342224
agile_hybrid_EV_0kW_offset2p0h,hybrid,86,3,True,8854.76996056917
agile_hybrid_EV_0kW_offset2p0h,hybrid,86,4,True,8802.369648388187
agile_hybrid_EV_0kW_offset2p0h,hybrid,86,5,True,8741.008460116702
agile_hybrid_EV_0kW_offset2p0h,hybrid,94,1,True,4973.747174040454
agile_hybrid_EV_0kW_offset2p0h,hybrid,94,2,True,4908.450403387411
agile_hybrid_EV_0kW_offset2p0h,hybrid,94,3,True,4956.563173720846
agile_hybrid_EV_0kW_offset2p0h,hybrid,94,4,True,5114.280840751424
agile_hybrid_EV_0kW_offset2p0h,hybrid,94,5,True,5013.2119953259
agile_hybrid_EV_0kW_offset2p0h,hybrid,95,1,True,8630.57649911746
agile_hybrid_EV_0kW_offset2p0h,hybrid,95,2,True,8511.96768514252
agile_hybrid_EV_0kW_offset2p0h,hybrid,95,3,True,8559.664864682509
agile_hybrid_EV_0kW_offset2p0h,hybrid,95,4,True,8514.265978636513
agile_hybrid_EV_0kW_offset2p0h,hybrid,95,5,True,8780.100997226375
