ev_penetration,hhp_percentage,mhp_percentage,boiler_percentage,valid_mix,n_dwellings,n_ev_homes,n_hhp_homes,n_mhp_homes,n_boiler_homes,mc_runs_per_pixel,max_demand_mean_kw,max_demand_std_kw,max_demand_p50_kw,max_demand_p90_kw,max_demand_p95_kw,max_demand_max_kw,max_demand_min_kw
0.4,0.05,0.75,0.19999999999999996,True,147,59,7,110,30,500,378.2376708984375,12.109448432922363,378.10826110839844,394.0227325439453,397.5615097045898,423.9358215332031,350.9573059082031
0.4,0.05,0.8,0.1499999999999999,True,147,59,7,118,22,500,392.8293151855469,11.52803897857666,391.7797546386719,407.5572937011719,412.23455810546875,433.61102294921875,359.6026611328125
0.4,0.05,0.8500000000000001,0.09999999999999987,True,147,59,7,125,15,500,408.2405090332031,12.23635196685791,407.6745147705078,424.08934020996094,429.97984313964844,460.43017578125,379.51531982421875
0.4,0.05,0.9,0.04999999999999993,True,147,59,7,132,8,500,421.2398376464844,12.234020233154297,420.1143798828125,437.2710479736328,442.65547943115234,459.87957763671875,389.3787841796875
0.4,0.05,0.9500000000000001,0.0,True,147,59,7,140,0,500,438.7410583496094,12.336764335632324,437.6119079589844,455.9349609375,462.80535888671875,480.9721374511719,408.278564453125
0.4,0.1,0.0,0.9,True,147,59,15,0,132,500,167.77159118652344,9.851935386657715,166.76897430419922,180.08645935058595,186.70392608642578,200.50860595703125,147.38912963867188
0.4,0.1,0.05,0.85,True,147,59,15,7,125,500,180.7688751220703,9.933874130249023,180.07833099365234,193.62524719238283,198.2158317565918,216.18959045410156,158.43240356445312
0.4,0.1,0.1,0.8,True,147,59,15,15,117,500,196.0615692138672,10.02241325378418,194.9955291748047,208.86291961669923,213.58188781738275,226.69866943359375,169.832763671875
0.4,0.1,0.15000000000000002,0.75,True,147,59,15,22,110,500,210.40919494628906,9.817300796508789,209.5231475830078,223.46070098876953,227.01954956054686,246.13400268554688,184.7157440185547
0.4,0.1,0.2,0.7,True,147,59,15,29,103,500,225.0511474609375,10.038657188415527,224.15166473388672,239.03185424804687,242.05468902587887,258.5032958984375,195.92770385742188
0.4,0.1,0.25,0.65,True,147,59,15,37,95,500,240.40396118164062,11.174431800842285,239.79171752929688,254.24930877685546,259.24389038085934,281.74993896484375,209.37322998046875
0.4,0.1,0.30000000000000004,0.6,True,147,59,15,44,88,500,254.38119506835938,10.773876190185547,253.54721069335938,268.04888916015625,273.83901062011716,292.6423645019531,221.28343200683594
0.4,0.1,0.35000000000000003,0.55,True,147,59,15,51,81,500,268.7049865722656,11.166725158691406,267.37123107910156,283.49413146972654,288.69056854248043,307.4039306640625,244.56509399414062
0.4,0.1,0.4,0.5,True,147,59,15,59,73,500,283.5484313964844,11.047353744506836,282.6580505371094,297.21616821289064,303.3268020629883,320.92999267578125,251.218505859375
0.4,0.1,0.45,0.45,True,147,59,15,66,66,500,298.6991882324219,12.087824821472168,297.5745391845703,315.05072021484375,320.9371795654297,346.63232421875,268.0660095214844
0.4,0.1,0.5,0.4,True,147,59,15,74,58,500,314.09100341796875,11.080779075622559,313.9944763183594,328.0612731933594,332.4289276123047,347.7846984863281,285.87322998046875
0.4,0.1,0.55,0.35,True,147,59,15,81,51,500,328.5086364746094,11.671672821044922,327.34324645996094,343.1988250732422,349.32540740966795,370.3053283691406,297.29638671875
0.4,0.1,0.6000000000000001,0.29999999999999993,True,147,59,15,88,44,500,342.7003173828125,11.890410423278809,341.61036682128906,358.672314453125,363.22350921630857,385.6026916503906,298.3498229980469
0.4,0.1,0.65,0.25,True,147,59,15,96,36,500,359.0742492675781,12.273521423339844,358.42698669433594,375.1841278076172,379.1528381347656,404.22015380859375,329.9750671386719
0.4,0.1,0.7000000000000001,0.19999999999999996,True,147,59,15,103,29,500,371.74078369140625,11.978731155395508,370.28041076660156,386.8431854248047,392.92921295166013,414.6007995605469,336.4244079589844
0.4,0.1,0.75,0.15000000000000002,True,147,59,15,110,22,500,386.732177734375,11.871688842773438,386.2743225097656,402.10869750976565,406.2083435058594,429.3747253417969,354.29083251953125
0.4,0.1,0.8,0.09999999999999998,True,147,59,15,118,14,500,402.5675048828125,12.151633262634277,401.447509765625,418.0094421386719,423.22557525634767,443.9214782714844,373.13262939453125
0.4,0.1,0.8500000000000001,0.04999999999999993,True,147,59,15,125,7,500,416.58172607421875,11.932662010192871,415.7339782714844,432.72243041992186,437.58179473876953,465.9175720214844,384.373046875
0.4,0.1,0.9,0.0,True,147,59,15,132,0,500,430.5835876464844,11.867109298706055,430.202392578125,446.1311859130859,451.42711486816404,479.1759033203125,401.7908020019531
0.4,0.15000000000000002,0.0,0.85,True,147,59,22,0,125,500,174.64073181152344,9.75549030303955,173.99827575683594,187.5288848876953,191.7805969238281,209.34259033203125,153.69004821777344
0.4,0.15000000000000002,0.05,0.7999999999999999,True,147,59,22,7,118,500,188.7511749267578,9.936105728149414,188.6713409423828,202.12213134765625,204.8510559082031,231.9071044921875,161.63565063476562
0.4,0.15000000000000002,0.1,0.75,True,147,59,22,15,110,500,204.78118896484375,10.608912467956543,203.51600646972656,218.4692337036133,224.23485260009764,241.1107177734375,178.42173767089844
0.4,0.15000000000000002,0.15000000000000002,0.7,True,147,59,22,22,103,500,218.2415008544922,10.553583145141602,217.3319854736328,232.11326599121094,237.14563369750977,251.26119995117188,190.91357421875
0.4,0.15000000000000002,0.2,0.6499999999999999,True,147,59,22,29,96,500,231.49098205566406,9.950122833251953,230.6248550415039,243.82574157714845,247.65735473632813,271.7646789550781,206.0348663330078
0.4,0.15000000000000002,0.25,0.6,True,147,59,22,37,88,500,249.2989044189453,10.935304641723633,248.8381576538086,264.3331359863281,268.84063415527345,280.5414123535156,218.35789489746094
0.4,0.15000000000000002,0.30000000000000004,0.5499999999999999,True,147,59,22,44,81,500,263.1285705566406,10.969552993774414,262.0514831542969,278.80373229980466,283.2240936279297,298.5747375488281,234.11993408203125
0.4,0.15000000000000002,0.35000000000000003,0.49999999999999994,True,147,59,22,51,74,500,275.42901611328125,11.693211555480957,274.7406921386719,290.56090087890624,296.843684387207,320.59112548828125,245.56448364257812
0.4,0.15000000000000002,0.4,0.44999999999999996,True,147,59,22,59,66,500,292.2641296386719,10.769329071044922,291.3141784667969,307.0406219482422,309.93134155273435,328.72125244140625,262.5442199707031
0.4,0.15000000000000002,0.45,0.39999999999999997,True,147,59,22,66,59,500,306.51007080078125,11.410836219787598,305.90370178222656,321.2761138916016,326.276904296875,353.1209411621094,279.3636474609375
0.4,0.15000000000000002,0.5,0.35,True,147,59,22,74,51,500,322.3253173828125,12.114709854125977,321.99554443359375,337.9366180419922,341.5032791137695,369.8753967285156,288.90185546875
0.4,0.15000000000000002,0.55,0.29999999999999993,True,147,59,22,81,44,500,336.6588134765625,12.786321640014648,335.7518768310547,353.86333923339845,359.4651596069336,380.5096130371094,304.781005859375
0.4,0.15000000000000002,0.6000000000000001,0.2499999999999999,True,147,59,22,88,37,500,349.8796081542969,11.72606086730957,349.1334228515625,366.2093109130859,370.45826416015626,398.31591796875,321.93402099609375
0.4,0.15000000000000002,0.65,0.19999999999999996,True,147,59,22,96,29,500,366.51513671875,10.9190092086792,366.21527099609375,380.1531494140625,385.2217681884765,406.40863037109375,338.6415100097656
0.4,0.15000000000000002,0.7000000000000001,0.1499999999999999,True,147,59,22,103,22,500,380.2919921875,12.05221176147461,379.7437286376953,395.1942565917969,400.7930572509766,423.05877685546875,345.50030517578125
0.4,0.15000000000000002,0.75,0.09999999999999998,True,147,59,22,110,15,500,394.5054626464844,12.2857666015625,393.58836364746094,411.69434814453126,416.257356262207,439.753173828125,363.72882080078125
0.4,0.15000000000000002,0.8,0.04999999999999993,True,147,59,22,118,7,500,410.09912109375,11.657439231872559,410.1454162597656,425.02350463867185,429.70884857177737,443.96649169921875,372.4947814941406
0.4,0.15000000000000002,0.8500000000000001,0.0,True,147,59,22,125,0,500,425.1521301269531,12.139219284057617,424.13970947265625,440.9125610351563,446.3310806274414,476.3421936035156,394.6416320800781
0.4,0.2,0.0,0.8,True,147,59,29,0,118,500,182.89109802246094,10.387406349182129,182.03529357910156,196.95765686035156,201.79599151611328,222.42303466796875,156.1221923828125
0.4,0.2,0.05,0.75,True,147,59,29,7,111,500,196.37379455566406,9.94080924987793,195.49005889892578,209.03081512451172,213.1035087585449,233.9928741455078,172.53150939941406
0.4,0.2,0.1,0.7000000000000001,True,147,59,29,15,103,500,212.74639892578125,11.123546600341797,211.23568725585938,227.56243133544922,232.7134780883789,261.76788330078125,187.87722778320312
0.4,0.2,0.15000000000000002,0.65,True,147,59,29,22,96,500,226.23558044433594,10.150903701782227,225.62793731689453,239.16091918945312,244.05521087646483,256.6644287109375,202.40516662597656
0.4,0.2,0.2,0.6000000000000001,True,147,59,29,29,89,500,240.29493713378906,10.928853988647461,239.7521743774414,255.0247772216797,259.6064926147461,280.599365234375,214.0345458984375
0.4,0.2,0.25,0.55,True,147,59,29,37,81,500,256.3797912597656,11.508516311645508,255.81519317626953,272.42747802734374,276.62889099121094,296.6236267089844,218.90487670898438
0.4,0.2,0.30000000000000004,0.5,True,147,59,29,44,74,500,269.8260498046875,11.93966293334961,268.935546875,286.7077239990235,290.6351348876953,310.9600524902344,235.81915283203125
0.4,0.2,0.35000000000000003,0.45,True,147,59,29,51,67,500,283.5943298339844,11.055529594421387,283.0703430175781,297.81992492675784,302.0219665527344,328.32489013671875,256.9625244140625
0.4,0.2,0.4,0.4,True,147,59,29,59,59,500,299.67706298828125,11.20989990234375,299.2177276611328,313.41595458984375,319.71657104492186,338.935546875,271.94232177734375
0.4,0.2,0.45,0.35000000000000003,True,147,59,29,66,52,500,313.0663757324219,11.100502967834473,312.48265075683594,327.6724914550781,332.39210357666013,360.88250732421875,279.6928405761719
0.4,0.2,0.5,0.30000000000000004,True,147,59,29,74,44,500,329.7879943847656,10.919537544250488,329.539306640625,344.3535858154297,349.8989074707031,362.1595458984375,305.76763916015625
0.4,0.2,0.55,0.25,True,147,59,29,81,37,500,342.93267822265625,11.71726131439209,342.4770050048828,358.61342163085936,362.69554443359374,379.26495361328125,307.622802734375
0.4,0.2,0.6000000000000001,0.19999999999999996,True,147,59,29,88,30,500,358.8029479980469,11.185633659362793,357.4176330566406,373.93247375488284,379.08608703613277,396.4080810546875,328.48486328125
0.4,0.2,0.65,0.15000000000000002,True,147,59,29,96,22,500,374.01312255859375,11.84184455871582,373.5433654785156,389.4338836669922,395.4215286254883,413.2132568359375,344.7458190917969
0.4,0.2,0.7000000000000001,0.09999999999999998,True,147,59,29,103,15,500,388.09423828125,11.660741806030273,388.43841552734375,402.1130798339844,407.8420806884765,427.6824951171875,353.09564208984375
0.4,0.2,0.75,0.050000000000000044,True,147,59,29,110,8,500,402.0111389160156,11.185606956481934,401.62843322753906,416.0976898193359,420.5009704589844,445.9617919921875,366.8546142578125
0.4,0.2,0.8,0.0,True,147,59,29,118,0,500,418.03875732421875,11.203385353088379,418.83526611328125,431.9153167724609,435.49922943115234,454.61761474609375,390.1373291015625
0.4,0.25,0.0,0.75,True,147,59,37,0,110,500,191.33189392089844,9.681559562683105,191.00730895996094,204.23920288085938,209.52378845214844,222.2283935546875,166.177001953125
0.4,0.25,0.05,0.7,True,147,59,37,7,103,500,205.01797485351562,9.316242218017578,204.72035217285156,217.46951141357422,221.69937438964843,231.89202880859375,181.1265869140625
0.4,0.25,0.1,0.65,True,147,59,37,15,95,500,220.16650390625,10.333779335021973,219.05448150634766,234.07173919677734,239.1940818786621,270.3800048828125,194.00344848632812
