ev_penetration,hhp_percentage,n_dwellings,n_ev_homes,n_hhp_homes,mc_runs_per_pixel,max_demand_mean_kw,max_demand_std_kw,max_demand_p50_kw,max_demand_p90_kw,max_demand_p95_kw,max_demand_max_kw,max_demand_min_kw
0.0,0.0,147,0,0,500,326.052490234375,3.9664371013641357,325.9679718017578,331.0487823486328,332.27916259765624,338.43743896484375,312.3193359375
0.05,0.0,147,7,0,500,341.96112060546875,5.751723289489746,341.4845886230469,349.6664764404297,351.028337097168,358.24822998046875,323.87982177734375
0.1,0.0,147,15,0,500,358.69378662109375,6.897232532501221,358.5366973876953,367.33190002441404,370.01654357910155,378.2016906738281,337.04876708984375
0.15000000000000002,0.0,147,22,0,500,372.9139709472656,8.454954147338867,372.5733184814453,383.8080505371094,387.04496002197266,401.6470947265625,349.14080810546875
0.2,0.0,147,29,0,500,387.2584228515625,8.873170852661133,386.9277038574219,399.2143524169922,402.3335494995117,416.2571716308594,354.8545837402344
0.25,0.0,147,37,0,500,403.3846130371094,9.863619804382324,402.6792907714844,416.2447998046875,421.984797668457,433.75225830078125,380.33428955078125
0.30000000000000004,0.0,147,44,0,500,416.6670837402344,11.104930877685547,415.4765319824219,430.69239196777346,435.53828887939454,455.6741943359375,383.89422607421875
0.35000000000000003,0.0,147,51,0,500,429.56463623046875,11.19397258758545,428.7862854003906,444.0323181152344,447.62831420898436,468.13653564453125,390.9352722167969
0.4,0.0,147,59,0,500,444.18804931640625,12.296107292175293,443.4059600830078,460.5716491699219,464.84877624511716,483.55743408203125,413.02313232421875
0.45,0.0,147,66,0,500,458.70257568359375,13.391974449157715,457.4501037597656,475.1481506347656,481.968911743164,514.7567138671875,423.5309753417969
0.5,0.0,147,74,0,500,472.9931335449219,12.569968223571777,471.96484375,489.16131286621095,495.6510696411133,511.80322265625,439.5592041015625
0.55,0.0,147,81,0,500,485.8629150390625,13.985581398010254,484.5937957763672,503.16656188964845,510.0624603271484,546.661376953125,437.6262512207031
0.6000000000000001,0.0,147,88,0,500,498.83990478515625,14.315434455871582,498.2106628417969,517.6300537109375,523.9995910644532,550.1788940429688,464.672119140625
0.65,0.0,147,96,0,500,513.2796020507812,14.380379676818848,512.5497131347656,531.5970336914063,539.4207885742187,559.0081787109375,475.9365539550781
0.7000000000000001,0.0,147,103,0,500,527.2701416015625,15.680386543273926,526.7953186035156,547.2724243164063,553.6986633300781,586.7548217773438,486.82269287109375
0.75,0.0,147,110,0,500,540.5486450195312,16.405668258666992,539.9491577148438,561.0520568847656,566.7440277099608,593.5634765625,496.20220947265625
0.8,0.0,147,118,0,500,553.4873657226562,16.686620712280273,552.4339904785156,573.8721923828125,581.1508117675781,624.0919799804688,514.3309326171875
0.8500000000000001,0.0,147,125,0,500,567.0933837890625,17.83673095703125,565.8136291503906,589.4729858398438,597.934780883789,653.32177734375,525.4205932617188
0.9,0.0,147,132,0,500,580.4076538085938,17.30478858947754,580.7861633300781,603.3514709472656,609.0619934082031,633.689453125,528.5283203125
0.9500000000000001,0.0,147,140,0,500,593.912353515625,17.592004776000977,593.267333984375,616.1002319335938,625.3320434570312,648.63037109375,542.2847290039062
1.0,0.0,147,147,0,500,607.8033447265625,18.185693740844727,607.0155029296875,631.813037109375,638.1649291992187,670.49853515625,563.2490844726562
0.0,0.05,147,0,7,500,319.5294494628906,4.0441412925720215,319.73724365234375,324.60036315917966,326.1968826293945,330.89715576171875,307.691650390625
0.05,0.05,147,7,7,500,335.44573974609375,5.732334136962891,335.0920867919922,342.7037719726562,344.95936889648436,353.4361572265625,317.54034423828125
0.1,0.05,147,15,7,500,352.48089599609375,7.2240214347839355,352.08335876464844,362.0771850585937,365.2998245239258,376.09283447265625,333.6195373535156
0.15000000000000002,0.05,147,22,7,500,366.2868957519531,8.026267051696777,366.12384033203125,376.7485107421875,379.82816925048826,393.40289306640625,340.85394287109375
0.2,0.05,147,29,7,500,380.5924377441406,9.376574516296387,380.9546356201172,392.5359283447266,396.74989318847656,419.37176513671875,357.34991455078125
0.25,0.05,147,37,7,500,396.63885498046875,9.843732833862305,396.13006591796875,409.0274658203125,413.76832885742186,429.760986328125,371.31085205078125
0.30000000000000004,0.05,147,44,7,500,410.8893127441406,11.120991706848145,410.3152313232422,424.59873962402344,429.2683761596679,451.51458740234375,373.7634582519531
0.35000000000000003,0.05,147,51,7,500,423.09130859375,11.579761505126953,421.81932067871094,438.49579162597655,442.2686431884766,456.841064453125,388.02862548828125
0.4,0.05,147,59,7,500,438.5508728027344,12.741239547729492,437.91162109375,454.4934478759766,461.74716033935545,475.35479736328125,398.6248474121094
0.45,0.05,147,66,7,500,452.1160583496094,12.282720565795898,450.6545715332031,468.5812225341797,472.64573822021487,496.9759521484375,423.10626220703125
0.5,0.05,147,74,7,500,466.7715148925781,12.923799514770508,466.49884033203125,481.81085815429685,487.0428955078125,531.4713745117188,428.87255859375
0.55,0.05,147,81,7,500,480.0080261230469,13.681950569152832,479.40357971191406,498.40294189453124,502.72679901123047,523.0602416992188,440.72406005859375
0.6000000000000001,0.05,147,88,7,500,492.6654052734375,13.71304702758789,492.7137145996094,509.8947357177734,515.6235229492188,537.3789672851562,448.1826171875
0.65,0.05,147,96,7,500,506.2578430175781,15.017705917358398,505.5097198486328,524.5414367675781,532.3267974853516,559.0424194335938,472.5301208496094
0.7000000000000001,0.05,147,103,7,500,520.360107421875,15.280864715576172,519.67041015625,538.8753295898438,548.4438293457031,571.6928100585938,478.77294921875
0.75,0.05,147,110,7,500,533.7022705078125,15.856683731079102,532.8797912597656,554.4335327148438,560.8500671386719,582.3768920898438,491.8490295410156
0.8,0.05,147,118,7,500,547.9331665039062,16.21459197998047,547.3286437988281,569.0197265625,577.1434814453125,604.8983154296875,501.2859802246094
0.8500000000000001,0.05,147,125,7,500,560.8590698242188,16.98764419555664,559.9257202148438,582.2934204101563,590.3099975585938,615.0057373046875,509.8656311035156
0.9,0.05,147,132,7,500,573.6261596679688,17.70263671875,571.7086791992188,596.9281799316407,605.274072265625,644.79931640625,527.4468994140625
0.9500000000000001,0.05,147,140,7,500,588.2991333007812,17.06216812133789,587.1388854980469,611.472412109375,618.6630706787109,653.900146484375,542.1116333007812
1.0,0.05,147,147,7,500,600.5469970703125,19.35403823852539,598.85400390625,626.3509338378906,634.4545776367188,664.1776123046875,549.0778198242188
0.0,0.1,147,0,15,500,312.2749938964844,4.16919469833374,312.3777618408203,317.6679229736328,318.7350311279297,323.74005126953125,299.0140075683594
0.05,0.1,147,7,15,500,327.7442626953125,6.142323970794678,327.7850036621094,335.2982879638672,337.87625885009766,349.50634765625,310.48663330078125
0.1,0.1,147,15,15,500,345.1058044433594,7.566220283508301,344.6446075439453,355.47552490234375,357.9347229003906,370.7062072753906,326.51702880859375
0.15000000000000002,0.1,147,22,15,500,359.047119140625,7.974130153656006,358.07139587402344,369.43381652832034,372.4718353271484,390.39581298828125,337.7499084472656
0.2,0.1,147,29,15,500,373.1986389160156,9.12160873413086,372.8457336425781,385.1026123046875,388.16494140624997,407.79949951171875,349.6944580078125
0.25,0.1,147,37,15,500,388.7200622558594,9.9131498336792,387.88818359375,401.9320373535156,407.070246887207,425.36932373046875,365.27825927734375
0.30000000000000004,0.1,147,44,15,500,402.1188049316406,10.318304061889648,401.3910827636719,415.86156005859374,419.8734390258789,437.9963073730469,374.1346435546875
0.35000000000000003,0.1,147,51,15,500,415.66876220703125,11.022500038146973,414.20654296875,430.7812866210937,435.153564453125,457.28350830078125,384.96466064453125
0.4,0.1,147,59,15,500,430.74285888671875,11.870177268981934,429.8822479248047,446.7653411865234,450.9912109375,470.235107421875,393.417724609375
0.45,0.1,147,66,15,500,445.1134948730469,13.01060676574707,443.7110137939453,462.4424224853516,468.50575103759763,504.74981689453125,414.3543395996094
0.5,0.1,147,74,15,500,458.8883361816406,13.264065742492676,458.34165954589844,475.55776062011716,480.4947845458984,505.653076171875,425.25262451171875
0.55,0.1,147,81,15,500,472.6165771484375,13.371450424194336,471.76124572753906,490.815625,496.2035903930664,515.8909912109375,438.8002014160156
0.6000000000000001,0.1,147,88,15,500,486.179931640625,14.172457695007324,485.3306884765625,505.9909973144531,511.350308227539,535.7037963867188,451.92193603515625
0.65,0.1,147,96,15,500,499.0347595214844,15.582468032836914,498.72007751464844,518.8835510253906,525.3775390625,552.0240478515625,460.6643371582031
0.7000000000000001,0.1,147,103,15,500,513.7501220703125,15.538511276245117,512.4052124023438,534.2681640625,540.3149200439453,565.942626953125,469.8524475097656
0.75,0.1,147,110,15,500,526.2462768554688,16.399194717407227,525.2184753417969,547.8193725585937,554.8034393310547,588.5974731445312,486.1465759277344
0.8,0.1,147,118,15,500,539.9671020507812,16.326766967773438,539.4722900390625,559.7970275878906,568.9687255859375,610.7947998046875,494.6280517578125
0.8500000000000001,0.1,147,125,15,500,553.0829467773438,16.965211868286133,552.0140991210938,575.3651062011719,582.4680755615234,622.7052001953125,512.9786376953125
0.9,0.1,147,132,15,500,565.6087646484375,17.399446487426758,563.5482482910156,589.0712036132812,596.15537109375,616.5797729492188,524.0062255859375
0.9500000000000001,0.1,147,140,15,500,580.92041015625,17.05733871459961,579.5226745605469,603.6207336425781,612.7725219726562,633.70751953125,537.8599853515625
1.0,0.1,147,147,15,500,592.2904663085938,16.50628662109375,591.2725524902344,613.3394836425781,618.6120971679687,665.8716430664062,550.9955444335938
0.0,0.15000000000000002,147,0,22,500,305.17999267578125,4.344770908355713,304.99549865722656,310.38172912597656,311.96326141357423,326.6577453613281,293.3370361328125
0.05,0.15000000000000002,147,7,22,500,322.0275573730469,5.711378574371338,321.8888397216797,329.08705444335936,331.5418304443359,346.5704650878906,302.15667724609375
0.1,0.15000000000000002,147,15,22,500,338.6182861328125,7.425364971160889,338.380126953125,348.3774627685547,351.5895141601562,360.96533203125,315.14739990234375
0.15000000000000002,0.15000000000000002,147,22,22,500,352.8636779785156,8.2184419631958,352.6875762939453,363.3302398681641,366.4653915405273,381.080322265625,329.5077819824219
0.2,0.15000000000000002,147,29,22,500,366.4777526855469,9.004178047180176,365.8467559814453,377.9852722167969,381.15721740722654,400.6309814453125,337.1942443847656
0.25,0.15000000000000002,147,37,22,500,382.55645751953125,10.337327003479004,381.94171142578125,395.45171508789065,400.95422821044923,426.56707763671875,359.6816711425781
0.30000000000000004,0.15000000000000002,147,44,22,500,395.6099853515625,10.658977508544922,394.99481201171875,410.3632049560547,413.8005615234375,430.17059326171875,369.7334899902344
0.35000000000000003,0.15000000000000002,147,51,22,500,409.4301452636719,10.938797950744629,409.0524597167969,423.5050354003906,428.9175689697266,448.49749755859375,380.3284606933594
0.4,0.15000000000000002,147,59,22,500,424.80731201171875,11.985681533813477,423.6008758544922,440.8925415039063,445.27974090576174,469.7906799316406,393.53643798828125
0.45,0.15000000000000002,147,66,22,500,437.8965148925781,13.423157691955566,436.8558044433594,455.0742553710937,462.25626373291016,490.2460632324219,408.14019775390625
0.5,0.15000000000000002,147,74,22,500,452.5926208496094,12.7154541015625,451.9811706542969,468.35338134765624,474.5598480224609,516.6683349609375,418.1453857421875
0.55,0.15000000000000002,147,81,22,500,464.99420166015625,13.855374336242676,464.2628479003906,482.6115295410156,489.7769302368164,526.2230224609375,424.31298828125
0.6000000000000001,0.15000000000000002,147,88,22,500,478.71044921875,14.111412048339844,476.97596740722656,498.4265930175781,502.6484710693359,532.0958251953125,443.9557800292969
0.65,0.15000000000000002,147,96,22,500,493.7715148925781,13.780144691467285,492.7387390136719,510.9669158935547,517.1911743164062,543.9214477539062,455.4990539550781
0.7000000000000001,0.15000000000000002,147,103,22,500,505.6193542480469,14.648019790649414,504.7959899902344,525.0268493652344,529.5408294677734,556.3682861328125,465.7763671875
0.75,0.15000000000000002,147,110,22,500,518.177978515625,14.704835891723633,517.1343994140625,537.0625061035156,543.9464324951172,562.1384887695312,481.57025146484375
0.8,0.15000000000000002,147,118,22,500,533.9786987304688,16.59937286376953,532.8760681152344,555.4129089355469,564.2617401123047,589.4730834960938,490.72509765625
