ev_penetration,hhp_percentage,mhp_percentage,boiler_percentage,valid_mix,n_dwellings,n_ev_homes,n_hhp_homes,n_mhp_homes,n_boiler_homes,mc_runs_per_pixel,dt_hours,co2_kg_per_kwh,annual_gas_mean_kwh,annual_gas_std_kwh,annual_gas_p50_kwh,annual_gas_p90_kwh,annual_gas_p95_kwh,annual_gas_max_kwh,annual_gas_min_kwh,annual_co2_mean_kg,annual_co2_std_kg,annual_co2_p50_kg,annual_co2_p90_kg,annual_co2_p95_kg,annual_co2_max_kg,annual_co2_min_kg
0.0,0.05,0.8,0.1499999999999999,True,147,0,7,118,22,100,0.5,0.183,265653.1171913519,25089.933994267834,264228.30757916253,295340.6688254394,302991.9237082136,363464.1220849436,203996.36257661492,48614.52044601739,4591.457920951014,48353.780286986745,54047.34239505541,55447.52203860309,66513.93434154468,37331.33435152053
0.0,0.05,0.8500000000000001,0.09999999999999987,True,147,0,7,125,15,100,0.5,0.183,182407.3875752249,19702.893889822513,183598.2915966138,206741.63076531098,211654.47081437992,269852.04730684264,142244.35555261595,33380.55192626615,3605.6295818375206,33598.48736218033,37833.71843005191,38732.768159031526,49382.9246571522,26030.717066128716
0.0,0.05,0.9,0.04999999999999993,True,147,0,7,132,8,100,0.5,0.183,106626.52175050846,16247.265025354467,105289.84771183152,127481.73558667491,136477.45810575606,152466.77825053342,76077.05653779604,19512.653480343048,2973.2494996398673,19268.042131265167,23329.15761236151,24975.374833353362,27901.420419847615,13922.101346416675
0.0,0.05,0.9500000000000001,0.0,True,147,0,7,140,0,100,0.5,0.183,20051.989570347978,5715.948508071008,18241.837123518457,27085.840684270028,32468.878732738,40700.332922970076,11369.24807946477,3669.514091373681,1046.0185769769944,3338.2561936038774,4956.708845221416,5941.804808091054,7448.160924903524,2080.572398542053
0.0,0.1,0.0,0.9,True,147,0,15,0,132,100,0.5,0.183,1481195.0124338863,13082.07463014404,1480875.3423045888,1497566.5833746102,1501542.9258563463,1517505.1563563808,1450736.8513278936,271058.68727540114,2394.0196573163585,271000.1876417397,274054.6847575537,274782.35543171136,277703.4436132177,265484.8437930045
0.0,0.1,0.05,0.85,True,147,0,15,7,125,100,0.5,0.183,1405948.2046315817,17999.039870988203,1408379.7508611246,1425909.3826717255,1429823.7264602727,1453459.5786626495,1349943.0278489338,257288.5214475794,3293.8242963908415,257733.4944075858,260941.41702892576,261657.74194222988,265983.10289526486,247039.5740963549
0.0,0.1,0.1,0.8,True,147,0,15,15,117,100,0.5,0.183,1317117.4962730606,20981.150723264414,1318318.5918703075,1342182.5958789366,1346419.766219138,1365256.4548249142,1264986.8797399835,241032.50181797013,3839.550582357387,241252.30231226629,245619.4150458454,246394.81721810222,249841.9312329593,231492.59899241698
0.0,0.1,0.15000000000000002,0.75,True,147,0,15,22,110,100,0.5,0.183,1240137.2153613267,24028.089516717362,1242133.5511795522,1270821.7430510921,1278183.7653472316,1296169.0814279956,1186682.0094680912,226945.11041112282,4397.140381559278,227310.43986585806,232560.37897834985,233907.6290585434,237198.94190132318,217162.80773266067
0.0,0.1,0.2,0.7,True,147,0,15,29,103,100,0.5,0.183,1163702.6658797478,30787.463519402765,1159953.7291038258,1203239.6072363656,1208283.1763184438,1234212.3612044458,1070377.9256931324,212957.5878559939,5634.105824050706,212271.5324260001,220192.8481242549,221115.82126627522,225860.8621004136,195879.16040184323
0.0,0.1,0.25,0.65,True,147,0,15,37,95,100,0.5,0.183,1080863.3193680116,25237.911822752932,1077581.4759376226,1113476.3653944603,1125532.998871078,1140541.7307647443,1014825.459777278,197797.9874443461,4618.537863563787,197197.41009658494,203766.1748671862,205972.53879340726,208719.13672994822,185713.05913924187
0.0,0.1,0.30000000000000004,0.6,True,147,0,15,44,88,100,0.5,0.183,1004197.8133891594,34486.62863529219,1000498.1642174213,1048131.8463705212,1062118.1808399297,1093450.423901362,894575.2615402096,183768.19985021613,6311.053040258471,183091.1640517881,191808.12788580538,194367.62709370715,200101.42757394927,163707.27286185836
0.0,0.1,0.35000000000000003,0.55,True,147,0,15,51,81,100,0.5,0.183,926071.7533292164,32394.251320816573,927716.4640954637,966508.9404644306,976624.2728097042,1018038.8872660842,856857.820857121,169471.13085924656,5928.147991709431,169772.11292946985,176871.1361049908,178722.24192417585,186301.1163696934,156804.98121685314
0.0,0.1,0.4,0.5,True,147,0,15,59,73,100,0.5,0.183,842417.062989811,29342.657592177282,842117.3905456052,880794.0600682461,886928.2574549775,914473.8745735172,773730.7317516573,154162.32252713543,5369.706339368445,154107.48246984574,161185.31299248902,162307.87111426087,167348.71904695366,141592.7239105533
0.0,0.1,0.45,0.45,True,147,0,15,66,66,100,0.5,0.183,760521.3772826616,30595.16427526559,760804.07614612,792256.2899817373,810490.8422831132,849303.2099872662,677553.9185084212,139175.41204272705,5598.915062373603,139227.14593473997,144982.90106665794,148319.8241378097,155422.48742766972,123992.36708704107
0.0,0.1,0.5,0.4,True,147,0,15,74,58,100,0.5,0.183,673011.8933816251,30668.45027760268,669593.7431488351,710850.5892090669,730635.3902626174,741554.4337083581,589645.2254676821,123161.17648883736,5612.32640080129,122535.65499623682,130085.65782525926,133706.276418059,135704.46136862953,107905.07626058582
0.0,0.1,0.55,0.35,True,147,0,15,81,51,100,0.5,0.183,599904.3865270717,31406.6074034055,600259.3841084619,638350.442813562,651814.2979032503,670614.939202485,508825.8347370301,109782.50273445413,5747.409154823206,109847.46729184852,116818.13103488185,119282.01651629481,122722.53387405476,93115.1277568765
0.0,0.1,0.6000000000000001,0.29999999999999993,True,147,0,15,88,44,100,0.5,0.183,527902.2925252443,28227.07957761734,525101.3319406877,558436.4424252335,575283.3421933353,598697.006749086,463408.7012859831,96606.1195321197,5165.555562703971,96093.54374514587,102193.86896381775,105276.85162138035,109561.55223508272,84803.7923353349
0.0,0.1,0.65,0.25,True,147,0,15,96,36,100,0.5,0.183,432276.9799943512,24257.781249032094,431512.46546624764,460182.78282961773,469887.1956725425,507563.7044469795,355581.2602663513,79106.68733896624,4439.173968572873,78966.78118032332,84213.44925782003,85989.35680807529,92884.15791379724,65071.37062874228
0.0,0.1,0.7000000000000001,0.19999999999999996,True,147,0,15,103,29,100,0.5,0.183,359646.6021968675,25961.391848102467,357622.2126090182,392976.21468774765,405646.8446133879,426177.3957807722,307271.3037141638,65815.32820202675,4750.934708202751,65444.86490745033,71914.64728785782,74233.37256424998,77990.46342788132,56230.64857969197
0.0,0.1,0.75,0.15000000000000002,True,147,0,15,110,22,100,0.5,0.183,281280.69900883624,24089.620693886183,281268.91535335383,310335.42411589803,320941.46839758364,341339.38989841775,229706.0004038073,51474.367918617005,4408.400586981171,51472.21150966374,56791.38261320934,58732.2887167578,62465.10835141045,42036.19807389673
0.0,0.1,0.8,0.09999999999999998,True,147,0,15,118,14,100,0.5,0.183,192993.50624761387,22088.354716491434,191117.4197164487,221735.09654123022,234610.2016563734,273153.19747264107,157760.65466783816,35317.81164331334,4042.1689131179323,34974.487808110105,40577.52266704513,42933.666903116326,49987.035137493316,28870.199804214382
0.0,0.1,0.8500000000000001,0.04999999999999993,True,147,0,15,125,7,100,0.5,0.183,123171.25742170509,17744.5059331679,122488.99589270732,143626.19957726705,153086.43362019997,189300.0399633131,84646.6480078077,22540.340108172033,3247.244585769725,22415.486248365436,26283.59452263987,28014.81735249659,34641.9073132863,15490.33658542881
0.0,0.1,0.9,0.0,True,147,0,15,132,0,100,0.5,0.183,42659.55389713663,7302.513476014482,42182.741155059906,53051.66378340885,57120.79751790168,64502.57927393977,31432.469133126666,7806.698363176003,1336.3599661106502,7719.441631375963,9708.45447236382,10453.105945776008,11803.972007130978,5752.141851362179
0.0,0.15000000000000002,0.0,0.85,True,147,0,22,0,125,100,0.5,0.183,1419090.1327982459,17636.102003000946,1419796.1843108046,1441097.8326410821,1446624.8441763145,1459307.8321936326,1375164.568294043,259693.494302079,3227.406666549172,259822.7017288772,263720.90337331797,264732.3464842656,267053.33329143474,251655.11599780986
0.0,0.15000000000000002,0.05,0.7999999999999999,True,147,0,22,7,118,100,0.5,0.183,1347847.754142079,19806.35529474527,1347536.0091528026,1372428.9495176044,1380207.1358239483,1397840.6967519778,1304610.957912375,246656.1390080005,3624.563018938383,246599.08967496286,251154.49776172164,252577.90585578253,255804.84750561192,238743.80529796463
0.0,0.15000000000000002,0.1,0.75,True,147,0,22,15,110,100,0.5,0.183,1262100.123667229,23663.68906628211,1262553.7541697253,1293975.681897257,1301425.5492671728,1312762.1127279727,1204915.1301767682,230964.3226311029,4330.455099129626,231047.33701305976,236797.54978719805,238160.8755158926,240235.466629219,220499.46882234857
0.0,0.15000000000000002,0.15000000000000002,0.7,True,147,0,22,22,103,100,0.5,0.183,1185373.1774693204,25707.53361848674,1186471.521839912,1218912.6556468061,1221720.8288417645,1231366.5959352956,1115030.9848270665,216923.29147688564,4704.478652183073,217124.2884967039,223061.0159833655,223574.91167804287,225340.08705615907,204050.67022335317
0.0,0.15000000000000002,0.2,0.6499999999999999,True,147,0,22,29,96,100,0.5,0.183,1107975.47012444,29937.831551481944,1109675.5286981347,1146607.74031218,1153076.7326804276,1176701.0399099991,1037304.1342584735,202759.51103277248,5478.623173921194,203070.62175175865,209829.21647712894,211013.04208051827,215336.29030352982,189826.65656930066
0.0,0.15000000000000002,0.25,0.6,True,147,0,22,37,88,100,0.5,0.183,1023371.42834904,31786.040336490285,1021390.560351203,1062724.275658563,1070397.8198658265,1087657.8132333907,929990.6669881517,187276.9713878743,5816.845381577723,186914.47254427016,194478.54244551703,195882.80103544626,199041.3798217105,170188.29205883175
0.0,0.15000000000000002,0.30000000000000004,0.5499999999999999,True,147,0,22,44,81,100,0.5,0.183,945659.7176511079,25757.529664552898,947812.512999916,977035.297745409,982833.3434910261,1009778.6945360361,876013.7868435525,173055.7283301527,4713.627928613181,173449.68987898462,178797.45948740983,179858.50185885778,184789.5011000946,160310.5229923701
0.0,0.15000000000000002,0.35000000000000003,0.49999999999999994,True,147,0,22,51,74,100,0.5,0.183,869539.6937624223,27097.72700785284,868079.8300755725,903715.4652606345,920319.4655180527,938023.3548126377,811525.6394670402,159125.76395852328,4958.884042437068,158858.60890382977,165379.93014269613,168418.46218980363,171658.2739307127,148509.19202246834
0.0,0.15000000000000002,0.4,0.44999999999999996,True,147,0,22,59,66,100,0.5,0.183,781074.8184380431,31859.068903132655,786142.2868715334,815455.8495558294,826476.5992969268,861031.2672636469,689152.3976803104,142936.69177416185,5830.2096092732745,143864.0384974906,149228.4204687168,151245.21767133757,157568.7219092474,126114.8887754968
0.0,0.15000000000000002,0.45,0.39999999999999997,True,147,0,22,66,59,100,0.5,0.183,707422.0420260578,27871.61825030752,707332.1280865569,739293.0682907131,747723.3647151254,800148.5802072233,647402.2939744171,129458.2336907686,5100.506139806277,129441.77943983991,135290.6314972005,136833.37574286794,146427.19017792188,118474.61979731833
0.0,0.15000000000000002,0.5,0.35,True,147,0,22,74,51,100,0.5,0.183,620235.95715537,29593.32878100563,615925.5106432103,657606.4532384245,674846.9413099738,718447.8434042626,538509.4564722414,113503.18015943274,5415.57916692403,112714.3684477075,120341.9809426317,123496.99025972521,131475.95534298004,98547.23053442017
0.0,0.15000000000000002,0.55,0.29999999999999993,True,147,0,22,81,44,100,0.5,0.183,544914.9914701729,32669.98544663114,543803.9352014085,582451.2220171139,599504.857421576,657044.8228048624,481774.00278263417,99719.44343904166,5978.607336733499,99516.12014185774,106588.57362913186,109709.38890814841,120239.20257328982,88164.64250922205
0.0,0.15000000000000002,0.6000000000000001,0.2499999999999999,True,147,0,22,88,37,100,0.5,0.183,463228.7830495877,30070.01602566094,461506.9916742735,503909.976114169,515401.43053779716,546971.3897719674,398563.63032736204,84770.86729807453,5502.812932695952,84455.77947639205,92215.52562889292,94318.46178841688,100095.76432827003,72937.14434990725
0.0,0.15000000000000002,0.65,0.19999999999999996,True,147,0,22,96,29,100,0.5,0.183,380976.0450660447,28060.432810223407,382913.9188769662,417201.5638678004,423628.68351335963,449584.977292289,312778.2438468693,69718.61624708617,5135.059204270883,70073.24715448482,76347.88618780747,77524.04908294481,82274.05084448888,57238.418623977086
0.0,0.15000000000000002,0.7000000000000001,0.1499999999999999,True,147,0,22,103,22,100,0.5,0.183,306920.25793011044,23557.274792444325,307109.0242237279,335879.7205722419,345588.8422237169,381822.19721039693,252111.06822962643,56166.407201210204,4310.981287017311,56200.95143294221,61465.98886472026,63242.75812694019,69873.46208950263,46136.32548602163
0.0,0.15000000000000002,0.75,0.09999999999999998,True,147,0,22,110,15,100,0.5,0.183,225683.11333304126,20831.63837653204,221440.5408198482,252588.5301374594,263478.3001576786,288661.0276802042,191489.8636118234,41300.00973994655,3812.189822905363,40523.618970032214,46223.70101515507,48216.52892885518,52824.96806547737,35042.64504096368
0.0,0.15000000000000002,0.8,0.04999999999999993,True,147,0,22,118,7,100,0.5,0.183,139676.23647163413,16564.1533924828,138636.02408623576,160390.36493092746,168092.93088315034,190268.50745620084,105506.83054866758,25560.751274309052,3031.240070824352,25370.392407781146,29351.436782359728,30761.006351616514,34819.13686448475,19307.749990406166
0.0,0.15000000000000002,0.8500000000000001,0.0,True,147,0,22,125,0,100,0.5,0.183,62901.53511686476,8409.869742227698,61875.435870922855,73836.44659586842,77162.60272777925,83897.9031241345,47848.57592390555,11510.980926386248,1539.0061628276687,11323.204764378883,13512.06972704392,14120.756299183602,15353.316271716612,8756.289394074714
0.0,0.2,0.0,0.8,True,147,0,29,0,118,100,0.5,0.183,1369040.909766344,20107.58192150445,1370432.9091587155,1392986.2433238972,1399413.5351933637,1412374.9007667198,1319045.565646047,250534.48648724088,3679.6874916353136,250789.22237604493,254916.4825282732,256092.67694038554,258464.60684030972,241385.3385132266
0.0,0.2,0.05,0.75,True,147,0,29,7,111,100,0.5,0.183,1293805.7119907378,22333.140597546357,1298880.9094853732,1319019.678062118,1326471.380501121,1348118.4393059744,1229263.8989350132,236766.445294305,4086.964729350984,237695.20643582326,241380.60108536755,242744.26263170515,246705.6743929933,224955.2935051074
0.0,0.2,0.1,0.7000000000000001,True,147,0,29,15,103,100,0.5,0.183,1207086.1665761813,29055.149070956584,1207483.4337891988,1245886.2298369966,1254239.0646227193,1272625.822539051,1130177.3752496203,220896.76848344115,5317.092279985053,220969.46838342337,227997.1800601704,229525.74882595765,232890.52552464633,206822.45967068052
0.0,0.2,0.15000000000000002,0.65,True,147,0,29,22,96,100,0.5,0.183,1127792.7915075638,30412.05406501796,1127241.256720211,1169440.71888512,1176409.0727849968,1190398.450032873,1054274.7206572369,206386.0808458842,5565.405893898287,206285.14997979862,214007.65155597695,215282.86031965443,217842.91635601578,192932.27388027436
0.0,0.2,0.2,0.6000000000000001,True,147,0,29,29,89,100,0.5,0.183,1057305.6972546838,29710.155541605032,1060492.24286672,1090642.0105261728,1100720.8537703508,1111987.9835868042,966696.6502789159,193486.94259760712,5436.958464113721,194070.0804446098,199587.48792628964,201431.9162399742,203493.80099638517,176905.4870010416
0.0,0.2,0.25,0.55,True,147,0,29,37,81,100,0.5,0.183,966908.6594799049,29303.796699342045,967947.4150214626,1007213.220529667,1016114.2855520766,1029105.6339262908,897052.2548676045,176944.28468482255,5362.594795979595,177134.37694892765,184320.01935692906,185948.91425603002,188326.33100851122,164160.56264077162
0.0,0.2,0.30000000000000004,0.5,True,147,0,29,44,74,100,0.5,0.183,887744.8783921115,29682.898356436115,887617.5141296808,929106.6281434239,934643.3779945369,961086.9217184829,824516.3291050468,162457.31274575638,5431.970399227808,162434.00508573157,170026.51295024657,171039.73817300025,175878.90667448236,150886.48822622356
0.0,0.2,0.35000000000000003,0.45,True,147,0,29,51,67,100,0.5,0.183,811681.4773189009,28525.444272433942,812402.7636224246,844050.0171388119,858498.3077705725,877538.6354638368,722446.8999136979,148537.71034935885,5220.156301855411,148669.7057429037,154461.15313640257,157105.19032201477,160589.57028988213,132207.7826842067
0.0,0.2,0.4,0.4,True,147,0,29,59,59,100,0.5,0.183,731164.3713932353,32163.93340461276,730718.6997372783,773086.850944278,794309.0956384022,815025.1559717179,661942.8819025224,133803.07996496206,5885.999813044136,133721.52205192193,141474.89372280287,145358.56450182758,149149.60354282436,121135.54738816159
0.0,0.2,0.45,0.35000000000000003,True,147,0,29,66,52,100,0.5,0.183,649675.1098881101,30141.352960824,650376.9466848233,694754.0307954208,703100.5617181978,718532.3908712994,592757.6798238194,118890.54510952417,5515.867591830794,119018.98124332266,127139.987635562,128667.40279443019,131491.4275294478,108474.65540775895
0.0,0.2,0.5,0.30000000000000004,True,147,0,29,74,44,100,0.5,0.183,560845.3676487972,26390.541933406508,561784.4479700306,596270.0715999171,600919.884842418,616850.3975529792,498433.32267060364,102634.7022797299,4829.469173813391,102806.55397851559,109117.42310278483,109968.3389261625,112883.62275219518,91213.29804872046
0.0,0.2,0.55,0.25,True,147,0,29,81,37,100,0.5,0.183,485680.5633288084,26483.608370596365,484696.800780574,518999.2519130688,531035.6830209519,571960.9605828489,427462.40177467914,88879.54308917194,4846.500331819136,88699.51454284502,94976.86310009159,97179.52999283421,104668.85578666134,78225.61952476628
0.0,0.2,0.6000000000000001,0.19999999999999996,True,147,0,29,88,30,100,0.5,0.183,407732.7025527379,26836.542338160627,407717.0439384002,446640.4529975738,453447.3551287828,464724.1802603133,333360.89484964334,74615.08456715102,4911.087247883394,74612.21904072724,81735.202898556,82980.86598856725,85044.52498763734,61005.04375748473
0.0,0.2,0.65,0.15000000000000002,True,147,0,29,96,22,100,0.5,0.183,321568.51149684965,23112.15324823989,320017.92221486155,353191.3920987155,359068.78677364544,381331.60634156957,276386.2324111857,58847.03760392349,4229.5240444279,58563.27976531966,64634.02475406494,65709.58797957712,69783.68396050723,50578.68053124698
0.0,0.2,0.7000000000000001,0.09999999999999998,True,147,0,29,103,15,100,0.5,0.183,247499.3341551032,20436.199422842474,244937.68543969016,275809.22311939567,288533.0984301346,302591.64323537983,212586.76982026652,45292.378150383876,3739.8244943801733,44823.5964354633,50473.08783084941,52801.55701271463,55374.27071207451,38903.37887710877
0.0,0.2,0.75,0.050000000000000044,True,147,0,29,110,8,100,0.5,0.183,169362.87053384955,16461.737146701867,168416.08549863528,189812.88327884278,196598.85910144696,217745.7871985746,136857.75067223312,30993.405307694473,3012.497897846442,30820.143646250253,34735.757640028234,35977.5912155648,39847.47905733915,25044.96837301866
0.0,0.2,0.8,0.0,True,147,0,29,118,0,100,0.5,0.183,83282.46977410182,10691.974949440219,81837.21552887549,98175.22257332069,100348.97352559207,108530.59045700749,62214.5318268945,15240.691968660634,1956.6314157475601,14976.210441784213,17966.065730917686,18363.86215518335,19861.09805363237,11385.259324321692
0.0,0.25,0.0,0.75,True,147,0,37,0,110,100,0.5,0.183,1306267.294740023,22583.18844468896,1305469.8186488317,1336360.6171639424,1342811.3554108734,1362477.619249583,1243054.5922259912,239046.91493742424,4132.72348537808,238900.9768127362,244553.99294100146,245734.47804018983,249333.40432267368,227478.9903773564
0.0,0.25,0.05,0.7,True,147,0,37,7,103,100,0.5,0.183,1231509.2715380227,21464.193808024476,1232775.5653659867,1260434.121334157,1264968.4250815145,1282251.6346916484,1164386.1448546292,225366.19669145814,3927.94746686848,225597.92846197553,230659.44420415073,231489.22178991718,234652.04914857165,213082.66450839714
0.0,0.25,0.1,0.65,True,147,0,37,15,95,100,0.5,0.183,1146459.402295278,23284.070606946,1145858.766277931,1177117.4793188274,1187185.1124109908,1210250.6551724426,1089372.5024779043,209802.07062003584,4260.984921071117,209692.15422886136,215412.49871534543,217254.8755712113,221475.86989655698,199355.1679534565
0.0,0.25,0.15000000000000002,0.6,True,147,0,37,22,88,100,0.5,0.183,1063787.1838303604,26839.097922942674,1060121.9058530282,1099297.8552153532,1108184.6641663006,1129022.2154940027,970597.2791185466,194673.05464095605,4911.55491989851,194002.30877110414,201171.50750440964,202797.79354243298,206611.06543540247,177619.30207869402
0.0,0.25,0.2,0.55,True,147,0,37,29,81,100,0.5,0.183,993922.4475354543,29212.68193277687,992423.1667225009,1027841.308994821,1041802.9426111935,1066003.0451945253,920499.2469208633,181887.8078989881,5345.9207936981675,181613.43951021766,188094.95954605224,190649.9384978484,195078.55727059813,168451.36218651797
0.0,0.25,0.25,0.5,True,147,0,37,37,73,100,0.5,0.183,899859.1390974453,28496.20067046426,904282.0193741366,932310.8318941154,936277.3927494353,956544.2379377664,813962.2469038906,164674.22245483252,5214.80472269496,165483.609545467,170612.8822366231,171338.76287314665,175047.59554261123,148955.09118341198
0.0,0.25,0.30000000000000004,0.44999999999999996,True,147,0,37,44,66,100,0.5,0.183,830976.9893555425,30235.141698902782,832771.2198423063,868128.3783617397,873482.2204852665,901536.1168482737,754252.7734628299,152068.78905206424,5533.03093089921,152397.13323114207,158867.49324019835,159847.24634880378,164981.10938323408,138028.25754369787
0.0,0.25,0.35000000000000003,0.39999999999999997,True,147,0,37,51,59,100,0.5,0.183,744073.5132916699,27347.07304627778,742190.0631856475,781523.9086560078,790446.5646519238,825954.1365344216,687809.3067931585,136165.45293237557,5004.514367468833,135820.78156297348,143018.87528404943,144651.72133130205,151149.60698579915,125869.10314314801
0.0,0.25,0.4,0.35,True,147,0,37,59,51,100,0.5,0.183,662635.4152412578,29967.405779368954,665957.5110375666,693976.0626073059,703797.5148492297,746621.2601685544,593472.0165061277,121262.28098915014,5484.035257624519,121870.22451987468,126997.619457137,128794.94521740904,136631.69061084546,108605.37902062136
0.0,0.25,0.45,0.3,True,147,0,37,66,44,100,0.5,0.183,587846.541845196,28544.863682153355,588405.3324604114,623475.2320301221,629362.2677508714,657665.048339715,524991.8682804047,107575.9171576709,5223.710053834064,107678.17584025527,114095.96746151234,115173.29499840946,120352.70384616785,96073.51189531406
0.0,0.25,0.5,0.25,True,147,0,37,74,36,100,0.5,0.183,499384.83891499584,26023.84117167889,499042.6481014646,527941.9534958646,541636.2964055348,568745.6890022538,432964.1907041118,91387.42552144425,4762.362934417237,91324.80460256802,96613.37748974323,99119.44224221287,104080.46108741245,79232.44689885246
0.0,0.25,0.55,0.19999999999999996,True,147,0,37,81,29,100,0.5,0.183,423848.2010470328,26816.90190504497,420303.5488190147,460421.35351822205,472013.6265266075,500285.37968810723,367335.25308269635,77564.22079160699,4907.49304862323,76915.5494338797,84257.10769383464,86378.49365436917,91552.22448292362,67222.35131413343
0.0,0.25,0.6000000000000001,0.1499999999999999,True,147,0,37,88,22,100,0.5,0.183,344090.1432485895,21342.962688787855,343997.7223462908,370063.35798236664,377064.80560330197,406936.4877560283,302343.4950579237,62968.49621449187,3905.762172048176,62951.58318937122,67721.5945107731,69002.85942540427,74469.37725935318,55328.85959560004
