run_count,bootstrap_p2_5_peak_kw,bootstrap_mean_peak_kw,bootstrap_p97_5_peak_kw,bootstrap_samples,bootstrap_seed
195,357.73036795593265,377.9115065823752,400.2139269744873,5000,42
196,357.72727862854003,377.913817911545,400.21322335205076,5000,42
197,357.72546692932127,377.9141318860357,400.2098483813477,5000,42
198,357.727636557312,377.91514655946605,400.2124377667236,5000,42
199,357.7249480325317,377.9148655072849,400.2141694210815,5000,42
200,357.7240153768921,377.91454186410607,400.21457123535157,5000,42
201,357.72836748046876,377.91637323848255,400.21356767578123,5000,42
202,357.72715811889645,377.91648756112494,400.2173919114685,5000,42
203,357.7250216378784,377.9163332480139,400.22222412139894,5000,42
204,357.72479430480956,377.9169642216402,400.2266895942688,5000,42
205,357.72144829711914,377.9154681687075,400.23041432617197,5000,42
206,357.71983563919065,377.9156470149958,400.23595239715576,5000,42
207,357.71939838500975,377.91515071779827,400.241384034729,5000,42
208,357.7183088446045,377.9164630136937,400.2482532061768,5000,42
209,357.7155927099609,377.9171770598921,400.2487348059082,5000,42
210,357.7165927928162,377.9174193525905,400.25278735992435,5000,42
211,357.71761530303957,377.91739562224745,400.2555322662354,5000,42
212,357.7154556309509,377.9173498679682,400.25986408691404,5000,42
213,357.71266705993656,377.9170683578564,400.2580733374023,5000,42
214,357.7150009114075,377.9167573760698,400.25461892318725,5000,42
215,357.71344301239014,377.9167378625496,400.25812941467285,5000,42
216,357.71460422286987,377.91766622908,400.2615594390869,5000,42
217,357.71331213134766,377.91757226599043,400.262561628418,5000,42
218,357.7111661552429,377.9177229860358,400.26582019943237,5000,42
219,357.71082119323734,377.9178324198398,400.2699997268677,5000,42
220,357.70776298950193,377.9174829185617,400.2752040742493,5000,42
221,357.7056044342041,377.9175769720162,400.27696990356446,5000,42
222,357.7047871383667,377.91570054464336,400.27874759292604,5000,42
223,357.70178438446044,377.91566824535175,400.2840740969849,5000,42
224,357.6994297247314,377.9156648641579,400.28451840377807,5000,42
225,357.6994455566406,377.9162150694718,400.2948108435059,5000,42
226,357.69916875686647,377.9166693022069,400.29549939422606,5000,42
227,357.6934962750244,377.9143181946883,400.2964728729248,5000,42
228,357.691067086792,377.9144698981323,400.2971831770325,5000,42
229,357.6913503265381,377.9153054981741,400.30120889343266,5000,42
230,357.69269907287594,377.91454630713474,400.30362139663697,5000,42
231,357.6930344284058,377.9157784370452,400.3058900344849,5000,42
232,357.69143463775634,377.9155704839763,400.30608814743044,5000,42
233,357.69072308837895,377.9156385158294,400.3133412487793,5000,42
234,357.6909752932739,377.9169368939259,400.31806791213995,5000,42
235,357.69006272094725,377.9173733594023,400.320649112854,5000,42
236,357.6888833114624,377.9180978188468,400.3244010345459,5000,42
237,357.68730794677737,377.9185455949356,400.32528277160645,5000,42
238,357.68628324798584,377.91818386043224,400.32326211776734,5000,42
239,357.6882484277344,377.91728296056857,400.32227037933353,5000,42
240,357.690233407135,377.91707100476526,400.3237157756043,5000,42
241,357.6914634094238,377.91754628442766,400.32264576416014,5000,42
242,357.6922100965881,377.9179004305999,400.32319757797245,5000,42
243,357.6911923730468,377.91838514713214,400.3248543234253,5000,42
244,357.6887536198425,377.91801508301353,400.3244880554199,5000,42
245,357.684907769165,377.9184310272342,400.3225030236817,5000,42
246,357.68413005981444,377.9186990120501,400.3254749847412,5000,42
247,357.679420546875,377.9189731610883,400.32864907226565,5000,42
248,357.6801903742981,377.9189324479136,400.3320937898254,5000,42
249,357.67888503295893,377.9194294561539,400.3329072167969,5000,42
250,357.67895949066167,377.91940253630315,400.3372088180542,5000,42
251,357.6756059051514,377.9200759247427,400.34247593841553,5000,42
252,357.67669865493775,377.91962601936143,400.34394879867557,5000,42
253,357.6759407434082,377.9190748668074,400.3444103070068,5000,42
254,357.6753326452637,377.91873292659216,400.3473893254089,5000,42
255,357.67276973266604,377.9185365353817,400.34565472015385,5000,42
256,357.6722757064819,377.9189085198402,400.348374659729,5000,42
257,357.6708902832031,377.9190603051088,400.3511032238769,5000,42
258,357.67027584396357,377.91935507433965,400.3533193379211,5000,42
259,357.6679923779297,377.91945928662875,400.3544362850952,5000,42
260,357.6686438032532,377.9200404797828,400.3604874383545,5000,42
261,357.66653869934083,377.9195948231662,400.363956451416,5000,42
262,357.66688367523193,377.9202585120515,400.36539310150147,5000,42
263,357.6651426556396,377.92048145814573,400.36852170166014,5000,42
264,357.662998261261,377.92048439760987,400.3664880230714,5000,42
265,357.66082638549807,377.9194838146295,400.36784342407225,5000,42
266,357.6618322776794,377.91876672501013,400.36632257766723,5000,42
267,357.6606687423706,377.9185296717734,400.36749884124754,5000,42
268,357.6591045587158,377.9180338145003,400.3706400512695,5000,42
269,357.6581351885986,377.9179195021846,400.3714126098633,5000,42
270,357.6569115914917,377.9176023084394,400.37131710891725,5000,42
271,357.66036486358644,377.91790848967514,400.37402978515627,5000,42
272,357.6595563179016,377.9182651303463,400.3752308190918,5000,42
273,357.66009687622073,377.91787900556096,400.3714336242676,5000,42
