run_count,bootstrap_p2_5_peak_kw,bootstrap_mean_peak_kw,bootstrap_p97_5_peak_kw,bootstrap_samples,bootstrap_seed
445,357.6169587310791,377.92130332689493,400.52725581359863,5000,42
446,357.6159144821167,377.9211967933422,400.52919056243894,5000,42
447,357.61622617004394,377.92105362210265,400.53049470428465,5000,42
448,357.6160377934265,377.9212117251682,400.5340082374573,5000,42
449,357.6174723120117,377.92163690022545,400.5356374499512,5000,42
450,357.6164104290771,377.9216038516982,400.53530367294314,5000,42
451,357.6152827651978,377.92125660715817,400.53584230804444,5000,42
452,357.6152289489746,377.9212678514728,400.5375813008118,5000,42
453,357.61418332641597,377.92165274196043,400.5403410095215,5000,42
454,357.61415731781005,377.9216726990148,400.5413463072205,5000,42
455,357.6143278024292,377.9220444858016,400.5425438519287,5000,42
456,357.6141928115845,377.9225068740312,400.54395090866086,5000,42
457,357.61305842285157,377.9219935598561,400.54595438842773,5000,42
458,357.61347672348023,377.9226070659654,400.54661207931514,5000,42
459,357.61288526153567,377.92296406838926,400.5469281164551,5000,42
460,357.61368456954955,377.92329529355226,400.54721909851077,5000,42
461,357.6143265533447,377.9234650864218,400.5469385772705,5000,42
462,357.61463184936525,377.9236387261052,400.5481840943908,5000,42
463,357.61319265563964,377.9239344164981,400.54886971466067,5000,42
464,357.61409947280885,377.92362981630515,400.54763373367314,5000,42
465,357.6141663134766,377.9241745500578,400.5493772143555,5000,42
466,357.6148921531677,377.92386916964955,400.54977272415164,5000,42
467,357.6154498855591,377.92402127633153,400.5504889410401,5000,42
468,357.616005397644,377.9243402904928,400.5506206100464,5000,42
469,357.61421805358884,377.9242301073926,400.5504820794678,5000,42
470,357.61537432189937,377.9243903049812,400.55231207595824,5000,42
471,357.61690283050535,377.9240073829595,400.55047325286864,5000,42
472,357.6172324101257,377.9241555803732,400.55274878860473,5000,42
473,357.6183046252441,377.9238691325082,400.55225890991215,5000,42
474,357.6184633085632,377.9244413196797,400.55298347671504,5000,42
475,357.6181612423706,377.92448469864064,400.5537406314087,5000,42
476,357.61875071258544,377.9252262386794,400.5528460029602,5000,42
477,357.61785773498536,377.9252991379587,400.55466553527833,5000,42
478,357.6170401876831,377.9254006328371,400.5550696664429,5000,42
479,357.6180747729492,377.9255462153994,400.555679251709,5000,42
480,357.61745836349485,377.92490671981767,400.5553231309509,5000,42
481,357.61932491455076,377.92494403374405,400.5571344482422,5000,42
482,357.61755316696167,377.925458511492,400.55715581344606,5000,42
483,357.6161921273804,377.92508102015125,400.5562261010742,5000,42
484,357.61620303619384,377.924928198168,400.5580213269043,5000,42
485,357.61479466003414,377.9252384180571,400.5587796716309,5000,42
486,357.6158044952393,377.925850227374,400.5586340904236,5000,42
487,357.61531547332766,377.925544850588,400.55905603179934,5000,42
488,357.61461405395505,377.9255023749688,400.5587747608948,5000,42
489,357.6126965319824,377.92503167956727,400.55977277221683,5000,42
490,357.6121393652344,377.92517454754136,400.5636348730469,5000,42
491,357.6106631164551,377.9246685252263,400.5645147216797,5000,42
492,357.6095252784729,377.9246332949011,400.56486395507807,5000,42
493,357.60908832702637,377.92405250852096,400.56546357910156,5000,42
494,357.60945097198487,377.92460056344953,400.5655161962891,5000,42
495,357.6107719924927,377.9246509991901,400.5644152264405,5000,42
496,357.6104875946045,377.9244474529272,400.5638574325562,5000,42
497,357.6083131213379,377.92375251203276,400.56405668945314,5000,42
498,357.6078177453613,377.92389162346325,400.5643596296692,5000,42
499,357.6079129501343,377.9239031243276,400.56238717224124,5000,42
500,357.60778358886716,377.92462444382386,400.5617967124939,5000,42
