ev_penetration,hhp_percentage,n_dwellings,n_ev_homes,n_hhp_homes,mc_runs_per_pixel,max_demand_mean_kw,max_demand_std_kw,max_demand_p50_kw,max_demand_p90_kw,max_demand_p95_kw,max_demand_max_kw,max_demand_min_kw
0.8200000000000001,0.0,147,121,0,500,559.8081665039062,16.561485290527344,558.5487976074219,580.3767700195312,586.4913055419921,618.2380981445312,518.6768798828125
0.84,0.0,147,123,0,500,563.1484375,16.302417755126953,562.4290771484375,585.230615234375,590.9508087158204,610.447509765625,519.3902587890625
0.86,0.0,147,126,0,500,568.91552734375,16.35198211669922,568.95556640625,590.43740234375,596.4533111572265,618.63525390625,530.244873046875
0.88,0.0,147,129,0,500,573.952880859375,16.94355010986328,572.8870849609375,596.7325500488281,603.481689453125,638.3822021484375,522.3016357421875
0.9,0.0,147,132,0,500,579.870849609375,17.723426818847656,578.7835998535156,602.4742919921875,608.6253112792969,640.96875,535.9454956054688
0.92,0.0,147,135,0,500,585.58837890625,18.098848342895508,583.9321899414062,607.8316650390625,618.6720977783203,641.045654296875,538.06103515625
0.9400000000000001,0.0,147,138,0,500,590.4120483398438,18.55080795288086,589.8611450195312,615.17041015625,623.2462982177734,645.4051513671875,544.2283935546875
0.96,0.0,147,141,0,500,596.423828125,18.096899032592773,595.2583618164062,620.3250854492187,627.7516021728516,654.9136962890625,544.458984375
0.98,0.0,147,144,0,500,602.2657470703125,18.35662078857422,601.0559997558594,625.4843139648438,633.5168273925781,667.5023193359375,543.919677734375
1.0,0.0,147,147,0,500,607.8623046875,18.62721824645996,607.2887573242188,631.3598876953125,640.7893310546875,685.410400390625,557.8403930664062
0.0,0.02,147,0,3,500,322.89410400390625,4.260337829589844,323.0645446777344,327.93260803222654,329.26331787109376,335.416748046875,307.55364990234375
0.02,0.02,147,3,3,500,330.32879638671875,5.029829502105713,330.1783142089844,336.30299987792966,338.2738922119141,347.48468017578125,308.75244140625
0.04,0.02,147,6,3,500,336.9680480957031,6.016986846923828,336.9492645263672,345.23585510253906,347.15149993896483,354.0705871582031,321.9348449707031
0.06,0.02,147,9,3,500,343.4208984375,6.518471717834473,343.3823699951172,351.9270721435547,354.71064910888674,361.8058776855469,321.83282470703125
0.08,0.02,147,12,3,500,349.55242919921875,6.843138217926025,349.5133972167969,358.03185119628904,360.8324264526367,374.53680419921875,328.20465087890625
0.1,0.02,147,15,3,500,356.1546936035156,7.33297061920166,355.9105224609375,365.7841094970703,367.8739639282227,379.284423828125,330.83087158203125
0.12,0.02,147,18,3,500,362.0416259765625,7.578927993774414,361.59889221191406,372.2611328125,375.02687683105466,386.5501403808594,339.3791198730469
0.14,0.02,147,21,3,500,367.92376708984375,8.333763122558594,367.5701904296875,378.802734375,381.8771835327148,396.06854248046875,341.8716125488281
0.16,0.02,147,24,3,500,374.3028259277344,8.518511772155762,374.21095275878906,385.4724975585938,387.3763061523437,410.23516845703125,350.7718200683594
0.18,0.02,147,26,3,500,378.8168029785156,8.962828636169434,378.2482452392578,390.0787353515625,394.03715667724606,411.77337646484375,356.27703857421875
0.2,0.02,147,29,3,500,383.97711181640625,8.97039794921875,383.2036590576172,395.2398986816406,399.33558349609376,423.290283203125,360.4638671875
0.22,0.02,147,32,3,500,390.0375061035156,9.224539756774902,389.63031005859375,401.95923767089846,406.2104736328125,419.0902404785156,363.35369873046875
0.24,0.02,147,35,3,500,395.70281982421875,9.974432945251465,394.7635803222656,408.6324188232422,414.14833374023436,427.9909973144531,373.3697204589844
0.26,0.02,147,38,3,500,401.792236328125,9.821352005004883,401.35546875,414.61651916503905,417.851545715332,429.94671630859375,370.8924865722656
0.28,0.02,147,41,3,500,407.9922790527344,9.81970500946045,408.40306091308594,420.0782989501953,423.99844055175777,440.3499755859375,380.4051513671875
0.3,0.02,147,44,3,500,413.5207214355469,10.985551834106445,412.3067626953125,428.31036071777345,433.32606353759763,450.9606628417969,377.0155029296875
