Dwelling ID,Technology,Capacity kW,Flat,Time-of-use,HP Heat Proportion (Flat),HP Heat Proportion (Time-of-use),R(K/W),C(J/K),g(m^2),HTC (1/R),Thermal Constant (R*C),Peak Demand Reduction (Flat -> Time-of-use) [kWh]
EOH2089,HHP,4.0,3.307,0.0,0.9598190106640883,0.8656539471950968,0.0052601240387185,98424912.92855737,1.1488865899708307e-06,190.10958537084716,517727.2505042799,3.307
EOH2094,HHP,4.0,3.429,0.0,0.8476082794687585,0.8507027393619726,0.0042946292908804,42127735.66199022,19.89105111726016,232.8489683902379,180923.00753245,3.429
EOH2097,HHP,4.0,3.429,0.0,0.898722190565787,0.8307100915130318,0.0046656474151095,53903744.18453817,6.947729827495531,214.33252687752244,251495.86471931427,3.429
EOH2122,HHP,4.0,3.429,0.0,0.8556427790472496,0.7643977300586999,0.0041592256438749,40401850.65407329,9.76204621450033,240.42936970074078,168040.41330042554,3.429
EOH2125,HHP,4.0,2.937,0.0,0.9546066632200353,0.8841004189653137,0.0063068636215973,14196030.119367996,2.30314907238375,158.55741617364103,89532.4259309416,2.937
EOH2127,HHP,4.0,2.429,0.0,1.0,1.0,0.0086689350752363,88084278.69359303,5.776915409264594,115.35442258145436,763596.8931437781,2.429
EOH2128,HHP,4.0,2.829,0.0,0.9983591654470713,0.9929285102219155,0.0066786744650866,21155814.85790011,3.886072878665162,149.73031029249805,141292.80047955716,2.829
EOH2133,HHP,4.0,2.335,0.0,1.0,1.0,0.0092877988251442,37490538.62856769,6.987496068096248,107.66813739470443,348204.5806284342,2.335
EOH2137,HHP,4.0,2.664,0.0,1.0,1.0,0.0072750481070957,38653605.54336122,9.14200994426178,137.45613572295866,281206.8398406539,2.664
EOH2153,HHP,4.0,3.144,0.0,1.0,1.0,0.0054589820951521,94693128.06106032,17.637137110567238,183.18433410654697,516928.0906192732,3.144
EOH2155,HHP,4.0,3.049,0.0,0.9775815797210026,0.9736375534308574,0.0058864296819027,37044299.55504539,5.894628787118117,169.8822637896126,218058.66444611418,3.049
EOH2163,HHP,4.0,3.429,0.0,0.9406580010352317,0.8418983018364261,0.0045085417530178,95901740.04037794,8.37420253173951,221.80120641683055,432376.9991591029,3.429
EOH2166,HHP,4.0,2.437,0.0,1.0,1.0,0.0087461879506969,19030362.273120344,1.5248506425544015,114.33552601854612,166443.12521056202,2.437
EOH2168,HHP,4.0,3.429,0.0,0.5353091587604032,0.47396078142565345,0.0029706105348993,26130968.05344607,3.496824643866958,336.63113634446825,77624.92898668395,3.429
EOH2177,HHP,4.0,3.429,0.0,0.8555307643932897,0.7133718397900956,0.004323977223714,115102805.7079352,1.0000345840350289e-06,231.26856323749746,497701.9102666896,3.429
EOH2179,HHP,4.0,3.085,0.0,0.9966554696551272,0.9122999540950921,0.0058633788591629,56379574.98741301,1.0025512157548358e-06,170.5501254515161,330574.8080697869,3.085
EOH2198,HHP,4.0,3.429,0.0,0.8929670551995299,0.7637804369924064,0.0046400444142874,85509032.23805593,1.0008888329068832e-06,215.515178458389,396765.70740731264,3.429
EOH2202,HHP,4.0,3.429,0.0,0.510379089841294,0.4358355269708456,0.002429479689172,47398292.72085381,8.284078338407035,411.61076771167154,115153.18946674338,3.429
EOH2205,HHP,4.0,3.09,0.0,0.9610154125113327,0.8607974974405284,0.0058456718660526,17763041.60554297,0.2087648968969779,171.0667349988067,103836.91256904433,3.09
EOH2206,HHP,4.0,2.354,0.0,1.0,1.0,0.009149643460958,91322334.08658671,7.020685094778105,109.29387623321625,835566.79691476,2.354
EOH2216,HHP,4.0,3.079,0.0,0.990035179065268,0.9664435467870693,0.0057647504793084,45029050.30209744,8.164822252615055,173.46804577046854,259581.23931181827,3.079
EOH2234,HHP,4.0,2.856,0.0,1.0,0.9960749515466769,0.0065210918081874,30917175.28514846,6.926711696711457,153.34855410937075,201613.7384842756,2.856
EOH2239,HHP,4.0,2.392,0.0,1.0,1.0,0.0080506506958478,16636176.420554793,11.273020310227793,124.21356208085881,133932.04527638623,2.392
EOH2241,HHP,4.0,2.776,0.0,0.989751405203065,0.9116432026578634,0.0069703762371823,13928765.468923844,1.0004279655623427e-06,143.46427882409964,97088.73583787214,2.776
EOH2255,HHP,4.0,2.967,0.0,0.9934608268108706,0.939964689502779,0.0062416281487002,35161809.26948621,1.0009629398563456e-06,160.21460685834785,219466.93849565275,2.967
EOH2262,HHP,4.0,3.429,0.0,0.8858037655839683,0.7730661211360134,0.0046027061348393,29617683.13932527,1.559211840271325,217.26349036943552,136321.49188509892,3.429
EOH2276,HHP,4.0,3.429,0.0,0.7314041768620584,0.6247466738723876,0.0037271730994103,41199544.09314812,0.2024961260548884,268.29985442806947,153557.8324519502,3.429
EOH2278,HHP,4.0,2.776,0.0,1.0,1.0,0.0069001239892348,42739881.572724976,3.6507721391184096,144.92493200993863,294910.482137014,2.776
EOH2283,HHP,4.0,3.163,0.0,0.9943152924082819,0.9201630768148841,0.0055969617784728,69686485.70418085,2.940784022945603,178.66836322631852,390032.5969623914,3.163
EOH2285,HHP,4.0,0.0,0.0,1.0,1.0,0.009106582104531,94059470.96444307,23.96635592316812,109.81068292377749,856560.2950464506,0.0
EOH2303,HHP,4.0,2.186,0.0,1.0,1.0,0.0108133174709647,33609771.17706483,1.981263680436829,92.47855736087863,363433.12586408097,2.186
EOH2306,HHP,4.0,2.802,0.0,0.9996663911135124,0.9985204122715196,0.0067863906393469,20474284.191233654,3.900254818070024,147.35373383932358,138946.49058271627,2.802
EOH2308,HHP,4.0,3.429,0.0,0.6769379704380597,0.5912152500229516,0.0030021119769029,41474717.56083624,19.906950761601195,333.0988343185121,124511.74632805152,3.429
EOH2315,HHP,4.0,0.0,0.0,1.0,1.0,0.0052318890702554,98867145.01460014,29.99999999206732,191.13555095906958,517261.9354092421,0.0
EOH2320,HHP,4.0,3.429,0.0,0.8001646764075054,0.6875327345301572,0.0038220074475678,58068672.65244381,8.242724402514028,261.6426089479148,221938.8993480169,3.429
EOH2325,HHP,4.0,2.868,0.0,1.0,0.9957553996751778,0.0065077386963568,31867836.631636374,5.105364474861181,153.6632072458327,207387.55361687677,2.868
EOH2329,HHP,4.0,2.417,0.0,1.0,1.0,0.0089189082367058,32112477.26007255,0.6083806834354294,112.12134640924954,286408.2379358888,2.417
EOH2333,HHP,4.0,3.207,0.0,0.9510057447781358,0.8953550189638031,0.0054765360454811,26012566.893498365,3.158857643980875,182.5971730479412,142458.76022773213,3.207
EOH2342,HHP,4.0,2.857,0.0,0.9956686221832338,0.9524983364587744,0.0045242027180183,69216114.54790998,24.44626844910664,221.0334201023649,313147.7335683203,2.857
EOH2359,HHP,4.0,2.656,0.0,1.0,1.0,0.0074120612775918,22820340.07174229,4.734533244555434,134.91523647048191,169145.7589872375,2.656
EOH2361,HHP,4.0,3.429,0.0,0.6076403760436926,0.5189936121850766,0.0031074850744123,75846631.90449749,1.0007121204371058e-06,321.80363736392974,235692.27658766974,3.429
EOH2366,HHP,4.0,3.429,0.0,0.8142792785504243,0.6982053640686248,0.0042079829998515,49576019.47888383,1.000203177201138e-06,237.64354562156979,208615.04716745,3.429
EOH2386,HHP,4.0,2.813,0.0,1.0,0.9765869775743882,0.0068180202951272,32311052.80382068,1.0020776267255964e-06,146.67014128935554,220297.413773376,2.813
EOH2397,HHP,4.0,2.632,0.0,1.0,1.0,0.0074949905843891,32864658.10562037,6.334051935372315,133.42244913327104,246320.30306079157,2.632
EOH2403,HHP,4.0,2.6,0.0,1.0,1.0,0.0078149529744803,29661413.690252483,1.000177265811253e-06,127.95982308089329,231802.55314592933,2.6
EOH2409,HHP,4.0,2.227,0.0,1.0,1.0,0.0104295640059372,89804720.61706036,1.6266191648168276,95.88128510748231,936624.0817109391,2.227
EOH2412,HHP,4.0,3.429,0.0,0.9499713189807965,0.8727308203991131,0.0047028410110085,64074106.0900534,10.12577730661623,212.63742441200563,301330.3338640126,3.429
EOH2416,HHP,4.0,2.782,0.0,0.999309269870988,0.9690884113593617,0.0068936600560863,18488423.74656035,2.701857380479292,145.06082282330073,127452.90828166051,2.782
EOH2418,HHP,4.0,3.148,0.0,0.9641856394790327,0.9144799176107106,0.0056424994659909,35669930.05968807,2.5780730218562664,177.22642350740327,201267.5613137227,3.148
EOH2422,HHP,4.0,3.429,0.0,0.6082039672500196,0.5195578960440684,0.0027147320462199,87370433.99358627,19.05061017912504,368.36048014110247,237187.31705452918,3.429
EOH2434,HHP,4.0,1.893,0.0,0.8992247842212115,0.8891177591094295,0.0048857655212919,39057426.92342816,23.50766187629273,204.67621617166327,190825.42981286327,1.893
EOH2436,HHP,4.0,3.429,0.0,0.6752031111750885,0.5767140234477841,0.0033816276428224,54105427.25734364,2.2964861000174013,295.7155859908255,182964.4084401498,3.429
EOH2439,HHP,4.0,2.559,0.0,1.0,1.0,0.0080402081691842,33524816.16380228,1.0000210393345195e-06,124.37488917671458,269546.5007906016,2.559
EOH2450,HHP,4.0,3.429,0.0,0.44903921533164237,0.3835016394628442,0.0023120745866107,224554527.19302863,1.0051578364205382e-06,432.5119984411545,519186.81563138287,3.429
EOH2468,HHP,4.0,2.524,0.0,1.0,1.0,0.0081482961920923,34806964.49562557,3.3155571227852465,122.72504293234613,283617.4562579977,2.524
EOH2481,HHP,4.0,2.444,0.0,1.0,1.0,0.0086255391432674,39293844.86106506,3.9799701305582578,115.93478197598148,338930.5969385932,2.444
EOH2484,HHP,4.0,2.262,0.0,1.0,1.0,0.0101750295433043,29214051.459781576,1.0012596835740122e-06,98.27981292280887,297253.8366828896,2.262
EOH2497,HHP,4.0,3.323,0.0,1.0,1.0,0.0051038930084387,159556297.49147677,10.540552124596193,195.92887200938873,814358.2712191136,3.323
EOH2499,HHP,4.0,2.53,0.0,1.0,0.9721713262121912,0.0081440244936542,13666796.10532564,2.1856805309217258,122.78941459215858,111302.72223154984,2.53
EOH2504,HHP,4.0,3.229,0.0,0.9764661908434589,0.9017801916026453,0.0054108940109512,52472069.29918705,3.808601203281695,184.81234302059568,283920.80551318754,3.229
EOH2505,HHP,4.0,3.429,0.0,0.7488329427108387,0.6397163415655304,0.0037247643302504,58789047.44911285,3.4308191324203667,268.4733613556631,218975.3469478538,3.429
EOH2508,HHP,4.0,3.12,0.0,0.9665488481066773,0.9457238462397299,0.0056863558693461,36640900.85520323,5.181966631750771,175.85955275693897,208353.20163611343,3.12
EOH2510,HHP,4.0,2.805,0.0,1.0,0.9913801129063974,0.0068512385057791,47795373.68313551,2.007752133557469e-06,145.95901152127288,327457.50457599905,2.805
EOH2516,HHP,4.0,2.58,0.0,1.0,1.0,0.0076893334944484,25082289.63695952,9.142053394928878,130.05028338567797,192866.08982292883,2.58
EOH2523,HHP,4.0,2.579,0.0,1.0,0.9599465402739121,0.0078700706106373,13178589.84409667,2.2541788691074505,127.06366301826895,103716.43262166838,2.579
EOH2526,HHP,4.0,2.96,0.0,1.0,0.9905117615594172,0.006185923612326,50612738.55316224,4.955938930775243,161.6573470140193,313086.5345004888,2.96
EOH2531,HHP,4.0,2.612,0.0,1.0,1.0,0.0077519300622202,37123474.326316826,1.0000759115918657e-06,129.0001318347284,287778.5766442352,2.612
EOH2537,HHP,4.0,3.258,0.0,0.9887375130178557,0.9237010417823481,0.0053142617177502,89631761.97426549,5.644895973763971,188.17289270114293,476326.64135433716,3.258
EOH2541,HHP,4.0,3.429,0.0,0.8012391039318559,0.68764170323126,0.0040445865491364,32370391.999323,1.819005348906445,247.24406014096053,130924.85207073433,3.429
EOH2544,HHP,4.0,3.429,0.0,0.677915154505272,0.5791064423917376,0.0032899967862783,76740727.08468828,6.659508735119879,303.9516646857327,252476.74548528454,3.429
EOH2549,HHP,4.0,3.159,0.0,0.9630866470420288,0.8737085413306686,0.0056484225203296,22746623.31779989,1.0003248546603364e-06,177.04058016213125,128482.53940971529,3.159
EOH2561,HHP,4.0,2.688,0.0,1.0,1.0,0.0072836568062308,24829656.03709979,3.737776853444698,137.29367357678777,180850.69319099156,2.688
EOH2564,HHP,4.0,2.648,0.0,1.0,1.0,0.0075626210482834,36073591.10308088,1.0017132117522996e-06,132.22928844583384,272810.8993633283,2.648
EOH2568,HHP,4.0,3.429,0.0,0.8892858976104341,0.7782148258289574,0.0045929969491209,35236350.159353726,2.3480918797825376,217.72276600170616,161840.4487800674,3.429
EOH2577,HHP,4.0,3.429,0.0,0.5519695758492684,0.4715016730574689,0.0024109359915214,162718569.10952473,25.17233484164126,414.7766691097256,392304.0547550155,3.429
EOH2578,HHP,4.0,3.429,0.0,0.8122032661408369,0.6957970634089166,0.0041888613565061,45094010.29070629,1.002748865149717e-06,238.72835954496546,188892.55711662798,3.429
EOH2586,HHP,4.0,3.429,0.0,0.6547697537437694,0.559987124901206,0.0027355160719571,112346342.08803244,27.865211964122704,365.56173449368885,307325.2244074031,3.429
EOH2595,HHP,4.0,3.429,0.0,0.47860335657627345,0.41057285467699417,0.0024579591574702,37965613.41151945,1.0000371389109155e-06,406.8415852073099,93317.92715381768,3.429
EOH2602,HHP,4.0,2.983,0.0,1.0,1.0,0.0061447451271858,147754825.65959817,2.6525236544391446,162.7406799308509,907915.7449900033,2.983
EOH2612,HHP,4.0,2.338,0.0,1.0,1.0,0.0093651125397215,16391890.761382656,4.337275263918734,106.77928276446937,153511.90171916972,2.338
EOH2613,HHP,4.0,2.105,0.0,1.0,1.0,0.0115825487294153,20630191.529125027,4.304233086172317,86.33678332475974,238950.19868326138,2.105
EOH2619,HHP,4.0,3.239,0.0,0.9977974836610716,0.9311642867241623,0.0053392176715487,60967808.1714455,7.549498571468741,187.2933567269114,325520.398784573,3.239
EOH2625,HHP,4.0,3.356,0.0,0.9326965584732291,0.8321917265162803,0.0051451989095581,53016048.74040696,1.001192316620456e-06,194.35594572297808,272778.116168221,3.356
EOH2637,HHP,4.0,2.821,0.0,0.9910958505499622,0.9197520487497374,0.0067514313052072,15422644.776215073,1.754301480120796,148.11674070189034,104124.92675122873,2.821
EOH2640,HHP,4.0,3.254,0.0,0.9265208274116303,0.897187465396966,0.0052301815147195,21764771.60053422,13.670042184047078,191.197953108446,113833.70609720603,3.254
EOH2648,HHP,4.0,1.89,0.0,1.0,1.0,0.0136321101435038,31713056.276699223,5.684259459648339,73.35621480996738,432315.87615109835,1.89
EOH2672,HHP,4.0,3.429,0.0,0.9333683902970213,0.8486474477549227,0.0040846291617204,129574131.960451,15.63576062157934,244.82026651810202,529262.2780102656,3.429
EOH2675,HHP,4.0,3.429,0.0,0.6470903056322724,0.5527117478404449,0.0033321714726338,115961603.30637904,1.0004337693779687e-06,300.10460392351433,386403.94645839353,3.429
EOH2679,HHP,4.0,3.429,0.0,0.5303123068302699,0.452830278980974,0.0026373994641744,55219599.0950422,2.255261951578818,379.16137224705,145636.1410651895,3.429
EOH2689,HHP,4.0,3.255,0.0,0.9481288889515382,0.8573691052124468,0.0053901016333985,39341561.82294734,1.0009334643779962e-06,185.52525870824672,212055.0166423165,3.255
EOH2690,HHP,4.0,2.716,0.0,1.0,0.9944639165559047,0.0072316753295157,33585166.79526848,0.319197301967873,138.28054419403384,242877.02215101296,2.716
EOH2699,HHP,4.0,3.429,0.0,0.8000980148924783,0.6843961647262538,0.0040111004661157,48528645.11042251,2.65091262108816,249.30814085751075,194653.2710223791,3.429
EOH2700,HHP,4.0,3.429,0.0,0.6848500784643917,0.5844139756784689,0.003452936810812,29163791.706874195,6.397620603913657,289.60854333295424,100700.72992751964,3.429
EOH2713,HHP,4.0,3.429,0.0,0.2685694329363911,0.23565874389441588,0.0014798462395315,36541299.694576256,1.000111577084748e-06,675.7458804075394,54075.50494061223,3.429
EOH2714,HHP,4.0,3.429,0.0,0.8329147132283661,0.7205841042721969,0.0040842098039659,47579243.60697601,5.989585541594852,244.84540412908456,194323.61320489328,3.429
EOH2716,HHP,4.0,3.429,0.0,0.8023554622944389,0.6663582289353779,0.0039028579135511,133658412.47003666,3.379808555411285,256.22249698814386,521649.7928213596,3.429
EOH2717,HHP,4.0,2.85,0.0,1.0,1.0,0.0047395829816033,134976280.46933773,22.27185018606925,210.9890266467539,639731.2818325871,2.85
EOH2728,HHP,4.0,2.905,0.0,1.0,1.0,0.0064368590519057,152767638.1611292,1.3429959334219872,155.35527373462364,983343.7545357192,2.905
EOH2734,HHP,4.0,3.429,0.0,0.5290943956238167,0.45182798574433397,0.0026055733846534,66500790.54379681,4.469008343679767,383.7926829809948,173272.68989932747,3.429
EOH2739,HHP,4.0,3.429,0.0,0.8205810505403427,0.7059855096635256,0.0042274152544618,26993766.377966657,1.0003795131164009e-06,236.5511642000525,114113.85976159429,3.429
EOH2750,HHP,4.0,2.694,0.0,1.0,1.0,0.0073386927254299,75641280.63180254,1.4252365095695895e-06,136.2640510257118,555108.1159148109,2.694
EOH2754,HHP,4.0,2.453,0.0,1.0,1.0,0.0074390807744606,37889734.369230896,12.650570850524884,134.42521062993956,281864.7944955646,2.453
EOH2758,HHP,4.0,0.0,0.0,1.0,1.0,0.0045995152967056,173463778.84616658,29.99999999775607,217.41421334466466,797849.3042273006,0.0
EOH2765,HHP,4.0,3.429,0.0,0.5899778677126719,0.5040072511187481,0.0025853940626676,74122047.47628142,22.03078565426772,386.7882325714803,191634.70145794394,3.429
EOH2778,HHP,4.0,2.671,0.0,1.0,1.0,0.0072238914511715,136337158.0451983,10.00652359582171,138.42954407043723,984884.8304797256,2.671
EOH2799,HHP,4.0,2.634,0.0,1.0,1.0,0.0076102492598057,57189526.11407384,1.0752914238810298,131.40174071322485,435226.5487782692,2.634
EOH2804,HHP,4.0,3.429,0.0,0.6582040507747812,0.5622124386482457,0.0032036994778478,38272126.938975625,4.82247653819267,312.13914005185836,122612.39309052093,3.429
EOH2808,HHP,4.0,2.757,0.0,1.0,0.9764534114626714,0.0070540583599968,20190981.05513664,1.0003909609310078e-06,141.76236557255442,142428.35870852362,2.757
EOH2810,HHP,4.0,1.713,0.0,1.0,1.0,0.0198946162522212,23269770.43327996,0.4804478740796475,50.26485493975546,462943.15304738784,1.713
EOH2831,HHP,4.0,2.94,0.0,1.0,0.9984301845221701,0.0062285679415291,52190356.80774435,6.450078145330147,160.55054859921816,325071.18326968147,2.94
EOH2837,HHP,4.0,3.429,0.0,1.0,1.0,0.0045484016493435,176141790.4678759,18.745897908531788,219.85745259421768,801163.6102824039,3.429
EOH2847,HHP,4.0,3.129,0.0,0.9695890384138462,0.9138253094959202,0.0057070665926356,35929181.35397358,1.8143929443468407,175.22136526151635,205050.23060600852,3.129
EOH2852,HHP,4.0,3.429,0.0,0.5555718454142139,0.47438788302567986,0.0028029025091522,49337733.016048364,1.005073715509846e-06,356.7730225131777,138288.8556665633,3.429
EOH2868,HHP,4.0,0.888,0.0,1.0,1.0,0.0044350005001755,187862743.7440644,29.99999999615575,225.47911774991422,833171.3624692673,0.888
EOH2873,HHP,4.0,2.816,0.0,1.0,0.9901515470227328,0.0068058213236852,70093116.2711398,1.0005440428477695e-06,146.9330375335981,477041.2253616693,2.816
EOH2887,HHP,4.0,3.429,0.0,0.7906919053966178,0.7890649009957007,0.0038279254047217,52940588.26192884,24.866750130685,261.2381105354122,202652.62274874884,3.429
EOH2888,HHP,4.0,2.607,0.0,1.0,1.0,0.0077765582493699,35838617.55488079,1.0082086037698315e-06,128.5915912841038,278701.09699242114,2.607
EOH2892,HHP,4.0,3.07,0.0,0.9985429103987374,0.9424699782803243,0.0058674758635675,53772382.98090956,2.841975151080784,170.43103768167651,315508.1592669947,3.07
EOH2897,HHP,4.0,2.497,0.0,1.0,0.9853658536585367,0.0083251542633576,13289168.676347982,2.745300930153416,120.1178943195573,110634.37926237666,2.497
EOH2919,HHP,4.0,3.22,0.0,0.948777493006816,0.8882814245866267,0.0054381374624084,23295662.527942862,3.54524195782888,183.88648814278554,126685.01510482964,3.22
EOH2922,HHP,4.0,0.0,0.0,1.0,1.0,0.0049208970090525,190716446.1935534,29.999999997818367,203.21498258557259,938495.9896509788,0.0
EOH2931,HHP,4.0,2.281,0.0,1.0,1.0,0.0098886539147108,21963397.81596828,2.7190218014703293,101.1259984043284,217188.43979322535,2.281
EOH2933,HHP,4.0,3.059,0.0,0.9780833145109463,0.9511673760758055,0.0058848577440438,30160494.028682545,3.8088377499551656,169.92764200836,177490.21684887927,3.059
EOH2934,HHP,4.0,2.926,0.0,0.990053174252232,0.982854690300137,0.0061926664806786,30352878.75673513,11.575187989805473,161.48132684362147,187965.25486893518,2.926
EOH2945,HHP,4.0,3.429,0.0,0.8287906912770693,0.7251569177183119,0.003917471346821,70612917.32638511,11.019192052274034,255.26670432739547,276624.08034155384,3.429
EOH2951,HHP,4.0,3.429,0.0,0.716925277477746,0.6125217867636074,0.0033520318518797,40183932.56345253,9.955234479518673,298.3265208053544,134697.82188647875,3.429
EOH2953,HHP,4.0,3.429,0.0,0.7663612231082652,0.6546753342489879,0.003828980070922,104341584.46474274,3.430073767995186,261.1661542963332,399521.8474839245,3.429
EOH2956,HHP,4.0,3.429,0.0,0.8436807744698873,0.7281776354841222,0.0033521772644247,85897320.4358095,29.999999996139508,298.3135798373777,287943.0446399237,3.429
EOH2962,HHP,4.0,3.429,0.0,0.6663245595505841,0.5691237288464973,0.0033850379987344,47968483.00811927,0.2936992834259143,295.41765864190614,162375.13772412913,3.429
EOH2963,HHP,4.0,3.429,0.0,0.8253860247974806,0.7079284581448335,0.0045415840660626,21624500.853185963,0.079886978627646,220.18749085205553,98209.48851138647,3.429
EOH2980,HHP,4.0,0.0,0.0,1.0,1.0,0.0079038734677123,178595309.63242763,29.99999988601429,126.52024404047556,1411594.7292616076,0.0
EOH2982,HHP,4.0,3.429,0.0,0.7480242359010908,0.6389745902137544,0.0038211606146178,39232803.10239901,1.0003257620642494e-06,261.7005933156835,149914.84201594212,3.429
EOH2988,HHP,4.0,2.127,0.0,1.0,1.0,0.0115530118136352,18099702.15294128,0.2113966327254322,86.55751557526939,209106.07279620905,2.127
EOH2991,HHP,4.0,2.897,0.0,1.0,0.96465771758902,0.0064900271787707,41421021.36562768,1.074099024883305e-06,154.08255966493712,268823.55443536554,2.897
EOH2994,HHP,4.0,2.561,0.0,1.0,1.0,0.0080274787545293,101452578.79649146,1.0002919027147802e-06,124.57211418165082,814408.4208810449,2.561
EOH2997,HHP,4.0,3.429,0.0,0.6257536720531993,0.5350388097305329,0.0025985815394857,121181811.95162408,29.999999989873743,384.8253305909022,314900.8194589179,3.429
EOH3000,HHP,4.0,3.429,0.0,0.854414032970856,0.7415728575791001,0.0043488238946372,31712353.62791991,2.4616722693797595,229.94722808462328,137911.4412122828,3.429
EOH3001,HHP,4.0,2.933,0.0,1.0,0.9701623227614194,0.0063479996350735,68931069.12699069,0.6523220579080884,157.52993974272994,437574.4016633631,2.933
EOH3014,HHP,4.0,2.41,0.0,1.0,1.0,0.0089282014528898,17606655.47567257,1.7451867572288853,112.00464116726768,157195.76699843,2.41
EOH3016,HHP,4.0,3.184,0.0,0.9779170419107304,0.9284709846457607,0.0055085445973742,49788419.65861657,5.419775814884683,181.53615393740802,274261.73012227175,3.184
EOH3017,HHP,4.0,2.757,0.0,1.0,1.0,0.0070066545983815,25520585.3711935,2.2355006953731293,142.721463711226,178813.92684446057,2.757
EOH3021,HHP,4.0,3.429,0.0,0.6552457128764209,0.5597314028290894,0.0031650211764954,65404038.60095751,7.076968775600256,315.95365219871644,207005.1672003531,3.429
EOH3030,HHP,4.0,3.429,0.0,0.7563802289197824,0.6341492085154035,0.003419507095701,128149574.90086968,12.726500335703909,292.43980843239035,438208.38068459067,3.429
EOH3033,HHP,4.0,3.281,0.0,0.9685014220919653,0.8804070969255019,0.0053095054594455,78067017.8480176,1.344079381464503,188.34145809587986,414497.25746667874,3.281
EOH3040,HHP,4.0,3.429,0.0,0.7789019330602361,0.6710896569409075,0.0037379317933509,31848191.72033861,7.40597475944121,267.52762096376875,119046.36839218858,3.429
EOH3045,HHP,4.0,2.356,0.0,1.0,1.0,0.009383081128487,50187930.82602424,1.00014574880586e-06,106.57480056993258,470917.426611479,2.356
EOH3048,HHP,4.0,1.928,0.0,1.0,1.0,0.0145068020338341,93664955.91508213,1.0002044048923698e-06,68.93318028795788,1358778.9729678947,1.928
EOH3055,HHP,4.0,2.54,0.0,1.0,1.0,0.008150415436819,22933427.785918817,1.0196306663778938e-06,122.69313236262307,186916.9638455265,2.54
EOH3062,HHP,4.0,2.878,0.0,0.9984248140405464,0.9950076875627204,0.006486155320732,28308227.92482762,4.241861205635483,154.17453800461013,183611.56317511486,2.878
EOH3082,HHP,4.0,2.955,0.0,0.9952702929790739,0.9433978814042495,0.0062845310758794,37691036.23544344,1.000195792310274e-06,159.12086167225596,236870.48850374084,2.955
EOH3086,HHP,4.0,3.083,0.0,0.9718417799418042,0.9672687809930256,0.0057665752937773,39497426.40661314,7.228326257219175,173.41315235736158,227764.88328416244,3.083
EOH3089,HHP,4.0,3.429,0.0,0.5790805077955427,0.4945542958098153,0.0029592149793532,80348693.26441523,1.000249612522608e-06,337.92745947054226,237769.05667951313,3.429
EOH3095,HHP,4.0,3.429,0.0,0.5088379365633241,0.43464832764435163,0.0022862505345123,197673067.2602197,22.32334649970309,437.39738270343094,451930.1556823631,3.429
EOH3097,HHP,4.0,3.429,0.0,0.7333367623498065,0.6264046302827212,0.0037493192752761,75325545.94529222,0.7041447845393165,266.7150825469138,282419.5213333796,3.429
EOH3107,HHP,4.0,3.429,0.0,0.7180288182857371,0.6133464645457265,0.0036105092628558,72071823.89092192,2.4235080979151133,276.969238186923,260215.98774908556,3.429
EOH3116,HHP,4.0,2.453,0.0,1.0,1.0,0.0086924765915886,26312231.639227662,1.0144903815420402e-06,115.04201241883865,228718.4575964434,2.453
EOH3120,HHP,4.0,3.429,0.0,0.8758252823166534,0.7809969607912547,0.004370083807397,54891563.43287012,7.100986933743106,228.82856349513366,239880.732520691,3.429
EOH3122,HHP,4.0,3.429,0.0,0.8065867226654462,0.6903806788491232,0.0041405264598568,39485800.04181951,0.180687869736487,241.51518163093326,163491.99986176842,3.429
EOH3128,HHP,4.0,3.429,0.0,0.6892025010813304,0.6220226909859531,0.0040002219642527,20146299.895210344,3.5976156363945755,249.98612800397805,80589.6713392423,3.429
EOH3138,HHP,4.0,2.961,0.0,0.9889431148924324,0.9827146399329278,0.0061502958460703,35535698.07291883,6.977658070739116,162.59380443282984,218555.05624508104,2.961
EOH3143,HHP,4.0,1.753,0.0,1.0,1.0,0.0081002363892741,21830145.4572493,12.728704688602512,123.45318728279914,176829.33861595744,1.753
EOH3148,HHP,4.0,3.429,0.0,0.8947671865678938,0.7836864669014639,0.004664999689931,38472670.40001366,1.8803445314919665,214.36228648812428,179474.9954868813,3.429
EOH3151,HHP,4.0,2.76,0.0,0.9958037382826159,0.9542288699445026,0.0069343249700564,15110414.490556808,5.245113797519795,144.21014364313336,104780.52450977014,2.76
EOH3158,HHP,4.0,3.429,0.0,0.6249226986325089,0.5337776833665352,0.0032165367590406,120026188.10869405,1.0000118177512282e-06,310.89338469064194,386068.64609913615,3.429
EOH3166,HHP,4.0,3.429,0.0,0.544698455084522,0.47194497413886566,0.0028162705287721,29317144.921309303,9.210943046337285,355.07952442196745,82565.01122962404,3.429
EOH3167,HHP,4.0,3.429,0.0,0.9009616245772104,0.8085552491296022,0.0046552127056178,54184492.48600544,4.81667667076127,214.81295554835202,252240.33786830475,3.429
EOH3176,HHP,4.0,3.429,0.0,0.9118149275355503,0.8001624573773911,0.0049228586144993,29097665.051745445,1.0005395944783644e-06,203.13400776018614,143243.6910618003,3.429
EOH3177,HHP,4.0,3.429,0.0,0.6605845694402712,0.5502771170875337,0.0030330720690845,208618960.64223543,11.752016216544591,329.6987269748058,632756.3426054029,3.429
