time,Q_hp,Q_bo,Tin,T_set,T_low,T_high,total_heat_W,total_heat_kW
2022-02-09 00:00:00,4000.0,0.0,18.13,18.0,15.0,,4000.0,4.0
2022-02-09 00:30:00,4000.0,0.0,18.233236751627047,18.0,15.0,,4000.0,4.0
2022-02-09 01:00:00,4000.0,0.0,18.33605626155687,18.0,15.0,,4000.0,4.0
2022-02-09 01:30:00,4000.0,0.0,18.438519182930765,18.0,15.0,,4000.0,4.0
2022-02-09 02:00:00,4000.0,0.0,18.540719359001393,18.0,15.0,,4000.0,4.0
2022-02-09 02:30:00,4000.0,0.0,18.641534574908455,18.0,15.0,,4000.0,4.0
2022-02-09 03:00:00,4000.0,0.0,18.739720997484397,18.0,15.0,,4000.0,4.0
2022-02-09 03:30:00,4000.0,0.0,18.834091795211556,18.0,15.0,,4000.0,4.0
2022-02-09 04:00:00,4000.0,0.0,18.923314964476067,18.0,15.0,,4000.0,4.0
2022-02-09 04:30:00,4000.0,0.0,19.009344346692348,18.0,15.0,,4000.0,4.0
2022-02-09 05:00:00,4000.0,0.0,19.094393525459832,18.0,15.0,,4000.0,4.0
2022-02-09 05:30:00,4000.0,16058.782280982447,19.177278201459437,18.0,15.0,,20058.782280982447,20.058782280982445
2022-02-09 06:00:00,4000.0,0.0,20.0,21.0,20.0,22.0,4000.0,4.0
2022-02-09 06:30:00,4000.0,0.0,20.071747311614455,21.0,20.0,22.0,4000.0,4.0
2022-02-09 07:00:00,4000.0,0.0,20.142689392046837,21.0,20.0,22.0,4000.0,4.0
2022-02-09 07:30:00,0.0,0.0,20.211755974303355,21.0,20.0,22.0,0.0,0.0
2022-02-09 08:00:00,588.3611885396627,0.0,20.092597465025822,21.0,20.0,22.0,588.3611885396627,0.5883611885396628
2022-02-09 08:30:00,0.0,0.0,20.0,21.0,20.0,22.0,0.0,0.0
2022-02-09 09:00:00,0.0,0.0,19.898408076313277,18.0,15.0,,0.0,0.0
2022-02-09 09:30:00,0.0,0.0,19.799388092322186,18.0,15.0,,0.0,0.0
2022-02-09 10:00:00,0.0,0.0,19.75005856860612,18.0,15.0,,0.0,0.0
2022-02-09 10:30:00,0.0,0.0,19.70261694267509,18.0,15.0,,0.0,0.0
2022-02-09 11:00:00,0.0,0.0,19.692492233300772,18.0,15.0,,0.0,0.0
2022-02-09 11:30:00,0.0,0.0,19.683252336665564,18.0,15.0,,0.0,0.0
2022-02-09 12:00:00,0.0,0.0,19.699111102383597,18.0,15.0,,0.0,0.0
2022-02-09 12:30:00,1218.4596961641,0.0,19.71527833419522,18.0,15.0,,1218.4596961641,1.2184596961641
2022-02-09 13:00:00,4000.0,0.0,19.788728493821292,18.0,15.0,,4000.0,4.0
2022-02-09 13:30:00,4000.0,0.0,19.987931033082162,18.0,15.0,,4000.0,4.0
2022-02-09 14:00:00,4000.0,0.0,20.173126060453622,18.0,15.0,,4000.0,4.0
2022-02-09 14:30:00,4000.0,0.0,20.357077879251875,18.0,15.0,,4000.0,4.0
2022-02-09 15:00:00,4000.0,0.0,20.511344325374818,18.0,15.0,,4000.0,4.0
2022-02-09 15:30:00,4000.0,0.0,20.66546473510429,18.0,15.0,,4000.0,4.0
2022-02-09 16:00:00,0.0,0.0,20.79096992339937,18.0,15.0,,0.0,0.0
2022-02-09 16:30:00,0.0,0.0,20.728573522812365,18.0,15.0,,0.0,0.0
2022-02-09 17:00:00,0.0,0.0,20.618320736722506,21.0,20.0,22.0,0.0,0.0
2022-02-09 17:30:00,0.0,0.0,20.506301943952856,21.0,20.0,22.0,0.0,0.0
2022-02-09 18:00:00,0.0,0.0,20.38018828395596,21.0,20.0,22.0,0.0,0.0
2022-02-09 18:30:00,0.0,0.0,20.253772798469164,21.0,20.0,22.0,0.0,0.0
2022-02-09 19:00:00,0.0,0.0,20.12730746420553,21.0,20.0,22.0,0.0,0.0
2022-02-09 19:30:00,2787.308134530796,0.0,20.0,21.0,20.0,22.0,2787.308134530796,2.787308134530796
2022-02-09 20:00:00,2796.5445044754297,0.0,20.0,21.0,20.0,22.0,2796.5445044754297,2.79654450447543
2022-02-09 20:30:00,2751.400449128012,0.0,20.0,21.0,20.0,22.0,2751.400449128012,2.751400449128012
2022-02-09 21:00:00,2761.674613448472,0.0,20.0,21.0,20.0,22.0,2761.674613448472,2.7616746134484718
2022-02-09 21:30:00,0.0,0.0,20.0,21.0,20.0,22.0,0.0,0.0
2022-02-09 22:00:00,4000.0,0.0,19.86873875531592,18.0,15.0,,4000.0,4.0
2022-02-09 22:30:00,4000.0,0.0,19.923028243886506,18.0,15.0,,4000.0,4.0
2022-02-09 23:00:00,4000.0,0.0,19.979664744267417,18.0,15.0,,4000.0,4.0
2022-02-09 23:30:00,4000.0,0.0,20.035014021910843,18.0,15.0,,4000.0,4.0
2022-02-10 00:00:00,0.0,0.0,20.084963622408544,18.0,15.0,,0.0,0.0
2022-02-10 00:30:00,0.0,0.0,19.94777705263056,18.0,15.0,,0.0,0.0
2022-02-10 01:00:00,0.0,0.0,19.813860868267575,18.0,15.0,,0.0,0.0
2022-02-10 01:30:00,114.69540813755661,0.0,19.68301856378969,18.0,15.0,,114.69540813755661,0.11469540813755662
2022-02-10 02:00:00,4000.0,0.0,19.560373831424474,18.0,15.0,,4000.0,4.0
2022-02-10 02:30:00,4000.0,0.0,19.617634748034916,18.0,15.0,,4000.0,4.0
2022-02-10 03:00:00,4000.0,0.0,19.67048622370127,18.0,15.0,,4000.0,4.0
2022-02-10 03:30:00,4000.0,0.0,19.72194324217441,18.0,15.0,,4000.0,4.0
2022-02-10 04:00:00,4000.0,0.0,19.77545062658526,18.0,15.0,,4000.0,4.0
2022-02-10 04:30:00,4000.0,0.0,19.830964779076787,18.0,15.0,,4000.0,4.0
2022-02-10 05:00:00,4000.0,0.0,19.88845682759335,18.0,15.0,,4000.0,4.0
2022-02-10 05:30:00,4000.0,0.0,19.94565949957611,18.0,15.0,,4000.0,4.0
2022-02-10 06:00:00,4000.0,0.0,20.0,21.0,20.0,22.0,4000.0,4.0
2022-02-10 06:30:00,4000.0,0.0,20.053550210353173,21.0,20.0,22.0,4000.0,4.0
