time,Q_hp,Q_bo,Tin,T_set,T_low,T_high,total_heat_W,total_heat_kW
2022-02-09 00:00:00,4000.0,0.0,18.13,18.0,15.0,,4000.0,4.0
2022-02-09 00:30:00,4000.0,0.0,18.185833735043527,18.0,15.0,,4000.0,4.0
2022-02-09 01:00:00,4000.0,0.0,18.241556184894616,18.0,15.0,,4000.0,4.0
2022-02-09 01:30:00,4000.0,0.0,18.297253314448557,18.0,15.0,,4000.0,4.0
2022-02-09 02:00:00,4000.0,0.0,18.3530596357222,18.0,15.0,,4000.0,4.0
2022-02-09 02:30:00,4000.0,0.0,18.40732067473238,18.0,15.0,,4000.0,4.0
2022-02-09 03:00:00,4000.0,0.0,18.458208724598894,18.0,15.0,,4000.0,4.0
2022-02-09 03:30:00,4000.0,0.0,18.50398610337781,18.0,15.0,,4000.0,4.0
2022-02-09 04:00:00,4000.0,0.0,18.542707450800503,18.0,15.0,,4000.0,4.0
2022-02-09 04:30:00,4000.0,0.0,18.577266665008704,18.0,15.0,,4000.0,4.0
2022-02-09 05:00:00,4000.0,211.6881220679844,18.61092970508133,18.0,15.0,,4211.688122067984,4.211688122067985
2022-02-09 05:30:00,4000.0,30000.0,18.651285098900846,18.0,15.0,,34000.0,34.0
2022-02-09 06:00:00,4000.0,0.0,20.0,21.0,20.0,22.0,4000.0,4.0
2022-02-09 06:30:00,4000.0,0.0,20.009519669697458,21.0,20.0,22.0,4000.0,4.0
2022-02-09 07:00:00,4000.0,0.0,20.018514520809493,21.0,20.0,22.0,4000.0,4.0
2022-02-09 07:30:00,3354.9278101014843,0.0,20.025407453272933,21.0,20.0,22.0,3354.9278101014843,3.354927810101484
2022-02-09 08:00:00,3976.3414186319364,0.0,20.0,21.0,20.0,22.0,3976.3414186319364,3.9763414186319364
2022-02-09 08:30:00,2764.540899771385,0.0,20.0,21.0,20.0,22.0,2764.540899771385,2.7645408997713847
2022-02-09 09:00:00,4000.0,0.0,19.963207940210516,18.0,15.0,,4000.0,4.0
2022-02-09 09:30:00,4000.0,0.0,19.9839712126685,18.0,15.0,,4000.0,4.0
2022-02-09 10:00:00,4000.0,0.0,20.05357460758713,18.0,15.0,,4000.0,4.0
2022-02-09 10:30:00,4000.0,0.0,20.12469421342483,18.0,15.0,,4000.0,4.0
2022-02-09 11:00:00,4000.0,0.0,20.22953382013863,18.0,15.0,,4000.0,4.0
2022-02-09 11:30:00,4000.0,0.0,20.33445637947626,18.0,15.0,,4000.0,4.0
2022-02-09 12:00:00,4000.0,0.0,20.464062821275324,18.0,15.0,,4000.0,4.0
2022-02-09 12:30:00,4000.0,0.0,20.592917430264063,18.0,15.0,,4000.0,4.0
2022-02-09 13:00:00,4000.0,0.0,20.719654023065914,18.0,15.0,,4000.0,4.0
2022-02-09 13:30:00,4000.0,0.0,20.841408728161532,18.0,15.0,,4000.0,4.0
2022-02-09 14:00:00,4000.0,0.0,20.949026775317247,18.0,15.0,,4000.0,4.0
2022-02-09 14:30:00,4000.0,0.0,21.05563851024397,18.0,15.0,,4000.0,4.0
2022-02-09 15:00:00,4000.0,0.0,21.135100821088905,18.0,15.0,,4000.0,4.0
2022-02-09 15:30:00,4000.0,0.0,21.21514113241424,18.0,15.0,,4000.0,4.0
2022-02-09 16:00:00,0.0,0.0,21.267887975577228,18.0,15.0,,0.0,0.0
