Dwelling ID,Device(HHP/mHP+capacity),Tariff Type,Weather(mild/extreme),Peak Electricity Consumption (Feb 11) 1600-1900,Total Electricity Consumption (Feb10-12),Total gas Consumption (Feb10-12),R(K/W),C(J/K),g(m^2)
EOH1588,HHP 4 kW,Time-of-use,extreme,0.0,70.286,163.514,0.0037850198036128,130527321.2690991,1.0015758469973537e-06
EOH1602,HHP 4 kW,Time-of-use,extreme,0.0,63.505,2.673,0.0064182186107134,63761943.40170234,2.606135480594494
EOH1614,HHP 4 kW,Time-of-use,extreme,0.0,46.951,0.0,0.0081011720943789,27943301.826477807,5.508740117405007
EOH1628,HHP 4 kW,Time-of-use,extreme,0.0,64.785,10.683,0.0062237307692245,96229533.9482725,1.001278486350261e-06
EOH1637,HHP 4 kW,Time-of-use,extreme,0.0,64.956,111.266,0.0044445940936378,22292095.92614524,1.0016475302366908e-06
EOH1646,HHP 4 kW,Time-of-use,extreme,0.0,61.848,3.375,0.006238772148189,23725124.08064752,6.157613803752952
EOH1660,HHP 4 kW,Time-of-use,extreme,0.0,70.286,106.377,0.0043511178331933,60361841.29237223,1.000548025258688e-06
EOH1662,HHP 4 kW,Time-of-use,extreme,0.0,68.735,63.89,0.0049035009409132,28678127.64930965,1.0661019510447407
EOH1663,HHP 4 kW,Time-of-use,extreme,0.0,64.053,41.439,0.0044138734905438,50355111.29851444,20.91325672165404
EOH1664,HHP 4 kW,Time-of-use,extreme,0.0,47.159,0.0,0.0082859591331774,25625162.1332036,4.248223988439425
EOH1666,HHP 4 kW,Time-of-use,extreme,0.0,70.266,76.395,0.0038473476944812,72502954.64316767,19.962867617886538
EOH1671,HHP 4 kW,Time-of-use,extreme,0.0,21.026,0.0,0.0169665470577098,9447074.529977595,3.0175153388136664
EOH1684,HHP 4 kW,Time-of-use,extreme,0.0,29.143,0.0,0.0106227606769423,45526291.8676243,10.90182696193774
EOH1685,HHP 4 kW,Time-of-use,extreme,0.0,63.864,0.0,0.0062706026661344,151308402.2829135,3.59653546436782
EOH1699,HHP 4 kW,Time-of-use,extreme,0.0,61.503,0.0,0.0060196769317195,159890028.2744268,7.461494104234823
EOH1700,HHP 4 kW,Time-of-use,extreme,0.0,61.266,5.339,0.006895082677227,24600556.60734118,1.0003962751033091e-06
EOH1703,HHP 4 kW,Time-of-use,extreme,0.0,63.736,3.967,0.0062374057092305,27926572.06013603,4.271497625275603
EOH1704,HHP 4 kW,Time-of-use,extreme,0.0,54.314,0.0,0.0079068890402849,43418364.097831234,1.0022351964685542e-06
EOH1705,HHP 4 kW,Time-of-use,extreme,0.0,60.24,1.391,0.0069695256440922,32740672.064575206,1.1660602852799824
EOH1708,HHP 4 kW,Time-of-use,extreme,0.0,59.081,0.417,0.0071135725488405,33770103.55232829,1.2748346982879202
EOH1711,HHP 4 kW,Time-of-use,extreme,0.0,62.695,2.75,0.0067821627951821,65804313.25965666,1.0023225132108603e-06
EOH1712,HHP 4 kW,Time-of-use,extreme,0.0,70.286,137.419,0.0039997371428159,47820944.72625748,1.003704590951977e-06
EOH1718,HHP 4 kW,Time-of-use,extreme,0.0,58.81,55.804,0.0056301751868568,15479919.67182342,0.9431602321616088
EOH1725,HHP 4 kW,Time-of-use,extreme,0.0,55.071,0.0,0.0073104060684853,29805688.750498887,3.478219649257708
EOH1738,HHP 4 kW,Time-of-use,extreme,0.0,70.286,102.476,0.0040232868459944,45862154.92548893,8.372579953102433
EOH1744,HHP 4 kW,Time-of-use,extreme,0.0,49.237,0.0,0.0086024543423076,55564528.797309525,0.5262198887784657
EOH1747,HHP 4 kW,Time-of-use,extreme,0.0,29.143,0.0,0.0105815697331313,76003754.62867059,11.1255262519418
EOH1753,HHP 4 kW,Time-of-use,extreme,0.0,70.286,277.234,0.0028111973058672,77593010.71476793,7.537473719705525
EOH1760,HHP 4 kW,Time-of-use,extreme,0.0,27.234,0.0,0.0143316792802397,53448507.08146976,1.002435730035946e-06
EOH1761,HHP 4 kW,Time-of-use,extreme,0.0,70.286,112.174,0.0039416547635237,38518130.53357261,7.803956924729697
EOH1764,HHP 4 kW,Time-of-use,extreme,0.0,70.286,326.229,0.0026879148539841,121913231.96898362,2.718244232057204
EOH1765,HHP 4 kW,Time-of-use,extreme,0.0,26.694,0.0,0.0143744707816335,17683915.140021835,2.31567907259228
EOH1769,HHP 4 kW,Time-of-use,extreme,0.0,70.187,80.544,0.0044030002837283,31215680.034638096,5.295039816824239
EOH1771,HHP 4 kW,Time-of-use,extreme,0.0,66.841,35.24,0.0052141278372465,25916199.886510056,5.427015341502176
EOH1775,HHP 4 kW,Time-of-use,extreme,0.0,47.457,5.636,0.0077069352371128,12905368.709993651,6.0149621505022886
EOH1783,HHP 4 kW,Time-of-use,extreme,0.0,33.639,0.0,0.0115567171695963,14488289.701202026,3.4448777322441217
EOH1794,HHP 4 kW,Time-of-use,extreme,0.0,70.286,233.269,0.0031414084539903,67911426.6266352,3.4598147761977742
EOH1811,HHP 4 kW,Time-of-use,extreme,0.0,29.008,0.0,0.0128563890035591,25324902.544813223,4.022846949385013
EOH1816,HHP 4 kW,Time-of-use,extreme,0.0,39.942,0.0,0.0107372389250457,29480327.73509793,1.000053220564081e-06
EOH1818,HHP 4 kW,Time-of-use,extreme,0.0,67.279,25.869,0.0049383496235197,56846086.61999726,12.181593115116366
EOH1834,HHP 4 kW,Time-of-use,extreme,0.0,70.286,151.523,0.0034565990236982,48021086.96683484,12.20284664093294
EOH1837,HHP 4 kW,Time-of-use,extreme,0.0,61.643,2.98,0.0066965230408673,22574031.11844369,2.0813113469759865
EOH1839,HHP 4 kW,Time-of-use,extreme,0.0,65.886,0.0,0.0059052123576311,159643071.2936214,1.0049865582118824e-06
EOH1847,HHP 4 kW,Time-of-use,extreme,0.0,28.44,0.0,0.0141973242385332,11866695.940893767,1.1985107595766844
EOH1852,HHP 4 kW,Time-of-use,extreme,0.0,70.097,83.646,0.0045637144226617,48286157.75494622,1.4579297296781557
EOH1870,HHP 4 kW,Time-of-use,extreme,0.0,70.286,128.091,0.0037566567787482,98975202.85700414,9.41570897965648
EOH1876,HHP 4 kW,Time-of-use,extreme,0.0,70.286,137.961,0.0030975518582258,108121855.17599162,29.999999992009805
EOH1885,HHP 4 kW,Time-of-use,extreme,0.0,70.286,74.569,0.0035795280651864,195624455.17776,20.466996587490726
EOH1886,HHP 4 kW,Time-of-use,extreme,0.0,70.286,348.3,0.0021960563713951,93716582.16496424,29.99999999754375
EOH1888,HHP 4 kW,Time-of-use,extreme,0.0,57.822,0.536,0.0074096615311569,31660813.30330041,0.1815412778150291
EOH1891,HHP 4 kW,Time-of-use,extreme,0.0,63.459,24.125,0.006156795688211,19682273.58976411,1.0008940300383369e-06
EOH1893,HHP 4 kW,Time-of-use,extreme,0.0,51.906,0.0,0.0071758992000512,40934916.47598168,7.261991518962903
EOH1904,HHP 4 kW,Time-of-use,extreme,0.0,70.286,398.114,0.002412567274299,113968207.58602913,1.6092536639172488
EOH1912,HHP 4 kW,Time-of-use,extreme,0.0,47.108,0.0,0.0069206129161061,51082109.16479016,13.74902672773699
EOH1925,HHP 4 kW,Time-of-use,extreme,0.0,58.114,0.0,0.0070884198321959,62691264.62242973,2.2482394480501102
EOH1927,HHP 4 kW,Time-of-use,extreme,0.0,67.972,29.285,0.0054664102017365,57537851.17305262,2.9367764477265634
EOH1934,HHP 4 kW,Time-of-use,extreme,0.0,48.803,0.0,0.0082459978867544,39303641.987885766,2.938962369905947
EOH1935,HHP 4 kW,Time-of-use,extreme,0.0,40.638,0.0,0.0105543436219187,27769014.3326931,1.0002835981134088e-06
EOH1940,HHP 4 kW,Time-of-use,extreme,0.0,49.916,0.0,0.0086169148267312,23617970.61175512,1.0011100033348277e-06
EOH1942,HHP 4 kW,Time-of-use,extreme,0.0,68.047,49.346,0.0051899423289901,36668492.75378093,1.0028279143764958
EOH1944,HHP 4 kW,Time-of-use,extreme,0.0,67.937,51.322,0.0052291420266017,30609403.014138494,1.0007208047031804e-06
EOH1947,HHP 4 kW,Time-of-use,extreme,0.0,51.665,0.0,0.0083217635648896,28885994.05231548,1.0009545785410002e-06
EOH1960,HHP 4 kW,Time-of-use,extreme,0.0,67.479,38.882,0.0054272883597008,32758464.085263044,0.8498867078395317
EOH1965,HHP 4 kW,Time-of-use,extreme,0.0,70.286,118.937,0.0038304963859832,67850948.88992779,9.453819104368204
EOH1970,HHP 4 kW,Time-of-use,extreme,0.0,54.945,0.794,0.0063010939509512,43481480.65449878,12.131772769588858
EOH1977,HHP 4 kW,Time-of-use,extreme,0.0,70.286,159.861,0.0034626190192538,91400235.09309648,10.516358305186955
EOH1980,HHP 4 kW,Time-of-use,extreme,0.0,67.936,301.705,0.0027073355164097,36666635.56864022,5.24609785659835
EOH1985,HHP 4 kW,Time-of-use,extreme,0.0,54.148,0.0,0.0068092495276513,27492468.04207369,8.32473545773512
EOH1986,HHP 4 kW,Time-of-use,extreme,0.0,70.286,113.676,0.0037707533195664,72644704.84680638,12.497621005837342
EOH1988,HHP 4 kW,Time-of-use,extreme,0.0,68.178,55.727,0.0051395242802561,39642382.043458894,1.0001594596125462e-06
EOH1993,HHP 4 kW,Time-of-use,extreme,0.0,65.571,15.614,0.0058562278541233,41255803.906081095,3.0882949302358007
EOH2007,HHP 4 kW,Time-of-use,extreme,0.0,61.718,9.553,0.0063687402595638,21434671.28767346,3.297084358880812
EOH2011,HHP 4 kW,Time-of-use,extreme,0.0,67.79,21.638,0.0056034871503375,111954002.3553758,1.0003075902101889e-06
EOH2012,HHP 4 kW,Time-of-use,extreme,0.0,70.286,244.335,0.0026614627810654,109874107.39270392,24.48309279138684
EOH2017,HHP 4 kW,Time-of-use,extreme,0.0,67.134,34.559,0.0055953313623192,43723751.3245023,1.000128117100125e-06
EOH2021,HHP 4 kW,Time-of-use,extreme,0.0,37.664,0.0,0.0110303626548663,38757834.03404027,1.101399242787268
EOH2022,HHP 4 kW,Time-of-use,extreme,0.0,44.381,0.0,0.0078189398602444,39044316.21554638,9.615614821621586
EOH2024,HHP 4 kW,Time-of-use,extreme,0.0,70.286,106.953,0.0042566403493263,121750951.58209588,1.92373380206399
EOH2025,HHP 4 kW,Time-of-use,extreme,0.0,56.855,0.0,0.007485225763444,64892670.15260123,0.4283246913394591
EOH2036,HHP 4 kW,Time-of-use,extreme,0.0,32.734,0.0,0.0126270300774159,45132558.15231712,0.7640448051078994
EOH2038,HHP 4 kW,Time-of-use,extreme,0.0,70.286,238.79,0.0030937000059051,58736753.29515757,3.696360483506549
EOH2045,HHP 4 kW,Time-of-use,extreme,0.0,59.864,10.272,0.0064884072432266,19389263.162355453,3.5524396475184985
EOH2049,HHP 4 kW,Time-of-use,extreme,0.0,69.904,39.541,0.0046196033827947,42090591.81106349,11.894334920522985
EOH2052,HHP 4 kW,Time-of-use,extreme,0.0,66.947,30.603,0.0056795682016935,36700485.57609524,0.156351919958614
EOH2058,HHP 4 kW,Time-of-use,extreme,0.0,65.245,8.487,0.0056787986264627,84167211.94006258,6.891085199668704
EOH2070,HHP 4 kW,Time-of-use,extreme,0.0,70.286,360.232,0.0021655037730232,112597241.10548273,29.99999999879286
EOH2074,HHP 4 kW,Time-of-use,extreme,0.0,33.644,0.0,0.0092681239535971,65670369.77495188,9.414447307156008
EOH2088,HHP 4 kW,Time-of-use,extreme,0.0,55.44,0.0,0.0077460710408432,47529963.979601294,1.0022431157884095e-06
EOH2089,HHP 4 kW,Time-of-use,extreme,0.0,69.659,42.042,0.0052601240387185,98424912.92855737,1.1488865899708307e-06
EOH2094,HHP 4 kW,Time-of-use,extreme,0.0,66.947,45.691,0.0042946292908804,42127735.66199022,19.89105111726016
EOH2097,HHP 4 kW,Time-of-use,extreme,0.0,69.653,55.201,0.0046656474151095,53903744.18453817,6.947729827495531
EOH2122,HHP 4 kW,Time-of-use,extreme,0.0,70.286,84.247,0.0041592256438749,40401850.65407329,9.76204621450033
EOH2125,HHP 4 kW,Time-of-use,extreme,0.0,57.102,29.111,0.0063068636215973,14196030.119367996,2.30314907238375
EOH2127,HHP 4 kW,Time-of-use,extreme,0.0,41.3,0.0,0.0086689350752363,88084278.69359303,5.776915409264594
EOH2128,HHP 4 kW,Time-of-use,extreme,0.0,60.189,1.667,0.0066786744650866,21155814.85790011,3.886072878665162
EOH2133,HHP 4 kW,Time-of-use,extreme,0.0,38.538,0.0,0.0092877988251442,37490538.62856769,6.987496068096248
EOH2137,HHP 4 kW,Time-of-use,extreme,0.0,49.028,0.0,0.0072750481070957,38653605.54336122,9.14200994426178
EOH2153,HHP 4 kW,Time-of-use,extreme,0.0,58.923,0.0,0.0054589820951521,94693128.06106032,17.637137110567238
EOH2155,HHP 4 kW,Time-of-use,extreme,0.0,64.722,6.815,0.0058864296819027,37044299.55504539,5.894628787118117
EOH2163,HHP 4 kW,Time-of-use,extreme,0.0,70.286,51.33,0.0045085417530178,95901740.04037794,8.37420253173951
EOH2166,HHP 4 kW,Time-of-use,extreme,0.0,47.497,0.0,0.0087461879506969,19030362.273120344,1.5248506425544015
EOH2168,HHP 4 kW,Time-of-use,extreme,0.0,62.518,269.84,0.0029706105348993,26130968.05344607,3.496824643866958
EOH2177,HHP 4 kW,Time-of-use,extreme,0.0,70.286,109.824,0.004323977223714,115102805.7079352,1.0000345840350289e-06
EOH2179,HHP 4 kW,Time-of-use,extreme,0.0,66.151,24.73,0.0058633788591629,56379574.98741301,1.0025512157548358e-06
EOH2198,HHP 4 kW,Time-of-use,extreme,0.0,70.286,84.536,0.0046400444142874,85509032.23805593,1.0008888329068832e-06
EOH2202,HHP 4 kW,Time-of-use,extreme,0.0,70.286,353.816,0.002429479689172,47398292.72085381,8.284078338407035
EOH2205,HHP 4 kW,Time-of-use,extreme,0.0,62.315,39.189,0.0058456718660526,17763041.60554297,0.2087648968969779
EOH2206,HHP 4 kW,Time-of-use,extreme,0.0,35.958,0.0,0.009149643460958,91322334.08658671,7.020685094778105
EOH2216,HHP 4 kW,Time-of-use,extreme,0.0,63.046,8.513,0.0057647504793084,45029050.30209744,8.164822252615055
EOH2234,HHP 4 kW,Time-of-use,extreme,0.0,58.339,0.894,0.0065210918081874,30917175.28514846,6.926711696711457
EOH2239,HHP 4 kW,Time-of-use,extreme,0.0,41.158,0.0,0.0080506506958478,16636176.420554793,11.273020310227793
EOH2241,HHP 4 kW,Time-of-use,extreme,0.0,55.554,20.939,0.0069703762371823,13928765.468923844,1.0004279655623427e-06
EOH2255,HHP 4 kW,Time-of-use,extreme,0.0,64.755,16.084,0.0062416281487002,35161809.26948621,1.0009629398563456e-06
EOH2262,HHP 4 kW,Time-of-use,extreme,0.0,69.845,79.734,0.0046027061348393,29617683.13932527,1.559211840271325
EOH2276,HHP 4 kW,Time-of-use,extreme,0.0,70.286,164.178,0.0037271730994103,41199544.09314812,0.2024961260548884
EOH2278,HHP 4 kW,Time-of-use,extreme,0.0,58.364,0.0,0.0069001239892348,42739881.572724976,3.6507721391184096
EOH2283,HHP 4 kW,Time-of-use,extreme,0.0,67.291,22.705,0.0055969617784728,69686485.70418085,2.940784022945603
EOH2285,HHP 4 kW,Time-of-use,extreme,0.0,23.796,0.0,0.009106582104531,94059470.96444307,23.96635592316812
EOH2303,HHP 4 kW,Time-of-use,extreme,0.0,37.495,0.0,0.0108133174709647,33609771.17706483,1.981263680436829
EOH2306,HHP 4 kW,Time-of-use,extreme,0.0,59.523,0.343,0.0067863906393469,20474284.191233654,3.900254818070024
EOH2308,HHP 4 kW,Time-of-use,extreme,0.0,70.286,188.992,0.0030021119769029,41474717.56083624,19.906950761601195
EOH2315,HHP 4 kW,Time-of-use,extreme,0.0,47.583,0.0,0.0052318890702554,98867145.01460014,29.99999999206732
EOH2320,HHP 4 kW,Time-of-use,extreme,0.0,70.286,124.224,0.0038220074475678,58068672.65244381,8.242724402514028
EOH2325,HHP 4 kW,Time-of-use,extreme,0.0,60.505,1.003,0.0065077386963568,31867836.631636374,5.105364474861181
EOH2329,HHP 4 kW,Time-of-use,extreme,0.0,47.434,0.0,0.0089189082367058,32112477.26007255,0.6083806834354294
EOH2333,HHP 4 kW,Time-of-use,extreme,0.0,66.693,30.313,0.0054765360454811,26012566.893498365,3.158857643980875
EOH2342,HHP 4 kW,Time-of-use,extreme,0.0,62.983,12.215,0.0045242027180183,69216114.54790998,24.44626844910664
EOH2359,HHP 4 kW,Time-of-use,extreme,0.0,52.912,0.0,0.0074120612775918,22820340.07174229,4.734533244555434
EOH2361,HHP 4 kW,Time-of-use,extreme,0.0,70.286,253.328,0.0031074850744123,75846631.90449749,1.0007121204371058e-06
EOH2366,HHP 4 kW,Time-of-use,extreme,0.0,70.286,118.147,0.0042079829998515,49576019.47888383,1.000203177201138e-06
EOH2386,HHP 4 kW,Time-of-use,extreme,0.0,61.716,5.754,0.0068180202951272,32311052.80382068,1.0020776267255964e-06
EOH2397,HHP 4 kW,Time-of-use,extreme,0.0,50.371,0.0,0.0074949905843891,32864658.10562037,6.334051935372315
EOH2403,HHP 4 kW,Time-of-use,extreme,0.0,55.104,0.0,0.0078149529744803,29661413.690252483,1.000177265811253e-06
EOH2409,HHP 4 kW,Time-of-use,extreme,0.0,36.722,0.0,0.0104295640059372,89804720.61706036,1.6266191648168276
EOH2412,HHP 4 kW,Time-of-use,extreme,0.0,70.286,39.86,0.0047028410110085,64074106.0900534,10.12577730661623
EOH2416,HHP 4 kW,Time-of-use,extreme,0.0,57.664,7.153,0.0068936600560863,18488423.74656035,2.701857380479292
EOH2418,HHP 4 kW,Time-of-use,extreme,0.0,66.597,24.22,0.0056424994659909,35669930.05968807,2.5780730218562664
EOH2422,HHP 4 kW,Time-of-use,extreme,0.0,70.286,252.756,0.0027147320462199,87370433.99358627,19.05061017912504
EOH2434,HHP 4 kW,Time-of-use,extreme,0.0,55.078,26.712,0.0048857655212919,39057426.92342816,23.50766187629273
EOH2436,HHP 4 kW,Time-of-use,extreme,0.0,70.286,200.617,0.0033816276428224,54105427.25734364,2.2964861000174013
EOH2439,HHP 4 kW,Time-of-use,extreme,0.0,53.47,0.0,0.0080402081691842,33524816.16380228,1.0000210393345195e-06
EOH2450,HHP 4 kW,Time-of-use,extreme,0.0,70.286,439.399,0.0023120745866107,224554527.19302863,1.0051578364205382e-06
EOH2468,HHP 4 kW,Time-of-use,extreme,0.0,49.036,0.0,0.0081482961920923,34806964.49562557,3.3155571227852465
EOH2481,HHP 4 kW,Time-of-use,extreme,0.0,45.349,0.0,0.0086255391432674,39293844.86106506,3.9799701305582578
EOH2484,HHP 4 kW,Time-of-use,extreme,0.0,42.138,0.0,0.0101750295433043,29214051.459781576,1.0012596835740122e-06
EOH2497,HHP 4 kW,Time-of-use,extreme,0.0,68.837,0.0,0.0051038930084387,159556297.49147677,10.540552124596193
EOH2499,HHP 4 kW,Time-of-use,extreme,0.0,48.814,5.434,0.0081440244936542,13666796.10532564,2.1856805309217258
EOH2504,HHP 4 kW,Time-of-use,extreme,0.0,67.564,28.618,0.0054108940109512,52472069.29918705,3.808601203281695
EOH2505,HHP 4 kW,Time-of-use,extreme,0.0,70.286,153.94,0.0037247643302504,58789047.44911285,3.4308191324203667
EOH2508,HHP 4 kW,Time-of-use,extreme,0.0,65.828,14.692,0.0056863558693461,36640900.85520323,5.181966631750771
EOH2510,HHP 4 kW,Time-of-use,extreme,0.0,62.372,2.109,0.0068512385057791,47795373.68313551,2.007752133557469e-06
EOH2516,HHP 4 kW,Time-of-use,extreme,0.0,45.85,0.0,0.0076893334944484,25082289.63695952,9.142053394928878
EOH2523,HHP 4 kW,Time-of-use,extreme,0.0,49.765,8.075,0.0078700706106373,13178589.84409667,2.2541788691074505
EOH2526,HHP 4 kW,Time-of-use,extreme,0.0,63.701,2.373,0.006185923612326,50612738.55316224,4.955938930775243
EOH2531,HHP 4 kW,Time-of-use,extreme,0.0,55.474,0.0,0.0077519300622202,37123474.326316826,1.0000759115918657e-06
EOH2537,HHP 4 kW,Time-of-use,extreme,0.0,68.204,21.909,0.0053142617177502,89631761.97426549,5.644895973763971
EOH2541,HHP 4 kW,Time-of-use,extreme,0.0,70.286,124.161,0.0040445865491364,32370391.999323,1.819005348906445
EOH2544,HHP 4 kW,Time-of-use,extreme,0.0,70.286,198.659,0.0032899967862783,76740727.08468828,6.659508735119879
EOH2549,HHP 4 kW,Time-of-use,extreme,0.0,65.674,36.917,0.0056484225203296,22746623.31779989,1.0003248546603364e-06
EOH2561,HHP 4 kW,Time-of-use,extreme,0.0,55.075,0.0,0.0072836568062308,24829656.03709979,3.737776853444698
EOH2564,HHP 4 kW,Time-of-use,extreme,0.0,56.914,0.0,0.0075626210482834,36073591.10308088,1.0017132117522996e-06
EOH2568,HHP 4 kW,Time-of-use,extreme,0.0,69.998,77.579,0.0045929969491209,35236350.159353726,2.3480918797825376
EOH2577,HHP 4 kW,Time-of-use,extreme,0.0,70.286,306.376,0.0024109359915214,162718569.10952473,25.17233484164126
EOH2578,HHP 4 kW,Time-of-use,extreme,0.0,70.286,119.502,0.0041888613565061,45094010.29070629,1.002748865149717e-06
EOH2586,HHP 4 kW,Time-of-use,extreme,0.0,70.286,214.774,0.0027355160719571,112346342.08803244,27.865211964122704
EOH2595,HHP 4 kW,Time-of-use,extreme,0.0,67.77,378.358,0.0024579591574702,37965613.41151945,1.0000371389109155e-06
EOH2602,HHP 4 kW,Time-of-use,extreme,0.0,64.484,0.0,0.0061447451271858,147754825.65959817,2.6525236544391446
EOH2612,HHP 4 kW,Time-of-use,extreme,0.0,41.073,0.0,0.0093651125397215,16391890.761382656,4.337275263918734
EOH2613,HHP 4 kW,Time-of-use,extreme,0.0,32.688,0.0,0.0115825487294153,20630191.529125027,4.304233086172317
EOH2619,HHP 4 kW,Time-of-use,extreme,0.0,67.743,19.475,0.0053392176715487,60967808.1714455,7.549498571468741
EOH2625,HHP 4 kW,Time-of-use,extreme,0.0,68.974,54.088,0.0051451989095581,53016048.74040696,1.001192316620456e-06
EOH2637,HHP 4 kW,Time-of-use,extreme,0.0,56.277,19.095,0.0067514313052072,15422644.776215073,1.754301480120796
EOH2640,HHP 4 kW,Time-of-use,extreme,0.0,59.727,26.617,0.0052301815147195,21764771.60053422,13.670042184047078
EOH2648,HHP 4 kW,Time-of-use,extreme,0.0,25.459,0.0,0.0136321101435038,31713056.276699223,5.684259459648339
EOH2672,HHP 4 kW,Time-of-use,extreme,0.0,70.286,48.748,0.0040846291617204,129574131.960451,15.63576062157934
EOH2675,HHP 4 kW,Time-of-use,extreme,0.0,70.286,221.199,0.0033321714726338,115961603.30637904,1.0004337693779687e-06
EOH2679,HHP 4 kW,Time-of-use,extreme,0.0,70.286,330.279,0.0026373994641744,55219599.0950422,2.255261951578818
EOH2689,HHP 4 kW,Time-of-use,extreme,0.0,67.577,43.719,0.0053901016333985,39341561.82294734,1.0009334643779962e-06
EOH2690,HHP 4 kW,Time-of-use,extreme,0.0,58.894,1.275,0.0072316753295157,33585166.79526848,0.319197301967873
EOH2699,HHP 4 kW,Time-of-use,extreme,0.0,70.286,126.046,0.0040111004661157,48528645.11042251,2.65091262108816
EOH2700,HHP 4 kW,Time-of-use,extreme,0.0,66.05,182.658,0.003452936810812,29163791.706874195,6.397620603913657
EOH2713,HHP 4 kW,Time-of-use,extreme,0.0,62.511,788.471,0.0014798462395315,36541299.694576256,1.000111577084748e-06
EOH2714,HHP 4 kW,Time-of-use,extreme,0.0,70.286,105.989,0.0040842098039659,47579243.60697601,5.989585541594852
EOH2716,HHP 4 kW,Time-of-use,extreme,0.0,70.286,136.857,0.0039028579135511,133658412.47003666,3.379808555411285
EOH2717,HHP 4 kW,Time-of-use,extreme,0.0,65.204,0.0,0.0047395829816033,134976280.46933773,22.27185018606925
EOH2728,HHP 4 kW,Time-of-use,extreme,0.0,63.791,0.0,0.0064368590519057,152767638.1611292,1.3429959334219872
EOH2734,HHP 4 kW,Time-of-use,extreme,0.0,70.286,331.618,0.0026055733846534,66500790.54379681,4.469008343679767
EOH2739,HHP 4 kW,Time-of-use,extreme,0.0,70.267,113.802,0.0042274152544618,26993766.377966657,1.0003795131164009e-06
EOH2750,HHP 4 kW,Time-of-use,extreme,0.0,58.47,0.0,0.0073386927254299,75641280.63180254,1.4252365095695895e-06
EOH2754,HHP 4 kW,Time-of-use,extreme,0.0,43.98,0.0,0.0074390807744606,37889734.369230896,12.650570850524884
EOH2758,HHP 4 kW,Time-of-use,extreme,0.0,59.795,0.0,0.0045995152967056,173463778.84616658,29.99999999775607
EOH2765,HHP 4 kW,Time-of-use,extreme,0.0,70.286,268.988,0.0025853940626676,74122047.47628142,22.03078565426772
EOH2778,HHP 4 kW,Time-of-use,extreme,0.0,44.05,0.0,0.0072238914511715,136337158.0451983,10.00652359582171
EOH2799,HHP 4 kW,Time-of-use,extreme,0.0,55.209,0.0,0.0076102492598057,57189526.11407384,1.0752914238810298
EOH2804,HHP 4 kW,Time-of-use,extreme,0.0,70.286,212.842,0.0032036994778478,38272126.938975625,4.82247653819267
EOH2808,HHP 4 kW,Time-of-use,extreme,0.0,59.79,5.607,0.0070540583599968,20190981.05513664,1.0003909609310078e-06
EOH2810,HHP 4 kW,Time-of-use,extreme,0.0,20.391,0.0,0.0198946162522212,23269770.43327996,0.4804478740796475
EOH2831,HHP 4 kW,Time-of-use,extreme,0.0,62.148,0.38,0.0062285679415291,52190356.80774435,6.450078145330147
EOH2837,HHP 4 kW,Time-of-use,extreme,0.0,69.714,0.0,0.0045484016493435,176141790.4678759,18.745897908531788
EOH2847,HHP 4 kW,Time-of-use,extreme,0.0,66.491,24.384,0.0057070665926356,35929181.35397358,1.8143929443468407
EOH2852,HHP 4 kW,Time-of-use,extreme,0.0,70.286,302.849,0.0028029025091522,49337733.016048364,1.005073715509846e-06
EOH2868,HHP 4 kW,Time-of-use,extreme,0.0,64.452,0.0,0.0044350005001755,187862743.7440644,29.99999999615575
EOH2873,HHP 4 kW,Time-of-use,extreme,0.0,62.538,2.419,0.0068058213236852,70093116.2711398,1.0005440428477695e-06
EOH2887,HHP 4 kW,Time-of-use,extreme,0.0,67.342,70.008,0.0038279254047217,52940588.26192884,24.866750130685
EOH2888,HHP 4 kW,Time-of-use,extreme,0.0,55.307,0.0,0.0077765582493699,35838617.55488079,1.0082086037698315e-06
EOH2892,HHP 4 kW,Time-of-use,extreme,0.0,65.535,15.557,0.0058674758635675,53772382.98090956,2.841975151080784
EOH2897,HHP 4 kW,Time-of-use,extreme,0.0,47.874,2.765,0.0083251542633576,13289168.676347982,2.745300930153416
EOH2919,HHP 4 kW,Time-of-use,extreme,0.0,66.211,32.384,0.0054381374624084,23295662.527942862,3.54524195782888
EOH2922,HHP 4 kW,Time-of-use,extreme,0.0,48.396,0.0,0.0049208970090525,190716446.1935534,29.999999997818367
EOH2931,HHP 4 kW,Time-of-use,extreme,0.0,40.393,0.0,0.0098886539147108,21963397.81596828,2.7190218014703293
EOH2933,HHP 4 kW,Time-of-use,extreme,0.0,65.373,13.052,0.0058848577440438,30160494.028682545,3.8088377499551656
EOH2934,HHP 4 kW,Time-of-use,extreme,0.0,55.941,3.795,0.0061926664806786,30352878.75673513,11.575187989805473
EOH2945,HHP 4 kW,Time-of-use,extreme,0.0,70.286,103.597,0.003917471346821,70612917.32638511,11.019192052274034
EOH2951,HHP 4 kW,Time-of-use,extreme,0.0,70.286,172.91,0.0033520318518797,40183932.56345253,9.955234479518673
EOH2953,HHP 4 kW,Time-of-use,extreme,0.0,70.286,144.177,0.003828980070922,104341584.46474274,3.430073767995186
EOH2956,HHP 4 kW,Time-of-use,extreme,0.0,69.714,101.203,0.0033521772644247,85897320.4358095,29.999999996139508
EOH2962,HHP 4 kW,Time-of-use,extreme,0.0,70.286,206.938,0.0033850379987344,47968483.00811927,0.2936992834259143
