Dwelling ID,Device(HHP/mHP+capacity),Tariff Type,Weather(mild/extreme),Peak Electricity Consumption (Feb 11) 1600-1900,Total Electricity Consumption (Feb10-12),Total gas Consumption (Feb10-12),R(K/W),C(J/K),g(m^2)
EOH1415,mHP 7 kW,Time-of-use,mild,0.0,40.979,0.0,0.0056610367316676,76232563.5559647,15.09979770507482
EOH1416,mHP 7 kW,Time-of-use,mild,0.0,108.443,0.0,0.0027076371665957,83310535.54413804,9.155224528578971
EOH1423,mHP 7 kW,Time-of-use,mild,0.0,71.611,0.0,0.0036776662140461,23423947.30433424,15.703004051231666
EOH1446,mHP 7 kW,Time-of-use,mild,0.0,71.95,0.0,0.0045265845517112,66195014.99393064,1.0003274891864155e-06
EOH1457,mHP 7 kW,Time-of-use,mild,0.0,47.377,0.0,0.0061033930040928,51410857.38538057,3.1885289962660126
EOH1459,mHP 7 kW,Time-of-use,mild,0.0,54.256,0.0,0.0055331390828347,77143295.21772961,2.942881429122359
EOH1472,mHP 7 kW,Time-of-use,mild,0.0,63.329,0.0,0.0047209743151528,43962733.3508087,5.476674156423267
EOH1478,mHP 7 kW,Time-of-use,mild,0.0,48.489,0.0,0.006478536220664,33321207.69364995,1.0001568249618163e-06
EOH1484,mHP 7 kW,Time-of-use,mild,1.725,112.15,0.0,0.0028210006650333,110321701.94535106,0.0099852254453646
EOH1485,mHP 7 kW,Time-of-use,mild,0.0,66.682,0.0,0.0044800744149166,43671332.360722885,5.663137570608602
EOH1502,mHP 7 kW,Time-of-use,mild,0.0,75.313,0.0,0.0043240793881378,64198851.14301984,1.0006905675058404e-06
EOH1512,mHP 7 kW,Time-of-use,mild,0.0,37.437,0.0,0.0072190467328903,40487234.10434465,5.21618790699403
EOH1521,mHP 7 kW,Time-of-use,mild,0.0,34.305,0.0,0.0085336067101625,14241034.55595361,2.1567167768577806
EOH1530,mHP 7 kW,Time-of-use,mild,0.0,59.026,0.0,0.0055993896187785,49996501.66174627,1.006270122130712e-06
EOH1543,mHP 7 kW,Time-of-use,mild,0.0,45.654,0.0,0.0062526135343051,170977239.4887227,1.0010117614082415e-06
EOH1544,mHP 7 kW,Time-of-use,mild,0.0,65.983,0.0,0.0049440910334882,57994078.492606826,0.0733476394317338
EOH1562,mHP 7 kW,Time-of-use,mild,0.0,49.617,0.0,0.0059256670057636,116697389.23656444,1.000659043004098e-06
EOH1566,mHP 7 kW,Time-of-use,mild,0.0,58.603,0.0,0.0051528512616955,39967014.52492597,5.875020965464334
EOH1578,mHP 7 kW,Time-of-use,mild,0.0,45.18,0.0,0.0065324323752723,21722073.151207216,2.9678964251157884
EOH1585,mHP 7 kW,Time-of-use,mild,0.0,16.219,0.0,0.0199009860844082,48446842.05100152,1.0013572009008998e-06
EOH1588,mHP 7 kW,Time-of-use,mild,0.0,85.947,0.0,0.0037850198036128,130527321.2690991,1.0015758469973537e-06
EOH1602,mHP 7 kW,Time-of-use,mild,0.0,44.33,0.0,0.0064182186107134,63761943.40170234,2.606135480594494
EOH1614,mHP 7 kW,Time-of-use,mild,0.0,32.642,0.0,0.0081011720943789,27943301.826477807,5.508740117405007
EOH1628,mHP 7 kW,Time-of-use,mild,0.0,47.108,0.0,0.0062237307692245,96229533.9482725,1.001278486350261e-06
EOH1637,mHP 7 kW,Time-of-use,mild,0.0,73.828,0.0,0.0044445940936378,22292095.92614524,1.0016475302366908e-06
EOH1646,mHP 7 kW,Time-of-use,mild,0.0,45.214,0.0,0.006238772148189,23725124.08064752,6.157613803752952
EOH1660,mHP 7 kW,Time-of-use,mild,0.0,74.862,0.0,0.0043511178331933,60361841.29237223,1.000548025258688e-06
EOH1662,mHP 7 kW,Time-of-use,mild,0.0,65.793,0.0,0.0049035009409132,28678127.64930965,1.0661019510447407
EOH1663,mHP 7 kW,Time-of-use,mild,0.0,54.249,0.0,0.0044138734905438,50355111.29851444,20.91325672165404
EOH1664,mHP 7 kW,Time-of-use,mild,0.0,33.193,0.0,0.0082859591331774,25625162.1332036,4.248223988439425
EOH1666,mHP 7 kW,Time-of-use,mild,0.0,62.048,0.0,0.0038473476944812,72502954.64316767,19.962867617886538
EOH1671,mHP 7 kW,Time-of-use,mild,0.0,15.445,0.0,0.0169665470577098,9447074.529977595,3.0175153388136664
EOH1684,mHP 7 kW,Time-of-use,mild,0.0,18.696,0.0,0.0106227606769423,45526291.8676243,10.90182696193774
EOH1685,mHP 7 kW,Time-of-use,mild,0.0,44.653,0.0,0.0062706026661344,151308402.2829135,3.59653546436782
EOH1699,mHP 7 kW,Time-of-use,mild,0.0,44.71,0.0,0.0060196769317195,159890028.2744268,7.461494104234823
EOH1700,mHP 7 kW,Time-of-use,mild,0.0,44.79,0.0,0.006895082677227,24600556.60734118,1.0003962751033091e-06
EOH1703,mHP 7 kW,Time-of-use,mild,0.0,46.233,0.0,0.0062374057092305,27926572.06013603,4.271497625275603
EOH1704,mHP 7 kW,Time-of-use,mild,0.0,39.603,0.0,0.0079068890402849,43418364.097831234,1.0022351964685542e-06
EOH1705,mHP 7 kW,Time-of-use,mild,0.0,42.412,0.0,0.0069695256440922,32740672.064575206,1.1660602852799824
EOH1708,mHP 7 kW,Time-of-use,mild,0.0,41.803,0.0,0.0071135725488405,33770103.55232829,1.2748346982879202
EOH1711,mHP 7 kW,Time-of-use,mild,0.0,43.415,0.0,0.0067821627951821,65804313.25965666,1.0023225132108603e-06
EOH1712,mHP 7 kW,Time-of-use,mild,0.0,81.561,0.0,0.0039997371428159,47820944.72625748,1.003704590951977e-06
EOH1718,mHP 7 kW,Time-of-use,mild,0.0,54.829,0.0,0.0056301751868568,15479919.67182342,0.9431602321616088
EOH1725,mHP 7 kW,Time-of-use,mild,0.0,38.802,0.0,0.0073104060684853,29805688.750498887,3.478219649257708
EOH1738,mHP 7 kW,Time-of-use,mild,0.0,71.785,0.0,0.0040232868459944,45862154.92548893,8.372579953102433
EOH1744,mHP 7 kW,Time-of-use,mild,0.0,35.983,0.0,0.0086024543423076,55564528.797309525,0.5262198887784657
EOH1747,mHP 7 kW,Time-of-use,mild,0.0,17.18,0.0,0.0105815697331313,76003754.62867059,11.1255262519418
EOH1753,mHP 7 kW,Time-of-use,mild,0.0,107.6,0.0,0.0028111973058672,77593010.71476793,7.537473719705525
EOH1760,mHP 7 kW,Time-of-use,mild,0.0,22.511,0.0,0.0143316792802397,53448507.08146976,1.002435730035946e-06
EOH1761,mHP 7 kW,Time-of-use,mild,0.0,74.128,0.0,0.0039416547635237,38518130.53357261,7.803956924729697
EOH1764,mHP 7 kW,Time-of-use,mild,1.329,112.851,0.0,0.0026879148539841,121913231.96898362,2.718244232057204
EOH1765,mHP 7 kW,Time-of-use,mild,0.0,19.741,0.0,0.0143744707816335,17683915.140021835,2.31567907259228
EOH1769,mHP 7 kW,Time-of-use,mild,0.0,68.392,0.0,0.0044030002837283,31215680.034638096,5.295039816824239
EOH1771,mHP 7 kW,Time-of-use,mild,0.0,56.783,0.0,0.0052141278372465,25916199.886510056,5.427015341502176
EOH1775,mHP 7 kW,Time-of-use,mild,0.0,33.605,0.0,0.0077069352371128,12905368.709993651,6.0149621505022886
EOH1783,mHP 7 kW,Time-of-use,mild,0.0,23.865,0.0,0.0115567171695963,14488289.701202026,3.4448777322441217
EOH1794,mHP 7 kW,Time-of-use,mild,0.0,100.465,0.0,0.0031414084539903,67911426.6266352,3.4598147761977742
EOH1811,mHP 7 kW,Time-of-use,mild,0.0,20.663,0.0,0.0128563890035591,25324902.544813223,4.022846949385013
EOH1816,mHP 7 kW,Time-of-use,mild,0.0,29.913,0.0,0.0107372389250457,29480327.73509793,1.000053220564081e-06
EOH1818,mHP 7 kW,Time-of-use,mild,0.0,53.556,0.0,0.0049383496235197,56846086.61999726,12.181593115116366
EOH1834,mHP 7 kW,Time-of-use,mild,0.0,80.998,0.0,0.0034565990236982,48021086.96683484,12.20284664093294
EOH1837,mHP 7 kW,Time-of-use,mild,0.0,44.492,0.0,0.0066965230408673,22574031.11844369,2.0813113469759865
EOH1839,mHP 7 kW,Time-of-use,mild,0.0,47.404,0.0,0.0059052123576311,159643071.2936214,1.0049865582118824e-06
EOH1847,mHP 7 kW,Time-of-use,mild,0.0,21.019,0.0,0.0141973242385332,11866695.940893767,1.1985107595766844
EOH1852,mHP 7 kW,Time-of-use,mild,0.0,69.88,0.0,0.0045637144226617,48286157.75494622,1.4579297296781557
EOH1870,mHP 7 kW,Time-of-use,mild,0.0,76.361,0.0,0.0037566567787482,98975202.85700414,9.41570897965648
EOH1876,mHP 7 kW,Time-of-use,mild,0.0,70.921,0.0,0.0030975518582258,108121855.17599162,29.999999992009805
EOH1885,mHP 7 kW,Time-of-use,mild,0.0,60.192,0.0,0.0035795280651864,195624455.17776,20.466996587490726
EOH1886,mHP 7 kW,Time-of-use,mild,0.0,115.692,0.0,0.0021960563713951,93716582.16496424,29.99999999754375
EOH1888,mHP 7 kW,Time-of-use,mild,0.0,41.161,0.0,0.0074096615311569,31660813.30330041,0.1815412778150291
EOH1891,mHP 7 kW,Time-of-use,mild,0.0,51.409,0.0,0.006156795688211,19682273.58976411,1.0008940300383369e-06
EOH1893,mHP 7 kW,Time-of-use,mild,0.0,35.521,0.0,0.0071758992000512,40934916.47598168,7.261991518962903
EOH1904,mHP 7 kW,Time-of-use,mild,3.723,127.264,0.0,0.002412567274299,113968207.58602913,1.6092536639172488
EOH1912,mHP 7 kW,Time-of-use,mild,0.0,30.285,0.0,0.0069206129161061,51082109.16479016,13.74902672773699
EOH1925,mHP 7 kW,Time-of-use,mild,0.0,41.547,0.0,0.0070884198321959,62691264.62242973,2.2482394480501102
EOH1927,mHP 7 kW,Time-of-use,mild,0.0,57.027,0.0,0.0054664102017365,57537851.17305262,2.9367764477265634
EOH1934,mHP 7 kW,Time-of-use,mild,0.0,34.769,0.0,0.0082459978867544,39303641.987885766,2.938962369905947
EOH1935,mHP 7 kW,Time-of-use,mild,0.0,30.36,0.0,0.0105543436219187,27769014.3326931,1.0002835981134088e-06
EOH1940,mHP 7 kW,Time-of-use,mild,0.0,36.563,0.0,0.0086169148267312,23617970.61175512,1.0011100033348277e-06
EOH1942,mHP 7 kW,Time-of-use,mild,0.0,62.562,0.0,0.0051899423289901,36668492.75378093,1.0028279143764958
EOH1944,mHP 7 kW,Time-of-use,mild,0.0,63.122,0.0,0.0052291420266017,30609403.014138494,1.0007208047031804e-06
EOH1947,mHP 7 kW,Time-of-use,mild,0.0,37.776,0.0,0.0083217635648896,28885994.05231548,1.0009545785410002e-06
EOH1960,mHP 7 kW,Time-of-use,mild,0.0,60.673,0.0,0.0054272883597008,32758464.085263044,0.8498867078395317
EOH1965,mHP 7 kW,Time-of-use,mild,0.0,74.666,0.0,0.0038304963859832,67850948.88992779,9.453819104368204
EOH1970,mHP 7 kW,Time-of-use,mild,0.0,37.482,0.0,0.0063010939509512,43481480.65449878,12.131772769588858
EOH1977,mHP 7 kW,Time-of-use,mild,0.0,82.574,0.0,0.0034626190192538,91400235.09309648,10.516358305186955
EOH1980,mHP 7 kW,Time-of-use,mild,0.589,117.23,0.0,0.0027073355164097,36666635.56864022,5.24609785659835
EOH1985,mHP 7 kW,Time-of-use,mild,0.0,37.175,0.0,0.0068092495276513,27492468.04207369,8.32473545773512
EOH1986,mHP 7 kW,Time-of-use,mild,0.0,72.712,0.0,0.0037707533195664,72644704.84680638,12.497621005837342
EOH1988,mHP 7 kW,Time-of-use,mild,0.0,63.91,0.0,0.0051395242802561,39642382.043458894,1.0001594596125462e-06
EOH1993,mHP 7 kW,Time-of-use,mild,0.0,51.678,0.0,0.0058562278541233,41255803.906081095,3.0882949302358007
EOH2007,mHP 7 kW,Time-of-use,mild,0.0,46.353,0.0,0.0063687402595638,21434671.28767346,3.297084358880812
EOH2011,mHP 7 kW,Time-of-use,mild,0.0,54.831,0.0,0.0056034871503375,111954002.3553758,1.0003075902101889e-06
EOH2012,mHP 7 kW,Time-of-use,mild,0.0,96.173,0.0,0.0026614627810654,109874107.39270392,24.48309279138684
EOH2017,mHP 7 kW,Time-of-use,mild,0.0,59.333,0.0,0.0055953313623192,43723751.3245023,1.000128117100125e-06
EOH2021,mHP 7 kW,Time-of-use,mild,0.0,28.013,0.0,0.0110303626548663,38757834.03404027,1.101399242787268
EOH2022,mHP 7 kW,Time-of-use,mild,0.0,29.557,0.0,0.0078189398602444,39044316.21554638,9.615614821621586
EOH2024,mHP 7 kW,Time-of-use,mild,0.0,74.242,0.0,0.0042566403493263,121750951.58209588,1.92373380206399
EOH2025,mHP 7 kW,Time-of-use,mild,0.0,40.936,0.0,0.007485225763444,64892670.15260123,0.4283246913394591
EOH2036,mHP 7 kW,Time-of-use,mild,0.0,24.701,0.0,0.0126270300774159,45132558.15231712,0.7640448051078994
EOH2038,mHP 7 kW,Time-of-use,mild,0.0,102.063,0.0,0.0030937000059051,58736753.29515757,3.696360483506549
EOH2045,mHP 7 kW,Time-of-use,mild,0.0,45.138,0.0,0.0064884072432266,19389263.162355453,3.5524396475184985
EOH2049,mHP 7 kW,Time-of-use,mild,0.0,58.927,0.0,0.0046196033827947,42090591.81106349,11.894334920522985
EOH2052,mHP 7 kW,Time-of-use,mild,0.0,58.168,0.0,0.0056795682016935,36700485.57609524,0.156351919958614
EOH2058,mHP 7 kW,Time-of-use,mild,0.0,47.028,0.0,0.0056787986264627,84167211.94006258,6.891085199668704
EOH2070,mHP 7 kW,Time-of-use,mild,0.0,115.39,0.0,0.0021655037730232,112597241.10548273,29.99999999879286
EOH2074,mHP 7 kW,Time-of-use,mild,0.0,24.125,0.0,0.0092681239535971,65670369.77495188,9.414447307156008
EOH2088,mHP 7 kW,Time-of-use,mild,0.0,40.191,0.0,0.0077460710408432,47529963.979601294,1.0022431157884095e-06
EOH2089,mHP 7 kW,Time-of-use,mild,0.0,61.273,0.0,0.0052601240387185,98424912.92855737,1.1488865899708307e-06
EOH2094,mHP 7 kW,Time-of-use,mild,0.0,56.884,0.0,0.0042946292908804,42127735.66199022,19.89105111726016
EOH2097,mHP 7 kW,Time-of-use,mild,0.0,62.533,0.0,0.0046656474151095,53903744.18453817,6.947729827495531
EOH2122,mHP 7 kW,Time-of-use,mild,0.0,67.715,0.0,0.0041592256438749,40401850.65407329,9.76204621450033
EOH2125,mHP 7 kW,Time-of-use,mild,0.0,46.53,0.0,0.0063068636215973,14196030.119367996,2.30314907238375
EOH2127,mHP 7 kW,Time-of-use,mild,0.0,30.094,0.0,0.0086689350752363,88084278.69359303,5.776915409264594
EOH2128,mHP 7 kW,Time-of-use,mild,0.0,43.512,0.0,0.0066786744650866,21155814.85790011,3.886072878665162
EOH2133,mHP 7 kW,Time-of-use,mild,0.0,26.617,0.0,0.0092877988251442,37490538.62856769,6.987496068096248
EOH2137,mHP 7 kW,Time-of-use,mild,0.0,32.917,0.0,0.0072750481070957,38653605.54336122,9.14200994426178
EOH2153,mHP 7 kW,Time-of-use,mild,0.0,40.577,0.0,0.0054589820951521,94693128.06106032,17.637137110567238
EOH2155,mHP 7 kW,Time-of-use,mild,0.0,47.845,0.0,0.0058864296819027,37044299.55504539,5.894628787118117
EOH2163,mHP 7 kW,Time-of-use,mild,0.0,61.271,0.0,0.0045085417530178,95901740.04037794,8.37420253173951
EOH2166,mHP 7 kW,Time-of-use,mild,0.0,34.263,0.0,0.0087461879506969,19030362.273120344,1.5248506425544015
EOH2168,mHP 7 kW,Time-of-use,mild,0.141,109.025,0.0,0.0029706105348993,26130968.05344607,3.496824643866958
EOH2177,mHP 7 kW,Time-of-use,mild,0.0,75.206,0.0,0.004323977223714,115102805.7079352,1.0000345840350289e-06
EOH2179,mHP 7 kW,Time-of-use,mild,0.0,54.895,0.0,0.0058633788591629,56379574.98741301,1.0025512157548358e-06
EOH2198,mHP 7 kW,Time-of-use,mild,0.0,70.167,0.0,0.0046400444142874,85509032.23805593,1.0008888329068832e-06
EOH2202,mHP 7.5 kW,Time-of-use,mild,0.159,127.518,0.0,0.002429479689172,47398292.72085381,8.284078338407035
EOH2205,mHP 7 kW,Time-of-use,mild,0.0,54.0,0.0,0.0058456718660526,17763041.60554297,0.2087648968969779
EOH2206,mHP 7 kW,Time-of-use,mild,0.0,27.066,0.0,0.009149643460958,91322334.08658671,7.020685094778105
EOH2216,mHP 7 kW,Time-of-use,mild,0.0,46.471,0.0,0.0057647504793084,45029050.30209744,8.164822252615055
EOH2234,mHP 7 kW,Time-of-use,mild,0.0,41.386,0.0,0.0065210918081874,30917175.28514846,6.926711696711457
EOH2239,mHP 7 kW,Time-of-use,mild,0.0,26.875,0.0,0.0080506506958478,16636176.420554793,11.273020310227793
EOH2241,mHP 7 kW,Time-of-use,mild,0.0,44.057,0.0,0.0069703762371823,13928765.468923844,1.0004279655623427e-06
EOH2255,mHP 7 kW,Time-of-use,mild,0.0,50.979,0.0,0.0062416281487002,35161809.26948621,1.0009629398563456e-06
EOH2262,mHP 7 kW,Time-of-use,mild,0.0,69.381,0.0,0.0046027061348393,29617683.13932527,1.559211840271325
EOH2276,mHP 7 kW,Time-of-use,mild,0.0,87.567,0.0,0.0037271730994103,41199544.09314812,0.2024961260548884
EOH2278,mHP 7 kW,Time-of-use,mild,0.0,41.62,0.0,0.0069001239892348,42739881.572724976,3.6507721391184096
EOH2283,mHP 7 kW,Time-of-use,mild,0.0,53.738,0.0,0.0055969617784728,69686485.70418085,2.940784022945603
EOH2285,mHP 7 kW,Time-of-use,mild,0.0,3.852,0.0,0.009106582104531,94059470.96444307,23.96635592316812
EOH2303,mHP 7 kW,Time-of-use,mild,0.0,27.63,0.0,0.0108133174709647,33609771.17706483,1.981263680436829
EOH2306,mHP 7 kW,Time-of-use,mild,0.0,42.796,0.0,0.0067863906393469,20474284.191233654,3.900254818070024
EOH2308,mHP 7 kW,Time-of-use,mild,0.0,87.765,0.0,0.0030021119769029,41474717.56083624,19.906950761601195
EOH2315,mHP 7 kW,Time-of-use,mild,0.0,30.087,0.0,0.0052318890702554,98867145.01460014,29.99999999206732
EOH2320,mHP 7 kW,Time-of-use,mild,0.0,76.191,0.0,0.0038220074475678,58068672.65244381,8.242724402514028
EOH2325,mHP 7 kW,Time-of-use,mild,0.0,43.437,0.0,0.0065077386963568,31867836.631636374,5.105364474861181
EOH2329,mHP 7 kW,Time-of-use,mild,0.0,34.678,0.0,0.0089189082367058,32112477.26007255,0.6083806834354294
EOH2333,mHP 7 kW,Time-of-use,mild,0.0,56.2,0.0,0.0054765360454811,26012566.893498365,3.158857643980875
EOH2342,mHP 7 kW,Time-of-use,mild,0.0,47.935,0.0,0.0045242027180183,69216114.54790998,24.44626844910664
EOH2359,mHP 7 kW,Time-of-use,mild,0.0,36.792,0.0,0.0074120612775918,22820340.07174229,4.734533244555434
EOH2361,mHP 7 kW,Time-of-use,mild,0.0,106.122,0.0,0.0031074850744123,75846631.90449749,1.0007121204371058e-06
EOH2366,mHP 7 kW,Time-of-use,mild,0.0,77.474,0.0,0.0042079829998515,49576019.47888383,1.000203177201138e-06
EOH2386,mHP 7 kW,Time-of-use,mild,0.0,44.88,0.0,0.0068180202951272,32311052.80382068,1.0020776267255964e-06
EOH2397,mHP 7 kW,Time-of-use,mild,0.0,34.623,0.0,0.0074949905843891,32864658.10562037,6.334051935372315
EOH2403,mHP 7 kW,Time-of-use,mild,0.0,39.984,0.0,0.0078149529744803,29661413.690252483,1.000177265811253e-06
EOH2409,mHP 7 kW,Time-of-use,mild,0.0,29.059,0.0,0.0104295640059372,89804720.61706036,1.6266191648168276
EOH2412,mHP 7 kW,Time-of-use,mild,0.0,58.304,0.0,0.0047028410110085,64074106.0900534,10.12577730661623
EOH2416,mHP 7 kW,Time-of-use,mild,0.0,43.161,0.0,0.0068936600560863,18488423.74656035,2.701857380479292
EOH2418,mHP 7 kW,Time-of-use,mild,0.0,55.85,0.0,0.0056424994659909,35669930.05968807,2.5780730218562664
EOH2422,mHP 7 kW,Time-of-use,mild,0.0,100.231,0.0,0.0027147320462199,87370433.99358627,19.05061017912504
EOH2434,mHP 7 kW,Time-of-use,mild,0.0,44.536,0.0,0.0048857655212919,39057426.92342816,23.50766187629273
EOH2436,mHP 7 kW,Time-of-use,mild,0.0,94.235,0.0,0.0033816276428224,54105427.25734364,2.2964861000174013
EOH2439,mHP 7 kW,Time-of-use,mild,0.0,39.04,0.0,0.0080402081691842,33524816.16380228,1.0000210393345195e-06
EOH2450,mHP 7 kW,Time-of-use,mild,5.241,131.962,0.0,0.0023120745866107,224554527.19302863,1.0051578364205382e-06
EOH2468,mHP 7 kW,Time-of-use,mild,0.0,34.777,0.0,0.0081482961920923,34806964.49562557,3.3155571227852465
EOH2481,mHP 7 kW,Time-of-use,mild,0.0,32.144,0.0,0.0086255391432674,39293844.86106506,3.9799701305582578
EOH2484,mHP 7 kW,Time-of-use,mild,0.0,31.365,0.0,0.0101750295433043,29214051.459781576,1.0012596835740122e-06
EOH2497,mHP 7 kW,Time-of-use,mild,0.0,49.737,0.0,0.0051038930084387,159556297.49147677,10.540552124596193
EOH2499,mHP 7 kW,Time-of-use,mild,0.0,35.8,0.0,0.0081440244936542,13666796.10532564,2.1856805309217258
EOH2504,mHP 7 kW,Time-of-use,mild,0.0,57.202,0.0,0.0054108940109512,52472069.29918705,3.808601203281695
EOH2505,mHP 7 kW,Time-of-use,mild,0.0,83.768,0.0,0.0037247643302504,58789047.44911285,3.4308191324203667
EOH2508,mHP 7 kW,Time-of-use,mild,0.0,51.763,0.0,0.0056863558693461,36640900.85520323,5.181966631750771
EOH2510,mHP 7 kW,Time-of-use,mild,0.0,43.55,0.0,0.0068512385057791,47795373.68313551,2.007752133557469e-06
EOH2516,mHP 7 kW,Time-of-use,mild,0.0,30.704,0.0,0.0076893334944484,25082289.63695952,9.142053394928878
EOH2523,mHP 7 kW,Time-of-use,mild,0.0,36.851,0.0,0.0078700706106373,13178589.84409667,2.2541788691074505
EOH2526,mHP 7 kW,Time-of-use,mild,0.0,44.904,0.0,0.006185923612326,50612738.55316224,4.955938930775243
EOH2531,mHP 7 kW,Time-of-use,mild,0.0,40.194,0.0,0.0077519300622202,37123474.326316826,1.0000759115918657e-06
EOH2537,mHP 7 kW,Time-of-use,mild,0.0,53.262,0.0,0.0053142617177502,89631761.97426549,5.644895973763971
EOH2541,mHP 7 kW,Time-of-use,mild,0.0,78.771,0.0,0.0040445865491364,32370391.999323,1.819005348906445
EOH2544,mHP 7 kW,Time-of-use,mild,0.0,91.882,0.0,0.0032899967862783,76740727.08468828,6.659508735119879
EOH2549,mHP 7 kW,Time-of-use,mild,0.0,57.542,0.0,0.0056484225203296,22746623.31779989,1.0003248546603364e-06
EOH2561,mHP 7 kW,Time-of-use,mild,0.0,38.668,0.0,0.0072836568062308,24829656.03709979,3.737776853444698
EOH2564,mHP 7 kW,Time-of-use,mild,0.0,40.947,0.0,0.0075626210482834,36073591.10308088,1.0017132117522996e-06
EOH2568,mHP 7 kW,Time-of-use,mild,0.0,68.593,0.0,0.0045929969491209,35236350.159353726,2.3480918797825376
EOH2577,mHP 7 kW,Time-of-use,mild,0.0,103.887,0.0,0.0024109359915214,162718569.10952473,25.17233484164126
EOH2578,mHP 7 kW,Time-of-use,mild,0.0,77.867,0.0,0.0041888613565061,45094010.29070629,1.002748865149717e-06
EOH2586,mHP 7 kW,Time-of-use,mild,0.0,89.442,0.0,0.0027355160719571,112346342.08803244,27.865211964122704
EOH2595,mHP 8 kW,Time-of-use,mild,2.357,135.573,0.0,0.0024579591574702,37965613.41151945,1.0000371389109155e-06
EOH2602,mHP 7 kW,Time-of-use,mild,0.0,45.504,0.0,0.0061447451271858,147754825.65959817,2.6525236544391446
EOH2612,mHP 7 kW,Time-of-use,mild,0.0,29.097,0.0,0.0093651125397215,16391890.761382656,4.337275263918734
EOH2613,mHP 7 kW,Time-of-use,mild,0.0,23.049,0.0,0.0115825487294153,20630191.529125027,4.304233086172317
EOH2619,mHP 7 kW,Time-of-use,mild,0.0,52.344,0.0,0.0053392176715487,60967808.1714455,7.549498571468741
EOH2625,mHP 7 kW,Time-of-use,mild,0.0,63.845,0.0,0.0051451989095581,53016048.74040696,1.001192316620456e-06
EOH2637,mHP 7 kW,Time-of-use,mild,0.0,44.349,0.0,0.0067514313052072,15422644.776215073,1.754301480120796
EOH2640,mHP 7 kW,Time-of-use,mild,0.0,47.875,0.0,0.0052301815147195,21764771.60053422,13.670042184047078
EOH2648,mHP 7 kW,Time-of-use,mild,0.0,17.547,0.0,0.0136321101435038,31713056.276699223,5.684259459648339
EOH2672,mHP 7 kW,Time-of-use,mild,0.0,57.865,0.0,0.0040846291617204,129574131.960451,15.63576062157934
EOH2675,mHP 7 kW,Time-of-use,mild,0.0,97.838,0.0,0.0033321714726338,115961603.30637904,1.0004337693779687e-06
EOH2679,mHP 7 kW,Time-of-use,mild,1.996,121.544,0.0,0.0026373994641744,55219599.0950422,2.255261951578818
EOH2689,mHP 7 kW,Time-of-use,mild,0.0,61.725,0.0,0.0053901016333985,39341561.82294734,1.0009334643779962e-06
EOH2690,mHP 7 kW,Time-of-use,mild,0.0,41.6,0.0,0.0072316753295157,33585166.79526848,0.319197301967873
EOH2699,mHP 7 kW,Time-of-use,mild,0.0,78.344,0.0,0.0040111004661157,48528645.11042251,2.65091262108816
EOH2700,mHP 7 kW,Time-of-use,mild,0.0,87.97,0.0,0.003452936810812,29163791.706874195,6.397620603913657
EOH2713,mHP 14 kW,Time-of-use,mild,3.273,227.682,0.0,0.0014798462395315,36541299.694576256,1.000111577084748e-06
EOH2714,mHP 7 kW,Time-of-use,mild,0.0,73.182,0.0,0.0040842098039659,47579243.60697601,5.989585541594852
EOH2716,mHP 7 kW,Time-of-use,mild,0.0,79.641,0.0,0.0039028579135511,133658412.47003666,3.379808555411285
EOH2717,mHP 7 kW,Time-of-use,mild,0.0,45.581,0.0,0.0047395829816033,134976280.46933773,22.27185018606925
EOH2728,mHP 7 kW,Time-of-use,mild,0.0,44.473,0.0,0.0064368590519057,152767638.1611292,1.3429959334219872
EOH2734,mHP 7 kW,Time-of-use,mild,1.241,120.676,0.0,0.0026055733846534,66500790.54379681,4.469008343679767
EOH2739,mHP 7 kW,Time-of-use,mild,0.0,77.466,0.0,0.0042274152544618,26993766.377966657,1.0003795131164009e-06
EOH2750,mHP 7 kW,Time-of-use,mild,0.0,41.532,0.0,0.0073386927254299,75641280.63180254,1.4252365095695895e-06
EOH2754,mHP 7 kW,Time-of-use,mild,0.0,28.259,0.0,0.0074390807744606,37889734.369230896,12.650570850524884
EOH2758,mHP 7 kW,Time-of-use,mild,0.0,39.864,0.0,0.0045995152967056,173463778.84616658,29.99999999775607
EOH2765,mHP 7 kW,Time-of-use,mild,0.0,102.164,0.0,0.0025853940626676,74122047.47628142,22.03078565426772
EOH2778,mHP 7 kW,Time-of-use,mild,0.0,32.349,0.0,0.0072238914511715,136337158.0451983,10.00652359582171
EOH2799,mHP 7 kW,Time-of-use,mild,0.0,39.791,0.0,0.0076102492598057,57189526.11407384,1.0752914238810298
EOH2804,mHP 7 kW,Time-of-use,mild,0.0,97.397,0.0,0.0032036994778478,38272126.938975625,4.82247653819267
EOH2808,mHP 7 kW,Time-of-use,mild,0.0,43.746,0.0,0.0070540583599968,20190981.05513664,1.0003909609310078e-06
EOH2810,mHP 7 kW,Time-of-use,mild,0.0,15.618,0.0,0.0198946162522212,23269770.43327996,0.4804478740796475
EOH2831,mHP 7 kW,Time-of-use,mild,0.0,44.255,0.0,0.0062285679415291,52190356.80774435,6.450078145330147
EOH2837,mHP 7 kW,Time-of-use,mild,0.0,50.314,0.0,0.0045484016493435,176141790.4678759,18.745897908531788
EOH2847,mHP 7 kW,Time-of-use,mild,0.0,55.725,0.0,0.0057070665926356,35929181.35397358,1.8143929443468407
