case_index,case_label,peak_demand_kw,segment_id,point_index,path_distance_pct_points,mhp_share_pct,hhp_share_pct,boiler_share_pct,baseline_annual_co2_mean_kg,annual_co2_mean_kg,carbon_saving_kg,carbon_saving_pct,peak_result_csv,co2_result_csv,segment_count_before_selection,segment_selection_method,segment_selection_score_kg
2,40% EV,236.25,1,9,31.74627606829717,15.615167603394166,5.0,79.38483239660583,292997.63318918104,237978.00678206247,55019.62640711857,18.778181177864262,E:\Github\LV-network\Output Data\Penetration Sweep\evconst_40_HHPvsMHP_5per_500runperpixel.csv,E:\Github\LV-network\Output Data\Penetration Sweep\evconst_hhp_mhp_boiler_annual_gas_co2.csv,2,highest_mean_carbon_saving,60450.410198905694
2,40% EV,236.25,1,10,37.44789703689365,18.355328487272903,0.0,81.6446715127271,292997.63318918104,239666.446929967,53331.18625921404,18.20191708674297,E:\Github\LV-network\Output Data\Penetration Sweep\evconst_40_HHPvsMHP_5per_500runperpixel.csv,E:\Github\LV-network\Output Data\Penetration Sweep\evconst_hhp_mhp_boiler_annual_gas_co2.csv,2,highest_mean_carbon_saving,60450.410198905694
2,40% EV,375.0,1,1,1.6007008540191843,19.082096362227325,80.0,0.9179036377726675,292997.63318918104,64953.395098609035,228044.238090572,77.83142669392477,E:\Github\LV-network\Output Data\Penetration Sweep\evconst_40_HHPvsMHP_5per_500runperpixel.csv,E:\Github\LV-network\Output Data\Penetration Sweep\evconst_hhp_mhp_boiler_annual_gas_co2.csv,1,highest_mean_carbon_saving,205294.24228158256
2,40% EV,375.0,1,2,4.720482989808655,20.0,77.01830694293413,2.9816930570658684,292997.63318918104,69375.25266941995,223622.3805197611,76.32224809658237,E:\Github\LV-network\Output Data\Penetration Sweep\evconst_40_HHPvsMHP_5per_500runperpixel.csv,E:\Github\LV-network\Output Data\Penetration Sweep\evconst_hhp_mhp_boiler_annual_gas_co2.csv,1,highest_mean_carbon_saving,205294.24228158256
2,40% EV,375.0,1,3,8.435026341517894,23.118376083129036,75.0,1.8816239168709643,292997.63318918104,64268.33559044672,228729.29759873432,78.06523728846973,E:\Github\LV-network\Output Data\Penetration Sweep\evconst_40_HHPvsMHP_5per_500runperpixel.csv,E:\Github\LV-network\Output Data\Penetration Sweep\evconst_hhp_mhp_boiler_annual_gas_co2.csv,1,highest_mean_carbon_saving,205294.24228158256
2,40% EV,375.0,1,4,13.874322856803325,20.976893750445377,70.0,9.023106249554615,292997.63318918104,81033.440437452,211964.19275172905,72.34331228022897,E:\Github\LV-network\Output Data\Penetration Sweep\evconst_40_HHPvsMHP_5per_500runperpixel.csv,E:\Github\LV-network\Output Data\Penetration Sweep\evconst_hhp_mhp_boiler_annual_gas_co2.csv,1,highest_mean_carbon_saving,205294.24228158256
2,40% EV,375.0,1,5,18.875636403596726,25.0,67.02884647011741,7.971153529882585,292997.63318918104,74649.47928622313,218348.1539029579,74.52215621208657,E:\Github\LV-network\Output Data\Penetration Sweep\evconst_40_HHPvsMHP_5per_500runperpixel.csv,E:\Github\LV-network\Output Data\Penetration Sweep\evconst_hhp_mhp_boiler_annual_gas_co2.csv,1,highest_mean_carbon_saving,205294.24228158256
2,40% EV,375.0,1,6,21.53788096635811,26.723754075454114,65.0,8.27624592454589,292997.63318918104,74170.35208447801,218827.28110470303,74.68568217525903,E:\Github\LV-network\Output Data\Penetration Sweep\evconst_40_HHPvsMHP_5per_500runperpixel.csv,E:\Github\LV-network\Output Data\Penetration Sweep\evconst_hhp_mhp_boiler_annual_gas_co2.csv,1,highest_mean_carbon_saving,205294.24228158256
2,40% EV,375.0,1,7,26.56040994993412,27.19893550486936,60.00000000000001,12.801064495130639,292997.63318918104,84290.8651086003,208706.76808058075,71.23155426508997,E:\Github\LV-network\Output Data\Penetration Sweep\evconst_40_HHPvsMHP_5per_500runperpixel.csv,E:\Github\LV-network\Output Data\Penetration Sweep\evconst_hhp_mhp_boiler_annual_gas_co2.csv,1,highest_mean_carbon_saving,205294.24228158256
2,40% EV,375.0,1,8,30.050214295630294,30.0,57.9184688171064,12.081531182893599,292997.63318918104,80844.78914988012,212152.84403930092,72.40769890530797,E:\Github\LV-network\Output Data\Penetration Sweep\evconst_40_HHPvsMHP_5per_500runperpixel.csv,E:\Github\LV-network\Output Data\Penetration Sweep\evconst_hhp_mhp_boiler_annual_gas_co2.csv,1,highest_mean_carbon_saving,205294.24228158256
