time,run,dwelling_id,hp_elec_kw,boiler_gas_kw,ev_charge_kw,appliance_kw,tariff_elec_price,tariff_gas_price,tariff_offset_steps,Tin_C,T_tank_C,V_stor_m3,Q_hp_space_w,Q_bo_space_w,Q_hp_hw_w,Q_bo_hw_w,ev_soc_kwh,solve_status
2021-02-07 00:00:00,1,95,0.0,0.0,0.0,0.062200000000000005,9.261,6.0,0,21.0,55.0,0.12,0.0,0.0,0.0,0.0,47.952,optimal
2021-02-07 00:30:00,1,95,0.0,0.0,0.0,0.07,10.3635,6.0,0,20.944442424675568,55.0,0.12,0.0,0.0,0.0,0.0,47.904047999999996,optimal
2021-02-07 01:00:00,1,95,0.0,0.0,0.0,0.17506666666666668,8.274,6.0,0,20.887318497182818,55.0,0.12,0.0,0.0,0.0,0.0,47.856143952,optimal
2021-02-07 01:30:00,1,95,0.0,0.0,0.0,0.10940000000000001,7.7175,6.0,0,20.831966965727222,55.0,0.12,0.0,0.0,0.0,0.0,47.80828780804799,optimal
2021-02-07 02:00:00,1,95,0.0,0.0,0.0,0.07,6.615,6.0,0,20.77543312465959,55.0,0.12,0.0,0.0,0.0,0.0,47.76047952023995,optimal
2021-02-07 02:30:00,1,95,1.4193987247958435,0.0,0.0,0.21446666666666667,6.174,6.0,0,20.71820145074181,55.0,0.16753967020847324,0.0,0.0,4967.895536785452,0.0,47.712719040719705,optimal
2021-02-07 03:00:00,1,95,2.0,0.0,0.0,0.07,3.906,6.0,0,20.66346309674539,55.0,0.18866666666666668,4792.228870118787,0.0,2207.771129881213,0.0,47.66500632167899,optimal
2021-02-07 03:30:00,1,95,2.0,0.0,0.0,0.07,2.3415,6.0,0,20.6935659004059,55.0,0.18866666666666668,7000.0,0.0,0.0,0.0,47.61734131535731,optimal
2021-02-07 04:00:00,1,95,2.0,0.0,0.0,0.16193333333333335,2.205,6.0,0,20.763766042806502,55.0,0.18866666666666668,7000.0,0.0,0.0,0.0,47.56972397404195,optimal
2021-02-07 04:30:00,1,95,2.0,0.0,1.4112141297153802,0.12253333333333331,0.882,6.0,0,20.83522956291685,55.0,0.18866666666666668,7000.0,0.0,0.0,0.0,48.192480961682705,optimal
